 GLOBAL PARAMETERS
 
 m [kg]                                          :    7.70326474E+10
 R [km]                                          :    9.99500145E-01
 Mean Density [g/cm^3]                           :    1.84177948E-02
 C/mR^2 (Total Moment of Inertia Respect to z)   :    7.53932036E-02
 C20                                             :    9.70273433E-05
 C22                                             :    2.91352670E-05
 ekf (Equivalent Fluid Love Number)              :    2.88599909E-02
 H(n)                                            :    4.11543996E-01
 
 PARAMETERS ON SURFACE
 
 a-R [km]                                        :    4.87736377E-03
 b-R [km]                                        :   -1.39495833E-03
 c-R [km]                                        :   -3.46355437E-03
 
 f1=(a-c)/a                                      :    8.30456460E-03
 f2=(b-c)/b                                      :    2.07252302E-03
 f3=(a-b)/a                                      :    6.23204157E-03
 
 EQUIVALENT HOMOGENEOUS SOLUTIONS
 
 f_Jeans                                         :    1.51430749E-02
 f_MacLaurin                                     :    5.03596952E-03
 f_Roche                                         :    2.01790445E-02
 
===================================================================================================================================================
 
   i    R(i)              rho(i)            mlay(i)           Clay(i)           H(i)              kl(i)          
  25    1.20001449E-02    9.96579426E+11    8.64656796E+05    7.96679087E+01    3.20129413E-02    4.98278440E-01
  26    1.25001449E-02    9.96289127E+11    9.39524264E+05    9.40843730E+01    3.20145892E-02    4.79837223E-01
  27    1.30001449E-02    9.95987094E+11    1.01746499E+06    1.10370651E+02    3.20163026E-02    4.62696383E-01
  28    1.35001449E-02    9.95673339E+11    1.09847338E+06    1.28680903E+02    3.20180814E-02    4.46723132E-01
  29    1.40001449E-02    9.95347877E+11    1.18254361E+06    1.49175207E+02    3.20199256E-02    4.31802104E-01
  30    1.45001449E-02    9.95010722E+11    1.26966967E+06    1.72019533E+02    3.20218353E-02    4.17832595E-01
  31    1.50001449E-02    9.94661890E+11    1.35984530E+06    1.97385710E+02    3.20238104E-02    4.04726320E-01
  32    1.55001449E-02    9.94301395E+11    1.45306406E+06    2.25451400E+02    3.20258509E-02    3.92405554E-01
  33    1.60001449E-02    9.93929255E+11    1.54931927E+06    2.56400063E+02    3.20279569E-02    3.80801609E-01
  34    1.65001449E-02    9.93545487E+11    1.64860405E+06    2.90420924E+02    3.20301284E-02    3.69853561E-01
  35    1.70001449E-02    9.93150106E+11    1.75091130E+06    3.27708940E+02    3.20323654E-02    3.59507184E-01
  36    1.75001449E-02    9.92743131E+11    1.85623373E+06    3.68464766E+02    3.20346679E-02    3.49714056E-01
  37    1.80001449E-02    9.92324581E+11    1.96456381E+06    4.12894718E+02    3.20370360E-02    3.40430806E-01
  38    1.85001449E-02    9.91894473E+11    2.07589383E+06    4.61210737E+02    3.20394695E-02    3.31618474E-01
  39    1.90001449E-02    9.91452828E+11    2.19021585E+06    5.13630350E+02    3.20419686E-02    3.23241964E-01
  40    1.95001449E-02    9.90999664E+11    2.30752172E+06    5.70376634E+02    3.20445333E-02    3.15269576E-01
  41    2.00001449E-02    9.90535003E+11    2.42780311E+06    6.31678173E+02    3.20471636E-02    3.07672609E-01
  42    2.05001449E-02    9.90058864E+11    2.55105146E+06    6.97769021E+02    3.20498594E-02    3.00425012E-01
  43    2.10001449E-02    9.89571270E+11    2.67725802E+06    7.68888654E+02    3.20526209E-02    2.93503090E-01
  44    2.15001449E-02    9.89072242E+11    2.80641382E+06    8.45281936E+02    3.20554479E-02    2.86885236E-01
  45    2.20001449E-02    9.88561802E+11    2.93850971E+06    9.27199070E+02    3.20583407E-02    2.80551715E-01
  46    2.25001449E-02    9.88039974E+11    3.07353631E+06    1.01489555E+03    3.20612990E-02    2.74484461E-01
  47    2.30001449E-02    9.87506779E+11    3.21148406E+06    1.10863214E+03    3.20643231E-02    2.68666905E-01
  48    2.35001449E-02    9.86962242E+11    3.35234319E+06    1.20867477E+03    3.20674128E-02    2.63083824E-01
  49    2.40001449E-02    9.86406387E+11    3.49610375E+06    1.31529457E+03    3.20705683E-02    2.57721207E-01
  50    2.45001449E-02    9.85839240E+11    3.64275557E+06    1.42876775E+03    3.20737895E-02    2.52566136E-01
  51    2.50001449E-02    9.85260824E+11    3.79228830E+06    1.54937559E+03    3.20770764E-02    2.47606684E-01
  52    2.55001449E-02    9.84671166E+11    3.94469137E+06    1.67740438E+03    3.20804291E-02    2.42831818E-01
  53    2.60001449E-02    9.84070292E+11    4.09995405E+06    1.81314537E+03    3.20838476E-02    2.38231321E-01
  54    2.65001449E-02    9.83458228E+11    4.25806540E+06    1.95689473E+03    3.20873319E-02    2.33795716E-01
  55    2.70001449E-02    9.82835002E+11    4.41901429E+06    2.10895346E+03    3.20908820E-02    2.29516199E-01
  56    2.75001449E-02    9.82200641E+11    4.58278939E+06    2.26962739E+03    3.20944980E-02    2.25384582E-01
  57    2.80001449E-02    9.81555173E+11    4.74937919E+06    2.43922707E+03    3.20981798E-02    2.21393241E-01
  58    2.85001449E-02    9.80898626E+11    4.91877200E+06    2.61806778E+03    3.21019275E-02    2.17535066E-01
  59    2.90001449E-02    9.80231031E+11    5.09095593E+06    2.80646941E+03    3.21057411E-02    2.13803420E-01
  60    2.95001449E-02    9.79552415E+11    5.26591892E+06    3.00475645E+03    3.21096207E-02    2.10192099E-01
  61    3.00001449E-02    9.78862809E+11    5.44364870E+06    3.21325790E+03    3.21135662E-02    2.06695300E-01
  62    3.05001449E-02    9.78162243E+11    5.62413285E+06    3.43230724E+03    3.21175777E-02    2.03307586E-01
  63    3.10001449E-02    9.77450749E+11    5.80735874E+06    3.66224235E+03    3.21216552E-02    2.00023859E-01
  64    3.15001449E-02    9.76728356E+11    5.99331358E+06    3.90340548E+03    3.21257988E-02    1.96839334E-01
  65    3.20001449E-02    9.75995098E+11    6.18198439E+06    4.15614314E+03    3.21300083E-02    1.93749515E-01
  66    3.25001449E-02    9.75251005E+11    6.37335802E+06    4.42080610E+03    3.21342840E-02    1.90750174E-01
  67    3.30001449E-02    9.74496111E+11    6.56742114E+06    4.69774927E+03    3.21386257E-02    1.87837332E-01
  68    3.35001449E-02    9.73730449E+11    6.76416025E+06    4.98733167E+03    3.21430336E-02    1.85007240E-01
  69    3.40001449E-02    9.72954052E+11    6.96356168E+06    5.28991639E+03    3.21475076E-02    1.82256360E-01
  70    3.45001449E-02    9.72166954E+11    7.16561157E+06    5.60587047E+03    3.21520478E-02    1.79581358E-01
  71    3.50001449E-02    9.71369189E+11    7.37029592E+06    5.93556488E+03    3.21566542E-02    1.76979079E-01
  72    3.55001449E-02    9.70560792E+11    7.57760053E+06    6.27937443E+03    3.21613268E-02    1.74446546E-01
  73    3.60001449E-02    9.69741798E+11    7.78751105E+06    6.63767772E+03    3.21660657E-02    1.71980939E-01
  74    3.65001449E-02    9.68912243E+11    8.00001298E+06    7.01085707E+03    3.21708709E-02    1.69579589E-01
  75    3.70001449E-02    9.68072162E+11    8.21509162E+06    7.39929846E+03    3.21757424E-02    1.67239968E-01
  76    3.75001449E-02    9.67221593E+11    8.43273215E+06    7.80339145E+03    3.21806802E-02    1.64959679E-01
  77    3.80001449E-02    9.66360572E+11    8.65291955E+06    8.22352911E+03    3.21856844E-02    1.62736448E-01
  78    3.85001449E-02    9.65489136E+11    8.87563867E+06    8.66010797E+03    3.21907549E-02    1.60568113E-01
  79    3.90001449E-02    9.64607322E+11    9.10087418E+06    9.11352793E+03    3.21958919E-02    1.58452625E-01
  80    3.95001449E-02    9.63715170E+11    9.32861062E+06    9.58419222E+03    3.22010954E-02    1.56388032E-01
  81    4.00001449E-02    9.62812717E+11    9.55883236E+06    1.00725073E+04    3.22063654E-02    1.54372479E-01
  82    4.05001449E-02    9.61900001E+11    9.79152361E+06    1.05788828E+04    3.22117018E-02    1.52404199E-01
  83    4.10001449E-02    9.60977064E+11    1.00266684E+07    1.11037314E+04    3.22171048E-02    1.50481511E-01
  84    4.15001449E-02    9.60043943E+11    1.02642508E+07    1.16474690E+04    3.22225744E-02    1.48602811E-01
  85    4.20001449E-02    9.59100679E+11    1.05042544E+07    1.22105142E+04    3.22281106E-02    1.46766570E-01
  86    4.25001449E-02    9.58147313E+11    1.07466630E+07    1.27932887E+04    3.22337134E-02    1.44971331E-01
  87    4.30001449E-02    9.57183884E+11    1.09914599E+07    1.33962168E+04    3.22393830E-02    1.43215702E-01
  88    4.35001449E-02    9.56210435E+11    1.12386286E+07    1.40197257E+04    3.22451192E-02    1.41498351E-01
  89    4.40001449E-02    9.55227007E+11    1.14881522E+07    1.46642453E+04    3.22509221E-02    1.39818010E-01
  90    4.45001449E-02    9.54233641E+11    1.17400138E+07    1.53302079E+04    3.22567919E-02    1.38173462E-01
  91    4.50001449E-02    9.53230380E+11    1.19941963E+07    1.60180486E+04    3.22627284E-02    1.36563547E-01
  92    4.55001449E-02    9.52217266E+11    1.22506826E+07    1.67282046E+04    3.22687318E-02    1.34987151E-01
  93    4.60001449E-02    9.51194343E+11    1.25094553E+07    1.74611157E+04    3.22748021E-02    1.33443211E-01
  94    4.65001449E-02    9.50161653E+11    1.27704968E+07    1.82172241E+04    3.22809392E-02    1.31930707E-01
  95    4.70001449E-02    9.49119241E+11    1.30337897E+07    1.89969738E+04    3.22871434E-02    1.30448660E-01
  96    4.75001449E-02    9.48067150E+11    1.32993161E+07    1.98008115E+04    3.22934145E-02    1.28996133E-01
  97    4.80001449E-02    9.47005425E+11    1.35670583E+07    2.06291854E+04    3.22997526E-02    1.27572229E-01
  98    4.85001449E-02    9.45934110E+11    1.38369982E+07    2.14825461E+04    3.23061578E-02    1.26176083E-01
  99    4.90001449E-02    9.44853250E+11    1.41091178E+07    2.23613459E+04    3.23126301E-02    1.24806869E-01
 100    4.95001449E-02    9.43762891E+11    1.43833988E+07    2.32660392E+04    3.23191695E-02    1.23463790E-01
 101    5.00001449E-02    9.42663078E+11    1.46598228E+07    2.41970817E+04    3.23257760E-02    1.22146082E-01
 102    5.05001449E-02    9.41553858E+11    1.49383715E+07    2.51549312E+04    3.23324498E-02    1.20853012E-01
 103    5.10001449E-02    9.40435276E+11    1.52190263E+07    2.61400470E+04    3.23391909E-02    1.19583872E-01
 104    5.15001449E-02    9.39307380E+11    1.55017684E+07    2.71528898E+04    3.23459992E-02    1.18337983E-01
 105    5.20001449E-02    9.38170216E+11    1.57865791E+07    2.81939218E+04    3.23528748E-02    1.17114693E-01
 106    5.25001449E-02    9.37023831E+11    1.60734394E+07    2.92636067E+04    3.23598178E-02    1.15913370E-01
 107    5.30001449E-02    9.35868274E+11    1.63623304E+07    3.03624094E+04    3.23668282E-02    1.14733410E-01
 108    5.35001449E-02    9.34703591E+11    1.66532330E+07    3.14907959E+04    3.23739061E-02    1.13574229E-01
 109    5.40001449E-02    9.33529831E+11    1.69461279E+07    3.26492336E+04    3.23810514E-02    1.12435265E-01
 110    5.45001449E-02    9.32347043E+11    1.72409958E+07    3.38381906E+04    3.23882643E-02    1.11315974E-01
 111    5.50001449E-02    9.31155275E+11    1.75378173E+07    3.50581364E+04    3.23955447E-02    1.10215835E-01
 112    5.55001449E-02    9.29954576E+11    1.78365728E+07    3.63095410E+04    3.24028927E-02    1.09134343E-01
 113    5.60001449E-02    9.28744995E+11    1.81372428E+07    3.75928755E+04    3.24103084E-02    1.08071011E-01
 114    5.65001449E-02    9.27526583E+11    1.84398076E+07    3.89086117E+04    3.24177918E-02    1.07025370E-01
 115    5.70001449E-02    9.26299389E+11    1.87442473E+07    4.02572219E+04    3.24253429E-02    1.05996966E-01
 116    5.75001449E-02    9.25063462E+11    1.90505421E+07    4.16391791E+04    3.24329618E-02    1.04985361E-01
 117    5.80001449E-02    9.23818854E+11    1.93586719E+07    4.30549569E+04    3.24406486E-02    1.03990132E-01
 118    5.85001449E-02    9.22565615E+11    1.96686168E+07    4.45050291E+04    3.24484032E-02    1.03010871E-01
 119    5.90001449E-02    9.21303796E+11    1.99803566E+07    4.59898701E+04    3.24562257E-02    1.02047182E-01
 120    5.95001449E-02    9.20033448E+11    2.02938710E+07    4.75099544E+04    3.24641162E-02    1.01098682E-01
 121    6.00001449E-02    9.18754622E+11    2.06091398E+07    4.90657568E+04    3.24720747E-02    1.00165003E-01
 122    6.05001449E-02    9.17467370E+11    2.09261426E+07    5.06577520E+04    3.24801012E-02    9.92457868E-02
 123    6.10001449E-02    9.16171745E+11    2.12448589E+07    5.22864150E+04    3.24881958E-02    9.83406870E-02
 124    6.15001449E-02    9.14867797E+11    2.15652681E+07    5.39522206E+04    3.24963586E-02    9.74493689E-02
 125    6.20001449E-02    9.13555580E+11    2.18873498E+07    5.56556436E+04    3.25045896E-02    9.65715081E-02
 126    6.25001449E-02    9.12235146E+11    2.22110831E+07    5.73971584E+04    3.25128888E-02    9.57067906E-02
 127    6.30001449E-02    9.10906547E+11    2.25364474E+07    5.91772394E+04    3.25212563E-02    9.48549120E-02
 128    6.35001449E-02    9.09569837E+11    2.28634219E+07    6.09963603E+04    3.25296921E-02    9.40155776E-02
 129    6.40001449E-02    9.08225069E+11    2.31919856E+07    6.28549946E+04    3.25381963E-02    9.31885016E-02
 130    6.45001449E-02    9.06872297E+11    2.35221177E+07    6.47536153E+04    3.25467689E-02    9.23734070E-02
 131    6.50001449E-02    9.05511573E+11    2.38537971E+07    6.66926948E+04    3.25554101E-02    9.15700253E-02
 132    6.55001449E-02    9.04142953E+11    2.41870029E+07    6.86727046E+04    3.25641197E-02    9.07780958E-02
 133    6.60001449E-02    9.02766489E+11    2.45217138E+07    7.06941158E+04    3.25728980E-02    8.99973658E-02
 134    6.65001449E-02    9.01382237E+11    2.48579088E+07    7.27573985E+04    3.25817448E-02    8.92275902E-02
 135    6.70001449E-02    8.99990250E+11    2.51955666E+07    7.48630219E+04    3.25906604E-02    8.84685309E-02
 136    6.75001449E-02    8.98590583E+11    2.55346660E+07    7.70114542E+04    3.25996447E-02    8.77199568E-02
 137    6.80001449E-02    8.97183292E+11    2.58751856E+07    7.92031627E+04    3.26086978E-02    8.69816437E-02
 138    6.85001449E-02    8.95768430E+11    2.62171041E+07    8.14386134E+04    3.26178197E-02    8.62533736E-02
 139    6.90001449E-02    8.94346053E+11    2.65604001E+07    8.37182713E+04    3.26270105E-02    8.55349348E-02
 140    6.95001449E-02    8.92916217E+11    2.69050522E+07    8.60425998E+04    3.26362702E-02    8.48261218E-02
 141    7.00001449E-02    8.91478977E+11    2.72510389E+07    8.84120614E+04    3.26455990E-02    8.41267348E-02
 142    7.05001449E-02    8.90034389E+11    2.75983385E+07    9.08271168E+04    3.26549967E-02    8.34365794E-02
 143    7.10001449E-02    8.88582507E+11    2.79469297E+07    9.32882253E+04    3.26644636E-02    8.27554668E-02
 144    7.15001449E-02    8.87123390E+11    2.82967908E+07    9.57958448E+04    3.26739997E-02    8.20832135E-02
 145    7.20001449E-02    8.85657091E+11    2.86479002E+07    9.83504314E+04    3.26836050E-02    8.14196408E-02
 146    7.25001449E-02    8.84183668E+11    2.90002362E+07    1.00952439E+05    3.26932795E-02    8.07645751E-02
 147    7.30001449E-02    8.82703177E+11    2.93537772E+07    1.03602322E+05    3.27030234E-02    8.01178473E-02
 148    7.35001449E-02    8.81215675E+11    2.97085014E+07    1.06300529E+05    3.27128366E-02    7.94792930E-02
 149    7.40001449E-02    8.79721218E+11    3.00643871E+07    1.09047509E+05    3.27227193E-02    7.88487521E-02
 150    7.45001449E-02    8.78219863E+11    3.04214126E+07    1.11843710E+05    3.27326715E-02    7.82260687E-02
 151    7.50001449E-02    8.76711667E+11    3.07795561E+07    1.14689577E+05    3.27426932E-02    7.76110912E-02
 152    7.55001449E-02    8.75196687E+11    3.11387957E+07    1.17585551E+05    3.27527845E-02    7.70036718E-02
 153    7.60001449E-02    8.73674980E+11    3.14991098E+07    1.20532074E+05    3.27629455E-02    7.64036667E-02
 154    7.65001449E-02    8.72146604E+11    3.18604764E+07    1.23529583E+05    3.27731762E-02    7.58109355E-02
 155    7.70001449E-02    8.70611615E+11    3.22228737E+07    1.26578513E+05    3.27834767E-02    7.52253418E-02
 156    7.75001449E-02    8.69070071E+11    3.25862800E+07    1.29679300E+05    3.27938470E-02    7.46467525E-02
 157    7.80001449E-02    8.67522030E+11    3.29506732E+07    1.32832373E+05    3.28042873E-02    7.40750378E-02
 158    7.85001449E-02    8.65967550E+11    3.33160316E+07    1.36038160E+05    3.28147975E-02    7.35100713E-02
 159    7.90001449E-02    8.64406687E+11    3.36823333E+07    1.39297087E+05    3.28253777E-02    7.29517296E-02
 160    7.95001449E-02    8.62839501E+11    3.40495564E+07    1.42609578E+05    3.28360280E-02    7.23998927E-02
 161    8.00001449E-02    8.61266048E+11    3.44176790E+07    1.45976052E+05    3.28467485E-02    7.18544432E-02
 162    8.05001449E-02    8.59686388E+11    3.47866794E+07    1.49396926E+05    3.28575391E-02    7.13152668E-02
 163    8.10001449E-02    8.58100577E+11    3.51565355E+07    1.52872616E+05    3.28684000E-02    7.07822518E-02
 164    8.15001449E-02    8.56508674E+11    3.55272256E+07    1.56403533E+05    3.28793313E-02    7.02552895E-02
 165    8.20001449E-02    8.54910738E+11    3.58987277E+07    1.59990085E+05    3.28903329E-02    6.97342737E-02
 166    8.25001449E-02    8.53306827E+11    3.62710201E+07    1.63632678E+05    3.29014050E-02    6.92191005E-02
 167    8.30001449E-02    8.51696998E+11    3.66440808E+07    1.67331714E+05    3.29125476E-02    6.87096689E-02
 168    8.35001449E-02    8.50081311E+11    3.70178881E+07    1.71087593E+05    3.29237608E-02    6.82058799E-02
 169    8.40001449E-02    8.48459824E+11    3.73924202E+07    1.74900709E+05    3.29350446E-02    6.77076372E-02
 170    8.45001449E-02    8.46832594E+11    3.77676551E+07    1.78771456E+05    3.29463992E-02    6.72148464E-02
 171    8.50001449E-02    8.45199682E+11    3.81435713E+07    1.82700223E+05    3.29578245E-02    6.67274156E-02
 172    8.55001449E-02    8.43561145E+11    3.85201468E+07    1.86687396E+05    3.29693206E-02    6.62452549E-02
 173    8.60001449E-02    8.41917042E+11    3.88973599E+07    1.90733356E+05    3.29808877E-02    6.57682764E-02
 174    8.65001449E-02    8.40267432E+11    3.92751889E+07    1.94838482E+05    3.29925257E-02    6.52963942E-02
 175    8.70001449E-02    8.38612373E+11    3.96536122E+07    1.99003150E+05    3.30042348E-02    6.48295246E-02
 176    8.75001449E-02    8.36951924E+11    4.00326079E+07    2.03227731E+05    3.30160149E-02    6.43675856E-02
 177    8.80001449E-02    8.35286144E+11    4.04121546E+07    2.07512591E+05    3.30278663E-02    6.39104970E-02
 178    8.85001449E-02    8.33615092E+11    4.07922305E+07    2.11858097E+05    3.30397889E-02    6.34581805E-02
 179    8.90001449E-02    8.31938825E+11    4.11728141E+07    2.16264606E+05    3.30517828E-02    6.30105595E-02
 180    8.95001449E-02    8.30257403E+11    4.15538838E+07    2.20732476E+05    3.30638480E-02    6.25675591E-02
 181    9.00001449E-02    8.28570886E+11    4.19354181E+07    2.25262058E+05    3.30759847E-02    6.21291060E-02
 182    9.05001449E-02    8.26879330E+11    4.23173956E+07    2.29853700E+05    3.30881930E-02    6.16951286E-02
 183    9.10001449E-02    8.25182796E+11    4.26997946E+07    2.34507748E+05    3.31004728E-02    6.12655569E-02
 184    9.15001449E-02    8.23481342E+11    4.30825940E+07    2.39224540E+05    3.31128242E-02    6.08403221E-02
 185    9.20001449E-02    8.21775026E+11    4.34657722E+07    2.44004413E+05    3.31252474E-02    6.04193573E-02
 186    9.25001449E-02    8.20063908E+11    4.38493080E+07    2.48847698E+05    3.31377424E-02    6.00025968E-02
 187    9.30001449E-02    8.18348046E+11    4.42331801E+07    2.53754723E+05    3.31503092E-02    5.95899763E-02
 188    9.35001449E-02    8.16627499E+11    4.46173672E+07    2.58725811E+05    3.31629480E-02    5.91814328E-02
 189    9.40001449E-02    8.14902325E+11    4.50018482E+07    2.63761280E+05    3.31756588E-02    5.87769049E-02
 190    9.45001449E-02    8.13172584E+11    4.53866019E+07    2.68861445E+05    3.31884417E-02    5.83763321E-02
 191    9.50001449E-02    8.11438333E+11    4.57716072E+07    2.74026616E+05    3.32012967E-02    5.79796556E-02
 192    9.55001449E-02    8.09699632E+11    4.61568431E+07    2.79257099E+05    3.32142240E-02    5.75868174E-02
 193    9.60001449E-02    8.07956538E+11    4.65422886E+07    2.84553193E+05    3.32272235E-02    5.71977610E-02
 194    9.65001449E-02    8.06209111E+11    4.69279228E+07    2.89915196E+05    3.32402954E-02    5.68124308E-02
 195    9.70001449E-02    8.04457408E+11    4.73137247E+07    2.95343400E+05    3.32534398E-02    5.64307725E-02
 196    9.75001449E-02    8.02701489E+11    4.76996737E+07    3.00838091E+05    3.32666567E-02    5.60527330E-02
 197    9.80001449E-02    8.00941411E+11    4.80857488E+07    3.06399551E+05    3.32799462E-02    5.56782601E-02
 198    9.85001449E-02    7.99177233E+11    4.84719295E+07    3.12028059E+05    3.32933084E-02    5.53073026E-02
 199    9.90001449E-02    7.97409013E+11    4.88581951E+07    3.17723887E+05    3.33067433E-02    5.49398104E-02
 200    9.95001449E-02    7.95636809E+11    4.92445250E+07    3.23487303E+05    3.33202511E-02    5.45757345E-02
 201    1.00000145E-01    7.93860679E+11    4.96308990E+07    3.29318572E+05    3.33338317E-02    5.42150270E-02
 202    1.00500145E-01    7.92080682E+11    5.00172959E+07    3.35217947E+05    3.33474854E-02    5.38576401E-02
 203    1.01000145E-01    7.90296875E+11    5.04036960E+07    3.41185688E+05    3.33612121E-02    5.35035280E-02
 204    1.01500145E-01    7.88509316E+11    5.07900788E+07    3.47222039E+05    3.33750119E-02    5.31526454E-02
 205    1.02000145E-01    7.86718063E+11    5.11764242E+07    3.53327245E+05    3.33888849E-02    5.28049476E-02
 206    1.02500145E-01    7.84923174E+11    5.15627118E+07    3.59501545E+05    3.34028313E-02    5.24603911E-02
 207    1.03000145E-01    7.83124706E+11    5.19489217E+07    3.65745171E+05    3.34168510E-02    5.21189331E-02
 208    1.03500145E-01    7.81322717E+11    5.23350338E+07    3.72058351E+05    3.34309442E-02    5.17805317E-02
 209    1.04000145E-01    7.79517264E+11    5.27210282E+07    3.78441309E+05    3.34451109E-02    5.14451456E-02
 210    1.04500145E-01    7.77708405E+11    5.31068850E+07    3.84894263E+05    3.34593512E-02    5.11127344E-02
 211    1.05000145E-01    7.75896197E+11    5.34925845E+07    3.91417424E+05    3.34736652E-02    5.07832587E-02
 212    1.05500145E-01    7.74080697E+11    5.38781069E+07    3.98011001E+05    3.34880529E-02    5.04566793E-02
 213    1.06000145E-01    7.72261962E+11    5.42634327E+07    4.04675196E+05    3.35025146E-02    5.01329583E-02
 214    1.06500145E-01    7.70440049E+11    5.46485423E+07    4.11410206E+05    3.35170501E-02    4.98120581E-02
 215    1.07000145E-01    7.68615015E+11    5.50334163E+07    4.18216222E+05    3.35316597E-02    4.94939420E-02
 216    1.07500145E-01    7.66786917E+11    5.54180353E+07    4.25093431E+05    3.35463434E-02    4.91785738E-02
 217    1.08000145E-01    7.64955811E+11    5.58023799E+07    4.32042013E+05    3.35611012E-02    4.88659182E-02
 218    1.08500145E-01    7.63121754E+11    5.61864311E+07    4.39062145E+05    3.35759334E-02    4.85559403E-02
 219    1.09000145E-01    7.61284801E+11    5.65701697E+07    4.46153995E+05    3.35908399E-02    4.82486060E-02
 220    1.09500145E-01    7.59445011E+11    5.69535767E+07    4.53317730E+05    3.36058208E-02    4.79438817E-02
 221    1.10000145E-01    7.57602437E+11    5.73366332E+07    4.60553507E+05    3.36208762E-02    4.76417346E-02
 222    1.10500145E-01    7.55757137E+11    5.77193203E+07    4.67861482E+05    3.36360063E-02    4.73421321E-02
 223    1.11000145E-01    7.53909167E+11    5.81016193E+07    4.75241802E+05    3.36512110E-02    4.70450426E-02
 224    1.11500145E-01    7.52058581E+11    5.84835116E+07    4.82694610E+05    3.36664905E-02    4.67504348E-02
 225    1.12000145E-01    7.50205436E+11    5.88649785E+07    4.90220043E+05    3.36818449E-02    4.64582780E-02
 226    1.12500145E-01    7.48349787E+11    5.92460017E+07    4.97818233E+05    3.36972742E-02    4.61685421E-02
 227    1.13000145E-01    7.46491690E+11    5.96265628E+07    5.05489306E+05    3.37127786E-02    4.58811975E-02
