 GLOBAL PARAMETERS
 
 m [kg]                                          :    6.97680165E+11
 R [km]                                          :    9.99500274E-01
 Mean Density [g/cm^3]                           :    1.66808822E-01
 C/mR^2 (Total Moment of Inertia Respect to z)   :    2.04628555E-01
 C20                                             :    1.06317936E-04
 C22                                             :    3.19250363E-05
 ekf (Equivalent Fluid Love Number)              :    2.86411184E-01
 H(n)                                            :    5.14564473E-01
 
 PARAMETERS ON SURFACE
 
 a-R [km]                                        :    6.69249284E-04
 b-R [km]                                        :   -1.91487554E-04
 c-R [km]                                        :   -4.77405375E-04
 
 f1=(a-c)/a                                      :    1.14646027E-03
 f2=(b-c)/b                                      :    2.86115579E-04
 f3=(a-b)/a                                      :    8.60344694E-04
 
 EQUIVALENT HOMOGENEOUS SOLUTIONS
 
 f_Jeans                                         :    1.67198619E-03
 f_MacLaurin                                     :    5.56034461E-04
 f_Roche                                         :    2.22802065E-03
 
===================================================================================================================================================
 
   i    R(i)              rho(i)            mlay(i)           Clay(i)           H(i)              kl(i)          
  25    1.20002736E-02    9.99519161E+11    8.67226373E+05    7.99026605E+01    2.39447234E-01    4.12621329E-01
  26    1.25002736E-02    9.99478267E+11    9.42551496E+05    9.43850680E+01    2.39448963E-01    3.97425893E-01
  27    1.30002736E-02    9.99435706E+11    1.02100857E+06    1.10752074E+02    2.39450762E-01    3.83304859E-01
  28    1.35002736E-02    9.99391477E+11    1.10259681E+06    1.29160378E+02    2.39452628E-01    3.70148514E-01
  29    1.40002736E-02    9.99345582E+11    1.18731539E+06    1.49772912E+02    2.39454564E-01    3.57861536E-01
  30    1.45002736E-02    9.99298019E+11    1.27516344E+06    1.72758837E+02    2.39456567E-01    3.46360721E-01
  31    1.50002736E-02    9.99248790E+11    1.36614009E+06    1.98293539E+02    2.39458640E-01    3.35573119E-01
  32    1.55002736E-02    9.99197895E+11    1.46024441E+06    2.26558623E+02    2.39460781E-01    3.25434515E-01
  33    1.60002736E-02    9.99145334E+11    1.55747545E+06    2.57741910E+02    2.39462991E-01    3.15888152E-01
  34    1.65002736E-02    9.99091106E+11    1.65783223E+06    2.92037431E+02    2.39465269E-01    3.06883692E-01
  35    1.70002736E-02    9.99035214E+11    1.76131373E+06    3.29645423E+02    2.39467616E-01    2.98376330E-01
  36    1.75002736E-02    9.98977655E+11    1.86791892E+06    3.70772324E+02    2.39470031E-01    2.90326058E-01
  37    1.80002736E-02    9.98918432E+11    1.97764672E+06    4.15630768E+02    2.39472515E-01    2.82697040E-01
  38    1.85002736E-02    9.98857544E+11    2.09049602E+06    4.64439578E+02    2.39475068E-01    2.75457084E-01
  39    1.90002736E-02    9.98794991E+11    2.20646568E+06    5.17423763E+02    2.39477689E-01    2.68577190E-01
  40    1.95002736E-02    9.98730774E+11    2.32555453E+06    5.74814509E+02    2.39480379E-01    2.62031168E-01
  41    2.00002736E-02    9.98664893E+11    2.44776138E+06    6.36849178E+02    2.39483138E-01    2.55795301E-01
  42    2.05002736E-02    9.98597348E+11    2.57308499E+06    7.03771296E+02    2.39485965E-01    2.49848065E-01
  43    2.10002736E-02    9.98528140E+11    2.70152409E+06    7.75830554E+02    2.39488861E-01    2.44169879E-01
  44    2.15002736E-02    9.98457269E+11    2.83307740E+06    8.53282793E+02    2.39491826E-01    2.38742892E-01
  45    2.20002736E-02    9.98384736E+11    2.96774358E+06    9.36390006E+02    2.39494859E-01    2.33550795E-01
  46    2.25002736E-02    9.98310540E+11    3.10552129E+06    1.02542033E+03    2.39497961E-01    2.28578662E-01
  47    2.30002736E-02    9.98234682E+11    3.24640913E+06    1.12064802E+03    2.39501131E-01    2.23812801E-01
  48    2.35002736E-02    9.98157162E+11    3.39040569E+06    1.22235349E+03    2.39504370E-01    2.19240633E-01
  49    2.40002736E-02    9.98077981E+11    3.53750952E+06    1.33082325E+03    2.39507678E-01    2.14850581E-01
  50    2.45002736E-02    9.97997140E+11    3.68771913E+06    1.44634994E+03    2.39511055E-01    2.10631971E-01
  51    2.50002736E-02    9.97914638E+11    3.84103301E+06    1.56923228E+03    2.39514500E-01    2.06574946E-01
  52    2.55002736E-02    9.97830475E+11    3.99744962E+06    1.69977512E+03    2.39518014E-01    2.02670391E-01
  53    2.60002736E-02    9.97744653E+11    4.15696739E+06    1.83828939E+03    2.39521597E-01    1.98909863E-01
  54    2.65002736E-02    9.97657172E+11    4.31958472E+06    1.98509209E+03    2.39525248E-01    1.95285529E-01
  55    2.70002736E-02    9.97568031E+11    4.48529995E+06    2.14050632E+03    2.39528968E-01    1.91790115E-01
  56    2.75002736E-02    9.97477232E+11    4.65411144E+06    2.30486123E+03    2.39532757E-01    1.88416855E-01
  57    2.80002736E-02    9.97384775E+11    4.82601748E+06    2.47849202E+03    2.39536614E-01    1.85159449E-01
  58    2.85002736E-02    9.97290661E+11    5.00101634E+06    2.66173998E+03    2.39540540E-01    1.82012021E-01
  59    2.90002736E-02    9.97194889E+11    5.17910627E+06    2.85495240E+03    2.39544535E-01    1.78969087E-01
  60    2.95002736E-02    9.97097460E+11    5.36028546E+06    3.05848262E+03    2.39548599E-01    1.76025519E-01
  61    3.00002736E-02    9.96998375E+11    5.54455211E+06    3.27269001E+03    2.39552731E-01    1.73176523E-01
  62    3.05002736E-02    9.96897634E+11    5.73190436E+06    3.49793995E+03    2.39556933E-01    1.70417603E-01
  63    3.10002736E-02    9.96795238E+11    5.92234032E+06    3.73460382E+03    2.39561203E-01    1.67744549E-01
  64    3.15002736E-02    9.96691187E+11    6.11585808E+06    3.98305900E+03    2.39565541E-01    1.65153404E-01
  65    3.20002736E-02    9.96585482E+11    6.31245570E+06    4.24368887E+03    2.39569949E-01    1.62640455E-01
  66    3.25002736E-02    9.96478122E+11    6.51213121E+06    4.51688276E+03    2.39574425E-01    1.60202206E-01
  67    3.30002736E-02    9.96369109E+11    6.71488259E+06    4.80303601E+03    2.39578970E-01    1.57835369E-01
  68    3.35002736E-02    9.96258443E+11    6.92070781E+06    5.10254987E+03    2.39583584E-01    1.55536844E-01
  69    3.40002736E-02    9.96146125E+11    7.12960480E+06    5.41583158E+03    2.39588267E-01    1.53303710E-01
  70    3.45002736E-02    9.96032155E+11    7.34157146E+06    5.74329428E+03    2.39593019E-01    1.51133208E-01
  71    3.50002736E-02    9.95916534E+11    7.55660567E+06    6.08535707E+03    2.39597839E-01    1.49022734E-01
  72    3.55002736E-02    9.95799261E+11    7.77470526E+06    6.44244495E+03    2.39602728E-01    1.46969824E-01
  73    3.60002736E-02    9.95680339E+11    7.99586805E+06    6.81498882E+03    2.39607686E-01    1.44972150E-01
  74    3.65002736E-02    9.95559766E+11    8.22009181E+06    7.20342549E+03    2.39612713E-01    1.43027504E-01
  75    3.70002736E-02    9.95437545E+11    8.44737430E+06    7.60819765E+03    2.39617809E-01    1.41133797E-01
  76    3.75002736E-02    9.95313675E+11    8.67771323E+06    8.02975386E+03    2.39622974E-01    1.39289048E-01
  77    3.80002736E-02    9.95188157E+11    8.91110628E+06    8.46854853E+03    2.39628207E-01    1.37491376E-01
  78    3.85002736E-02    9.95060992E+11    9.14755113E+06    8.92504195E+03    2.39633510E-01    1.35738996E-01
  79    3.90002736E-02    9.94932180E+11    9.38704539E+06    9.39970022E+03    2.39638881E-01    1.34030212E-01
  80    3.95002736E-02    9.94801721E+11    9.62958666E+06    9.89299529E+03    2.39644321E-01    1.32363411E-01
  81    4.00002736E-02    9.94669617E+11    9.87517251E+06    1.04054049E+04    2.39649830E-01    1.30737061E-01
  82    4.05002736E-02    9.94535868E+11    1.01238005E+07    1.09374126E+04    2.39655408E-01    1.29149700E-01
  83    4.10002736E-02    9.94400475E+11    1.03754681E+07    1.14895078E+04    2.39661055E-01    1.27599938E-01
  84    4.15002736E-02    9.94263437E+11    1.06301727E+07    1.20621855E+04    2.39666771E-01    1.26086450E-01
  85    4.20002736E-02    9.94124757E+11    1.08879119E+07    1.26559467E+04    2.39672556E-01    1.24607971E-01
  86    4.25002736E-02    9.93984434E+11    1.11486831E+07    1.32712980E+04    2.39678410E-01    1.23163296E-01
  87    4.30002736E-02    9.93842470E+11    1.14124836E+07    1.39087517E+04    2.39684333E-01    1.21751275E-01
  88    4.35002736E-02    9.93698864E+11    1.16793108E+07    1.45688261E+04    2.39690325E-01    1.20370807E-01
  89    4.40002736E-02    9.93553618E+11    1.19491621E+07    1.52520450E+04    2.39696386E-01    1.19020841E-01
  90    4.45002736E-02    9.93406732E+11    1.22220346E+07    1.59589377E+04    2.39702516E-01    1.17700375E-01
  91    4.50002736E-02    9.93258207E+11    1.24979257E+07    1.66900397E+04    2.39708715E-01    1.16408446E-01
  92    4.55002736E-02    9.93108043E+11    1.27768326E+07    1.74458917E+04    2.39714983E-01    1.15144135E-01
  93    4.60002736E-02    9.92956242E+11    1.30587526E+07    1.82270404E+04    2.39721320E-01    1.13906561E-01
  94    4.65002736E-02    9.92802804E+11    1.33436827E+07    1.90340379E+04    2.39727726E-01    1.12694882E-01
  95    4.70002736E-02    9.92647729E+11    1.36316201E+07    1.98674420E+04    2.39734201E-01    1.11508288E-01
  96    4.75002736E-02    9.92491019E+11    1.39225620E+07    2.07278162E+04    2.39740745E-01    1.10346005E-01
  97    4.80002736E-02    9.92332674E+11    1.42165055E+07    2.16157296E+04    2.39747358E-01    1.09207289E-01
  98    4.85002736E-02    9.92172695E+11    1.45134475E+07    2.25317568E+04    2.39754041E-01    1.08091427E-01
  99    4.90002736E-02    9.92011083E+11    1.48133851E+07    2.34764781E+04    2.39760792E-01    1.06997733E-01
 100    4.95002736E-02    9.91847838E+11    1.51163154E+07    2.44504792E+04    2.39767613E-01    1.05925550E-01
 101    5.00002736E-02    9.91682961E+11    1.54222352E+07    2.54543514E+04    2.39774502E-01    1.04874246E-01
 102    5.05002736E-02    9.91516452E+11    1.57311415E+07    2.64886916E+04    2.39781461E-01    1.03843213E-01
 103    5.10002736E-02    9.91348314E+11    1.60430312E+07    2.75541023E+04    2.39788489E-01    1.02831867E-01
 104    5.15002736E-02    9.91178546E+11    1.63579013E+07    2.86511912E+04    2.39795587E-01    1.01839646E-01
 105    5.20002736E-02    9.91007149E+11    1.66757484E+07    2.97805718E+04    2.39802753E-01    1.00866009E-01
 106    5.25002736E-02    9.90834125E+11    1.69965695E+07    3.09428629E+04    2.39809988E-01    9.99104358E-02
 107    5.30002736E-02    9.90659473E+11    1.73203614E+07    3.21386887E+04    2.39817293E-01    9.89724247E-02
 108    5.35002736E-02    9.90483195E+11    1.76471208E+07    3.33686791E+04    2.39824667E-01    9.80514927E-02
 109    5.40002736E-02    9.90305291E+11    1.79768443E+07    3.46334691E+04    2.39832111E-01    9.71471746E-02
 110    5.45002736E-02    9.90125763E+11    1.83095289E+07    3.59336994E+04    2.39839623E-01    9.62590216E-02
 111    5.50002736E-02    9.89944611E+11    1.86451710E+07    3.72700160E+04    2.39847205E-01    9.53866011E-02
 112    5.55002736E-02    9.89761835E+11    1.89837673E+07    3.86430700E+04    2.39854856E-01    9.45294958E-02
 113    5.60002736E-02    9.89577438E+11    1.93253145E+07    4.00535182E+04    2.39862576E-01    9.36873029E-02
 114    5.65002736E-02    9.89391419E+11    1.96698091E+07    4.15020228E+04    2.39870366E-01    9.28596338E-02
 115    5.70002736E-02    9.89203780E+11    2.00172477E+07    4.29892509E+04    2.39878225E-01    9.20461130E-02
 116    5.75002736E-02    9.89014521E+11    2.03676269E+07    4.45158753E+04    2.39886153E-01    9.12463782E-02
 117    5.80002736E-02    9.88823644E+11    2.07209430E+07    4.60825739E+04    2.39894151E-01    9.04600790E-02
 118    5.85002736E-02    9.88631149E+11    2.10771926E+07    4.76900300E+04    2.39902218E-01    8.96868771E-02
 119    5.90002736E-02    9.88437037E+11    2.14363721E+07    4.93389321E+04    2.39910354E-01    8.89264451E-02
 120    5.95002736E-02    9.88241308E+11    2.17984779E+07    5.10299738E+04    2.39918560E-01    8.81784669E-02
 121    6.00002736E-02    9.88043965E+11    2.21635064E+07    5.27638542E+04    2.39926835E-01    8.74426362E-02
 122    6.05002736E-02    9.87845008E+11    2.25314539E+07    5.45412774E+04    2.39935179E-01    8.67186572E-02
 123    6.10002736E-02    9.87644437E+11    2.29023168E+07    5.63629527E+04    2.39943593E-01    8.60062431E-02
 124    6.15002736E-02    9.87442254E+11    2.32760914E+07    5.82295946E+04    2.39952077E-01    8.53051168E-02
 125    6.20002736E-02    9.87238459E+11    2.36527738E+07    6.01419228E+04    2.39960630E-01    8.46150096E-02
 126    6.25002736E-02    9.87033054E+11    2.40323604E+07    6.21006621E+04    2.39969252E-01    8.39356614E-02
 127    6.30002736E-02    9.86826040E+11    2.44148474E+07    6.41065424E+04    2.39977944E-01    8.32668203E-02
 128    6.35002736E-02    9.86617417E+11    2.48002309E+07    6.61602988E+04    2.39986705E-01    8.26082420E-02
 129    6.40002736E-02    9.86407186E+11    2.51885071E+07    6.82626712E+04    2.39995536E-01    8.19596899E-02
 130    6.45002736E-02    9.86195349E+11    2.55796721E+07    7.04144048E+04    2.40004436E-01    8.13209346E-02
 131    6.50002736E-02    9.85981906E+11    2.59737220E+07    7.26162498E+04    2.40013406E-01    8.06917535E-02
 132    6.55002736E-02    9.85766859E+11    2.63706528E+07    7.48689614E+04    2.40022446E-01    8.00719308E-02
 133    6.60002736E-02    9.85550208E+11    2.67704606E+07    7.71732998E+04    2.40031555E-01    7.94612572E-02
 134    6.65002736E-02    9.85331954E+11    2.71731414E+07    7.95300301E+04    2.40040733E-01    7.88595296E-02
 135    6.70002736E-02    9.85112098E+11    2.75786912E+07    8.19399226E+04    2.40049982E-01    7.82665506E-02
 136    6.75002736E-02    9.84890642E+11    2.79871059E+07    8.44037523E+04    2.40059300E-01    7.76821289E-02
 137    6.80002736E-02    9.84667587E+11    2.83983814E+07    8.69222991E+04    2.40068687E-01    7.71060786E-02
 138    6.85002736E-02    9.84442933E+11    2.88125137E+07    8.94963482E+04    2.40078144E-01    7.65382191E-02
 139    6.90002736E-02    9.84216681E+11    2.92294986E+07    9.21266891E+04    2.40087671E-01    7.59783751E-02
 140    6.95002736E-02    9.83988833E+11    2.96493319E+07    9.48141166E+04    2.40097268E-01    7.54263760E-02
 141    7.00002736E-02    9.83759390E+11    3.00720095E+07    9.75594302E+04    2.40106934E-01    7.48820564E-02
 142    7.05002736E-02    9.83528352E+11    3.04975271E+07    1.00363434E+05    2.40116670E-01    7.43452551E-02
 143    7.10002736E-02    9.83295721E+11    3.09258804E+07    1.03226938E+05    2.40126476E-01    7.38158157E-02
 144    7.15002736E-02    9.83061497E+11    3.13570653E+07    1.06150755E+05    2.40136352E-01    7.32935860E-02
 145    7.20002736E-02    9.82825683E+11    3.17910773E+07    1.09135704E+05    2.40146297E-01    7.27784179E-02
 146    7.25002736E-02    9.82588278E+11    3.22279123E+07    1.12182609E+05    2.40156312E-01    7.22701674E-02
 147    7.30002736E-02    9.82349285E+11    3.26675657E+07    1.15292297E+05    2.40166397E-01    7.17686945E-02
 148    7.35002736E-02    9.82108704E+11    3.31100332E+07    1.18465602E+05    2.40176552E-01    7.12738627E-02
 149    7.40002736E-02    9.81866536E+11    3.35553105E+07    1.21703361E+05    2.40186776E-01    7.07855393E-02
 150    7.45002736E-02    9.81622782E+11    3.40033930E+07    1.25006416E+05    2.40197071E-01    7.03035951E-02
 151    7.50002736E-02    9.81377444E+11    3.44542764E+07    1.28375614E+05    2.40207435E-01    6.98279044E-02
 152    7.55002736E-02    9.81130523E+11    3.49079560E+07    1.31811807E+05    2.40217869E-01    6.93583445E-02
 153    7.60002736E-02    9.80882019E+11    3.53644274E+07    1.35315850E+05    2.40228374E-01    6.88947961E-02
 154    7.65002736E-02    9.80631935E+11    3.58236860E+07    1.38888604E+05    2.40238948E-01    6.84371431E-02
 155    7.70002736E-02    9.80380270E+11    3.62857272E+07    1.42530934E+05    2.40249592E-01    6.79852720E-02
 156    7.75002736E-02    9.80127027E+11    3.67505465E+07    1.46243711E+05    2.40260306E-01    6.75390725E-02
 157    7.80002736E-02    9.79872206E+11    3.72181392E+07    1.50027807E+05    2.40271090E-01    6.70984370E-02
 158    7.85002736E-02    9.79615809E+11    3.76885007E+07    1.53884101E+05    2.40281944E-01    6.66632605E-02
 159    7.90002736E-02    9.79357836E+11    3.81616261E+07    1.57813478E+05    2.40292868E-01    6.62334409E-02
 160    7.95002736E-02    9.79098290E+11    3.86375110E+07    1.61816824E+05    2.40303863E-01    6.58088784E-02
 161    8.00002736E-02    9.78837171E+11    3.91161504E+07    1.65895031E+05    2.40314927E-01    6.53894757E-02
 162    8.05002736E-02    9.78574480E+11    3.95975397E+07    1.70048995E+05    2.40326061E-01    6.49751379E-02
 163    8.10002736E-02    9.78310219E+11    4.00816739E+07    1.74279618E+05    2.40337266E-01    6.45657724E-02
 164    8.15002736E-02    9.78044388E+11    4.05685484E+07    1.78587804E+05    2.40348540E-01    6.41612890E-02
 165    8.20002736E-02    9.77776990E+11    4.10581583E+07    1.82974463E+05    2.40359885E-01    6.37615994E-02
 166    8.25002736E-02    9.77508025E+11    4.15504986E+07    1.87440509E+05    2.40371300E-01    6.33666176E-02
 167    8.30002736E-02    9.77237494E+11    4.20455645E+07    1.91986859E+05    2.40382785E-01    6.29762597E-02
 168    8.35002736E-02    9.76965399E+11    4.25433511E+07    1.96614435E+05    2.40394340E-01    6.25904435E-02
 169    8.40002736E-02    9.76691741E+11    4.30438533E+07    2.01324165E+05    2.40405966E-01    6.22090891E-02
 170    8.45002736E-02    9.76416522E+11    4.35470663E+07    2.06116978E+05    2.40417662E-01    6.18321182E-02
 171    8.50002736E-02    9.76139742E+11    4.40529849E+07    2.10993810E+05    2.40429428E-01    6.14594545E-02
 172    8.55002736E-02    9.75861402E+11    4.45616042E+07    2.15955599E+05    2.40441264E-01    6.10910233E-02
 173    8.60002736E-02    9.75581505E+11    4.50729191E+07    2.21003290E+05    2.40453171E-01    6.07267517E-02
 174    8.65002736E-02    9.75300051E+11    4.55869246E+07    2.26137828E+05    2.40465148E-01    6.03665685E-02
 175    8.70002736E-02    9.75017042E+11    4.61036154E+07    2.31360165E+05    2.40477196E-01    6.00104040E-02
 176    8.75002736E-02    9.74732479E+11    4.66229865E+07    2.36671258E+05    2.40489313E-01    5.96581903E-02
 177    8.80002736E-02    9.74446363E+11    4.71450327E+07    2.42072064E+05    2.40501502E-01    5.93098607E-02
 178    8.85002736E-02    9.74158696E+11    4.76697487E+07    2.47563548E+05    2.40513760E-01    5.89653503E-02
 179    8.90002736E-02    9.73869479E+11    4.81971295E+07    2.53146677E+05    2.40526089E-01    5.86245954E-02
 180    8.95002736E-02    9.73578712E+11    4.87271697E+07    2.58822422E+05    2.40538489E-01    5.82875339E-02
 181    9.00002736E-02    9.73286399E+11    4.92598640E+07    2.64591759E+05    2.40550959E-01    5.79541050E-02
 182    9.05002736E-02    9.72992539E+11    4.97952072E+07    2.70455667E+05    2.40563499E-01    5.76242492E-02
 183    9.10002736E-02    9.72697135E+11    5.03331939E+07    2.76415129E+05    2.40576111E-01    5.72979082E-02
 184    9.15002736E-02    9.72400187E+11    5.08738189E+07    2.82471132E+05    2.40588792E-01    5.69750252E-02
 185    9.20002736E-02    9.72101698E+11    5.14170766E+07    2.88624667E+05    2.40601544E-01    5.66555444E-02
 186    9.25002736E-02    9.71801667E+11    5.19629618E+07    2.94876729E+05    2.40614367E-01    5.63394114E-02
 187    9.30002736E-02    9.71500098E+11    5.25114690E+07    3.01228316E+05    2.40627261E-01    5.60265727E-02
 188    9.35002736E-02    9.71196990E+11    5.30625927E+07    3.07680431E+05    2.40640225E-01    5.57169761E-02
 189    9.40002736E-02    9.70892346E+11    5.36163275E+07    3.14234078E+05    2.40653259E-01    5.54105705E-02
 190    9.45002736E-02    9.70586167E+11    5.41726678E+07    3.20890269E+05    2.40666365E-01    5.51073058E-02
 191    9.50002736E-02    9.70278455E+11    5.47316082E+07    3.27650016E+05    2.40679541E-01    5.48071330E-02
 192    9.55002736E-02    9.69969210E+11    5.52931431E+07    3.34514336E+05    2.40692788E-01    5.45100042E-02
 193    9.60002736E-02    9.69658434E+11    5.58572669E+07    3.41484249E+05    2.40706105E-01    5.42158722E-02
 194    9.65002736E-02    9.69346129E+11    5.64239740E+07    3.48560782E+05    2.40719494E-01    5.39246911E-02
 195    9.70002736E-02    9.69032295E+11    5.69932588E+07    3.55744960E+05    2.40732953E-01    5.36364157E-02
 196    9.75002736E-02    9.68716936E+11    5.75651156E+07    3.63037815E+05    2.40746483E-01    5.33510019E-02
 197    9.80002736E-02    9.68400051E+11    5.81395388E+07    3.70440383E+05    2.40760084E-01    5.30684063E-02
 198    9.85002736E-02    9.68081642E+11    5.87165226E+07    3.77953701E+05    2.40773756E-01    5.27885865E-02
 199    9.90002736E-02    9.67761711E+11    5.92960613E+07    3.85578812E+05    2.40787498E-01    5.25115010E-02
 200    9.95002736E-02    9.67440260E+11    5.98781493E+07    3.93316761E+05    2.40801312E-01    5.22371089E-02
 201    1.00000274E-01    9.67117289E+11    6.04627808E+07    4.01168598E+05    2.40815197E-01    5.19653706E-02
 202    1.00500274E-01    9.66792800E+11    6.10499495E+07    4.09135371E+05    2.40829152E-01    5.16962463E-02
 203    1.01000274E-01    9.66466795E+11    6.16396502E+07    4.17218140E+05    2.40843179E-01    5.14296981E-02
 204    1.01500274E-01    9.66139276E+11    6.22318769E+07    4.25417962E+05    2.40857276E-01    5.11656883E-02
 205    1.02000274E-01    9.65810243E+11    6.28266236E+07    4.33735899E+05    2.40871445E-01    5.09041799E-02
 206    1.02500274E-01    9.65479698E+11    6.34238844E+07    4.42173017E+05    2.40885685E-01    5.06451367E-02
 207    1.03000274E-01    9.65147642E+11    6.40236535E+07    4.50730385E+05    2.40899995E-01    5.03885233E-02
 208    1.03500274E-01    9.64814078E+11    6.46259249E+07    4.59409074E+05    2.40914377E-01    5.01343047E-02
 209    1.04000274E-01    9.64479007E+11    6.52306926E+07    4.68210160E+05    2.40928830E-01    4.98824469E-02
 210    1.04500274E-01    9.64142430E+11    6.58379506E+07    4.77134721E+05    2.40943355E-01    4.96329164E-02
 211    1.05000274E-01    9.63804349E+11    6.64476929E+07    4.86183838E+05    2.40957950E-01    4.93856802E-02
 212    1.05500274E-01    9.63464765E+11    6.70599135E+07    4.95358596E+05    2.40972617E-01    4.91407061E-02
 213    1.06000274E-01    9.63123680E+11    6.76746063E+07    5.04660083E+05    2.40987355E-01    4.88979624E-02
 214    1.06500274E-01    9.62781096E+11    6.82917651E+07    5.14089390E+05    2.41002164E-01    4.86574181E-02
 215    1.07000274E-01    9.62437013E+11    6.89113840E+07    5.23647610E+05    2.41017044E-01    4.84190427E-02
 216    1.07500274E-01    9.62091434E+11    6.95334568E+07    5.33335840E+05    2.41031996E-01    4.81828062E-02
 217    1.08000274E-01    9.61744360E+11    7.01579772E+07    5.43155180E+05    2.41047019E-01    4.79486793E-02
 218    1.08500274E-01    9.61395793E+11    7.07849392E+07    5.53106732E+05    2.41062114E-01    4.77166331E-02
 219    1.09000274E-01    9.61045734E+11    7.14143365E+07    5.63191603E+05    2.41077280E-01    4.74866392E-02
 220    1.09500274E-01    9.60694186E+11    7.20461628E+07    5.73410900E+05    2.41092518E-01    4.72586700E-02
 221    1.10000274E-01    9.60341148E+11    7.26804120E+07    5.83765736E+05    2.41107826E-01    4.70326980E-02
 222    1.10500274E-01    9.59986624E+11    7.33170777E+07    5.94257224E+05    2.41123207E-01    4.68086965E-02
 223    1.11000274E-01    9.59630615E+11    7.39561537E+07    6.04886481E+05    2.41138659E-01    4.65866391E-02
 224    1.11500274E-01    9.59273122E+11    7.45976336E+07    6.15654628E+05    2.41154182E-01    4.63664999E-02
 225    1.12000274E-01    9.58914146E+11    7.52415110E+07    6.26562787E+05    2.41169777E-01    4.61482536E-02
 226    1.12500274E-01    9.58553691E+11    7.58877797E+07    6.37612083E+05    2.41185444E-01    4.59318752E-02
 227    1.13000274E-01    9.58191757E+11    7.65364332E+07    6.48803644E+05    2.41201182E-01    4.57173401E-02
