 GLOBAL PARAMETERS
 
 m [kg]                                          :    1.26783456E+12
 R [km]                                          :    9.98500318E-01
 Mean Density [g/cm^3]                           :    3.04039041E-01
 C/mR^2 (Total Moment of Inertia Respect to z)   :    2.61535144E-01
 C20                                             :    1.05949919E-04
 C22                                             :    3.18145285E-05
 ekf (Equivalent Fluid Love Number)              :    5.20228815E-01
 H(n)                                            :    6.08091526E-01
 
 PARAMETERS ON SURFACE
 
 a-R [km]                                        :    4.33335134E-04
 b-R [km]                                        :   -1.23989869E-04
 c-R [km]                                        :   -3.09195680E-04
 
 f1=(a-c)/a                                      :    7.43323433E-04
 f2=(b-c)/b                                      :    1.85507008E-04
 f3=(a-b)/a                                      :    5.57816425E-04
 
 EQUIVALENT HOMOGENEOUS SOLUTIONS
 
 f_Jeans                                         :    9.17323136E-04
 f_MacLaurin                                     :    3.05064287E-04
 f_Roche                                         :    1.22238742E-03
 
===================================================================================================================================================
 
   i    R(i)              rho(i)            mlay(i)           Clay(i)           H(i)              kl(i)          
  56    2.75003180E-02    9.98753755E+11    4.66008272E+06    2.30778309E+03    4.00235005E-01    1.72929892E-01
  57    2.80003180E-02    9.98708044E+11    4.83243579E+06    2.48175016E+03    4.00238186E-01    1.69946289E-01
  58    2.85003180E-02    9.98661510E+11    5.00790633E+06    2.66536602E+03    4.00241424E-01    1.67063525E-01
  59    2.90003180E-02    9.98614153E+11    5.18649347E+06    2.85898031E+03    4.00244719E-01    1.64276572E-01
  60    2.95003180E-02    9.98565975E+11    5.36819632E+06    3.06294885E+03    4.00248071E-01    1.61580729E-01
  61    3.00003180E-02    9.98516974E+11    5.55301397E+06    3.27763358E+03    4.00251479E-01    1.58971599E-01
  62    3.05003180E-02    9.98467151E+11    5.74094551E+06    3.50340261E+03    4.00254944E-01    1.56445061E-01
  63    3.10003180E-02    9.98416507E+11    5.93199001E+06    3.74063020E+03    4.00258465E-01    1.53997253E-01
  64    3.15003180E-02    9.98365040E+11    6.12614651E+06    3.98969674E+03    4.00262043E-01    1.51624549E-01
  65    3.20003180E-02    9.98312752E+11    6.32341405E+06    4.25098876E+03    4.00265678E-01    1.49323542E-01
  66    3.25003180E-02    9.98259642E+11    6.52379165E+06    4.52489894E+03    4.00269370E-01    1.47091029E-01
  67    3.30003180E-02    9.98205710E+11    6.72727831E+06    4.81182606E+03    4.00273118E-01    1.44923993E-01
  68    3.35003180E-02    9.98150956E+11    6.93387303E+06    5.11217504E+03    4.00276923E-01    1.42819593E-01
  69    3.40003180E-02    9.98095382E+11    7.14357477E+06    5.42635691E+03    4.00280785E-01    1.40775150E-01
  70    3.45003180E-02    9.98038985E+11    7.35638250E+06    5.75478882E+03    4.00284703E-01    1.38788135E-01
  71    3.50003180E-02    9.97981768E+11    7.57229515E+06    6.09789402E+03    4.00288679E-01    1.36856159E-01
  72    3.55003180E-02    9.97923729E+11    7.79131166E+06    6.45610186E+03    4.00292710E-01    1.34976964E-01
  73    3.60003180E-02    9.97864868E+11    8.01343093E+06    6.82984779E+03    4.00296799E-01    1.33148414E-01
  74    3.65003180E-02    9.97805187E+11    8.23865186E+06    7.21957335E+03    4.00300944E-01    1.31368487E-01
  75    3.70003180E-02    9.97744685E+11    8.46697334E+06    7.62572617E+03    4.00305147E-01    1.29635265E-01
  76    3.75003180E-02    9.97683362E+11    8.69839423E+06    8.04875996E+03    4.00309405E-01    1.27946932E-01
  77    3.80003180E-02    9.97621218E+11    8.93291338E+06    8.48913450E+03    4.00313721E-01    1.26301764E-01
  78    3.85003180E-02    9.97558253E+11    9.17052962E+06    8.94731563E+03    4.00318093E-01    1.24698125E-01
  79    3.90003180E-02    9.97494468E+11    9.41124178E+06    9.42377527E+03    4.00322522E-01    1.23134458E-01
  80    3.95003180E-02    9.97429862E+11    9.65504865E+06    9.91899139E+03    4.00327008E-01    1.21609287E-01
  81    4.00003180E-02    9.97364436E+11    9.90194903E+06    1.04334480E+04    4.00331551E-01    1.20121203E-01
  82    4.05003180E-02    9.97298190E+11    1.01519417E+07    1.09676352E+04    4.00336151E-01    1.18668868E-01
  83    4.10003180E-02    9.97231123E+11    1.04050254E+07    1.15220490E+04    4.00340807E-01    1.17251008E-01
  84    4.15003180E-02    9.97163236E+11    1.06611989E+07    1.20971917E+04    4.00345520E-01    1.15866407E-01
  85    4.20003180E-02    9.97094529E+11    1.09204609E+07    1.26935713E+04    4.00350290E-01    1.14513905E-01
  86    4.25003180E-02    9.97025002E+11    1.11828101E+07    1.33117020E+04    4.00355116E-01    1.13192399E-01
  87    4.30003180E-02    9.96954655E+11    1.14482452E+07    1.39521041E+04    4.00360000E-01    1.11900831E-01
  88    4.35003180E-02    9.96883488E+11    1.17167649E+07    1.46153038E+04    4.00364940E-01    1.10638194E-01
  89    4.40003180E-02    9.96811502E+11    1.19883679E+07    1.53018332E+04    4.00369937E-01    1.09403525E-01
  90    4.45003180E-02    9.96738696E+11    1.22630528E+07    1.60122305E+04    4.00374991E-01    1.08195903E-01
  91    4.50003180E-02    9.96665071E+11    1.25408183E+07    1.67470400E+04    4.00380102E-01    1.07014447E-01
  92    4.55003180E-02    9.96590627E+11    1.28216629E+07    1.75068118E+04    4.00385270E-01    1.05858313E-01
  93    4.60003180E-02    9.96515363E+11    1.31055854E+07    1.82921020E+04    4.00390494E-01    1.04726694E-01
  94    4.65003180E-02    9.96439281E+11    1.33925841E+07    1.91034727E+04    4.00395776E-01    1.03618816E-01
  95    4.70003180E-02    9.96362379E+11    1.36826578E+07    1.99414921E+04    4.00401114E-01    1.02533939E-01
  96    4.75003180E-02    9.96284658E+11    1.39758051E+07    2.08067341E+04    4.00406509E-01    1.01471352E-01
  97    4.80003180E-02    9.96206119E+11    1.42720243E+07    2.16997787E+04    4.00411961E-01    1.00430374E-01
  98    4.85003180E-02    9.96126761E+11    1.45713142E+07    2.26212117E+04    4.00417470E-01    9.94103486E-02
  99    4.90003180E-02    9.96046585E+11    1.48736731E+07    2.35716251E+04    4.00423036E-01    9.84106494E-02
 100    4.95003180E-02    9.95965590E+11    1.51790996E+07    2.45516166E+04    4.00428658E-01    9.74306728E-02
 101    5.00003180E-02    9.95883777E+11    1.54875921E+07    2.55617898E+04    4.00434338E-01    9.64698392E-02
 102    5.05003180E-02    9.95801146E+11    1.57991492E+07    2.66027544E+04    4.00440074E-01    9.55275916E-02
 103    5.10003180E-02    9.95717697E+11    1.61137693E+07    2.76751257E+04    4.00445868E-01    9.46033942E-02
 104    5.15003180E-02    9.95633430E+11    1.64314508E+07    2.87795253E+04    4.00451718E-01    9.36967317E-02
 105    5.20003180E-02    9.95548345E+11    1.67521922E+07    2.99165803E+04    4.00457625E-01    9.28071082E-02
 106    5.25003180E-02    9.95462442E+11    1.70759918E+07    3.10869238E+04    4.00463590E-01    9.19340464E-02
 107    5.30003180E-02    9.95375722E+11    1.74028480E+07    3.22911950E+04    4.00469611E-01    9.10770866E-02
 108    5.35003180E-02    9.95288185E+11    1.77327593E+07    3.35300386E+04    4.00475689E-01    9.02357859E-02
 109    5.40003180E-02    9.95199830E+11    1.80657239E+07    3.48041053E+04    4.00481824E-01    8.94097176E-02
 110    5.45003180E-02    9.95110658E+11    1.84017403E+07    3.61140518E+04    4.00488017E-01    8.85984703E-02
 111    5.50003180E-02    9.95020669E+11    1.87408067E+07    3.74605405E+04    4.00494266E-01    8.78016473E-02
 112    5.55003180E-02    9.94929863E+11    1.90829214E+07    3.88442395E+04    4.00500572E-01    8.70188658E-02
 113    5.60003180E-02    9.94838241E+11    1.94280829E+07    4.02658230E+04    4.00506935E-01    8.62497567E-02
 114    5.65003180E-02    9.94745802E+11    1.97762893E+07    4.17259707E+04    4.00513355E-01    8.54939634E-02
 115    5.70003180E-02    9.94652546E+11    2.01275389E+07    4.32253684E+04    4.00519832E-01    8.47511420E-02
 116    5.75003180E-02    9.94558475E+11    2.04818300E+07    4.47647076E+04    4.00526367E-01    8.40209598E-02
 117    5.80003180E-02    9.94463587E+11    2.08391608E+07    4.63446854E+04    4.00532958E-01    8.33030959E-02
 118    5.85003180E-02    9.94367883E+11    2.11995296E+07    4.79660049E+04    4.00539606E-01    8.25972399E-02
 119    5.90003180E-02    9.94271363E+11    2.15629345E+07    4.96293749E+04    4.00546312E-01    8.19030917E-02
 120    5.95003180E-02    9.94174027E+11    2.19293737E+07    5.13355099E+04    4.00553074E-01    8.12203613E-02
 121    6.00003180E-02    9.94075876E+11    2.22988455E+07    5.30851303E+04    4.00559894E-01    8.05487681E-02
 122    6.05003180E-02    9.93976909E+11    2.26713480E+07    5.48789621E+04    4.00566770E-01    7.98880405E-02
 123    6.10003180E-02    9.93877127E+11    2.30468792E+07    5.67177371E+04    4.00573704E-01    7.92379159E-02
 124    6.15003180E-02    9.93776529E+11    2.34254375E+07    5.86021928E+04    4.00580695E-01    7.85981399E-02
 125    6.20003180E-02    9.93675117E+11    2.38070208E+07    6.05330724E+04    4.00587743E-01    7.79684663E-02
 126    6.25003180E-02    9.93572890E+11    2.41916274E+07    6.25111248E+04    4.00594848E-01    7.73486566E-02
 127    6.30003180E-02    9.93469848E+11    2.45792552E+07    6.45371047E+04    4.00602010E-01    7.67384796E-02
 128    6.35003180E-02    9.93365991E+11    2.49699023E+07    6.66117724E+04    4.00609229E-01    7.61377116E-02
 129    6.40003180E-02    9.93261321E+11    2.53635669E+07    6.87358938E+04    4.00616506E-01    7.55461355E-02
 130    6.45003180E-02    9.93155835E+11    2.57602469E+07    7.09102405E+04    4.00623839E-01    7.49635409E-02
 131    6.50003180E-02    9.93049536E+11    2.61599404E+07    7.31355900E+04    4.00631230E-01    7.43897238E-02
 132    6.55003180E-02    9.92942423E+11    2.65626454E+07    7.54127251E+04    4.00638678E-01    7.38244863E-02
 133    6.60003180E-02    9.92834496E+11    2.69683598E+07    7.77424345E+04    4.00646183E-01    7.32676365E-02
 134    6.65003180E-02    9.92725755E+11    2.73770818E+07    8.01255123E+04    4.00653746E-01    7.27189879E-02
 135    6.70003180E-02    9.92616201E+11    2.77888091E+07    8.25627585E+04    4.00661365E-01    7.21783598E-02
 136    6.75003180E-02    9.92505834E+11    2.82035399E+07    8.50549783E+04    4.00669042E-01    7.16455767E-02
 137    6.80003180E-02    9.92394654E+11    2.86212720E+07    8.76029830E+04    4.00676776E-01    7.11204681E-02
 138    6.85003180E-02    9.92282660E+11    2.90420033E+07    9.02075890E+04    4.00684567E-01    7.06028685E-02
 139    6.90003180E-02    9.92169854E+11    2.94657318E+07    9.28696187E+04    4.00692416E-01    7.00926169E-02
 140    6.95003180E-02    9.92056235E+11    2.98924554E+07    9.55898998E+04    4.00700322E-01    6.95895572E-02
 141    7.00003180E-02    9.91941804E+11    3.03221718E+07    9.83692656E+04    4.00708285E-01    6.90935374E-02
 142    7.05003180E-02    9.91826560E+11    3.07548791E+07    1.01208555E+05    4.00716305E-01    6.86044100E-02
 143    7.10003180E-02    9.91710504E+11    3.11905750E+07    1.04108612E+05    4.00724383E-01    6.81220314E-02
 144    7.15003180E-02    9.91593636E+11    3.16292574E+07    1.07070288E+05    4.00732518E-01    6.76462620E-02
 145    7.20003180E-02    9.91475957E+11    3.20709240E+07    1.10094436E+05    4.00740710E-01    6.71769662E-02
 146    7.25003180E-02    9.91357465E+11    3.25155728E+07    1.13181919E+05    4.00748959E-01    6.67140118E-02
 147    7.30003180E-02    9.91238163E+11    3.29632014E+07    1.16333603E+05    4.00757266E-01    6.62572703E-02
 148    7.35003180E-02    9.91118049E+11    3.34138076E+07    1.19550360E+05    4.00765631E-01    6.58066168E-02
 149    7.40003180E-02    9.90997124E+11    3.38673893E+07    1.22833066E+05    4.00774052E-01    6.53619295E-02
 150    7.45003180E-02    9.90875388E+11    3.43239441E+07    1.26182606E+05    4.00782531E-01    6.49230899E-02
 151    7.50003180E-02    9.90752842E+11    3.47834698E+07    1.29599867E+05    4.00791068E-01    6.44899827E-02
 152    7.55003180E-02    9.90629484E+11    3.52459641E+07    1.33085743E+05    4.00799661E-01    6.40624954E-02
 153    7.60003180E-02    9.90505317E+11    3.57114247E+07    1.36641133E+05    4.00808313E-01    6.36405188E-02
 154    7.65003180E-02    9.90380339E+11    3.61798492E+07    1.40266942E+05    4.00817021E-01    6.32239461E-02
 155    7.70003180E-02    9.90254552E+11    3.66512354E+07    1.43964079E+05    4.00825787E-01    6.28126735E-02
 156    7.75003180E-02    9.90127954E+11    3.71255809E+07    1.47733461E+05    4.00834611E-01    6.24065998E-02
 157    7.80003180E-02    9.90000547E+11    3.76028833E+07    1.51576007E+05    4.00843492E-01    6.20056262E-02
 158    7.85003180E-02    9.89872331E+11    3.80831403E+07    1.55492644E+05    4.00852430E-01    6.16096566E-02
 159    7.90003180E-02    9.89743305E+11    3.85663494E+07    1.59484304E+05    4.00861426E-01    6.12185972E-02
 160    7.95003180E-02    9.89613470E+11    3.90525083E+07    1.63551923E+05    4.00870479E-01    6.08323565E-02
 161    8.00003180E-02    9.89482826E+11    3.95416146E+07    1.67696444E+05    4.00879590E-01    6.04508453E-02
 162    8.05003180E-02    9.89351374E+11    4.00336657E+07    1.71918813E+05    4.00888758E-01    6.00739767E-02
 163    8.10003180E-02    9.89219113E+11    4.05286593E+07    1.76219984E+05    4.00897984E-01    5.97016657E-02
 164    8.15003180E-02    9.89086044E+11    4.10265929E+07    1.80600915E+05    4.00907268E-01    5.93338295E-02
 165    8.20003180E-02    9.88952167E+11    4.15274639E+07    1.85062569E+05    4.00916609E-01    5.89703872E-02
 166    8.25003180E-02    9.88817482E+11    4.20312700E+07    1.89605915E+05    4.00926007E-01    5.86112600E-02
 167    8.30003180E-02    9.88681990E+11    4.25380086E+07    1.94231926E+05    4.00935463E-01    5.82563709E-02
 168    8.35003180E-02    9.88545690E+11    4.30476772E+07    1.98941582E+05    4.00944977E-01    5.79056445E-02
 169    8.40003180E-02    9.88408582E+11    4.35602732E+07    2.03735867E+05    4.00954548E-01    5.75590075E-02
 170    8.45003180E-02    9.88270668E+11    4.40757941E+07    2.08615771E+05    4.00964177E-01    5.72163882E-02
 171    8.50003180E-02    9.88131947E+11    4.45942373E+07    2.13582289E+05    4.00973863E-01    5.68777165E-02
 172    8.55003180E-02    9.87992419E+11    4.51156003E+07    2.18636420E+05    4.00983608E-01    5.65429240E-02
 173    8.60003180E-02    9.87852084E+11    4.56398804E+07    2.23779170E+05    4.00993409E-01    5.62119439E-02
 174    8.65003180E-02    9.87710944E+11    4.61670750E+07    2.29011549E+05    4.01003269E-01    5.58847107E-02
 175    8.70003180E-02    9.87568997E+11    4.66971815E+07    2.34334573E+05    4.01013186E-01    5.55611607E-02
 176    8.75003180E-02    9.87426245E+11    4.72301973E+07    2.39749262E+05    4.01023161E-01    5.52412314E-02
 177    8.80003180E-02    9.87282686E+11    4.77661196E+07    2.45256642E+05    4.01033193E-01    5.49248619E-02
 178    8.85003180E-02    9.87138323E+11    4.83049459E+07    2.50857744E+05    4.01043284E-01    5.46119925E-02
 179    8.90003180E-02    9.86993154E+11    4.88466735E+07    2.56553604E+05    4.01053431E-01    5.43025649E-02
 180    8.95003180E-02    9.86847181E+11    4.93912995E+07    2.62345264E+05    4.01063637E-01    5.39965220E-02
 181    9.00003180E-02    9.86700402E+11    4.99388214E+07    2.68233769E+05    4.01073901E-01    5.36938082E-02
 182    9.05003180E-02    9.86552819E+11    5.04892364E+07    2.74220170E+05    4.01084222E-01    5.33943687E-02
 183    9.10003180E-02    9.86404432E+11    5.10425417E+07    2.80305525E+05    4.01094601E-01    5.30981504E-02
 184    9.15003180E-02    9.86255241E+11    5.15987347E+07    2.86490894E+05    4.01105038E-01    5.28051009E-02
 185    9.20003180E-02    9.86105245E+11    5.21578124E+07    2.92777344E+05    4.01115532E-01    5.25151692E-02
 186    9.25003180E-02    9.85954446E+11    5.27197722E+07    2.99165946E+05    4.01126085E-01    5.22283052E-02
 187    9.30003180E-02    9.85802844E+11    5.32846112E+07    3.05657776E+05    4.01136695E-01    5.19444601E-02
 188    9.35003180E-02    9.85650439E+11    5.38523266E+07    3.12253916E+05    4.01147363E-01    5.16635859E-02
 189    9.40003180E-02    9.85497230E+11    5.44229156E+07    3.18955453E+05    4.01158089E-01    5.13856357E-02
 190    9.45003180E-02    9.85343219E+11    5.49963753E+07    3.25763478E+05    4.01168873E-01    5.11105637E-02
 191    9.50003180E-02    9.85188405E+11    5.55727029E+07    3.32679086E+05    4.01179715E-01    5.08383248E-02
 192    9.55003180E-02    9.85032789E+11    5.61518955E+07    3.39703379E+05    4.01190615E-01    5.05688750E-02
 193    9.60003180E-02    9.84876371E+11    5.67339502E+07    3.46837464E+05    4.01201572E-01    5.03021713E-02
 194    9.65003180E-02    9.84719151E+11    5.73188641E+07    3.54082450E+05    4.01212588E-01    5.00381714E-02
 195    9.70003180E-02    9.84561129E+11    5.79066342E+07    3.61439455E+05    4.01223661E-01    4.97768339E-02
 196    9.75003180E-02    9.84402306E+11    5.84972577E+07    3.68909599E+05    4.01234793E-01    4.95181184E-02
 197    9.80003180E-02    9.84242682E+11    5.90907316E+07    3.76494007E+05    4.01245982E-01    4.92619850E-02
 198    9.85003180E-02    9.84082257E+11    5.96870530E+07    3.84193811E+05    4.01257230E-01    4.90083948E-02
 199    9.90003180E-02    9.83921032E+11    6.02862188E+07    3.92010144E+05    4.01268535E-01    4.87573098E-02
 200    9.95003180E-02    9.83759006E+11    6.08882261E+07    3.99944148E+05    4.01279899E-01    4.85086926E-02
 201    1.00000318E-01    9.83596179E+11    6.14930712E+07    4.07996963E+05    4.01291320E-01    4.82625060E-02
 202    1.00500318E-01    9.83432553E+11    6.21007530E+07    4.16169751E+05    4.01302800E-01    4.80187156E-02
 203    1.01000318E-01    9.83268127E+11    6.27112666E+07    4.24463655E+05    4.01314338E-01    4.77772847E-02
 204    1.01500318E-01    9.83102902E+11    6.33246095E+07    4.32879838E+05    4.01325933E-01    4.75381792E-02
 205    1.02000318E-01    9.82936878E+11    6.39407788E+07    4.41419463E+05    4.01337587E-01    4.73013654E-02
 206    1.02500318E-01    9.82770054E+11    6.45597712E+07    4.50083700E+05    4.01349299E-01    4.70668100E-02
 207    1.03000318E-01    9.82602432E+11    6.51815838E+07    4.58873721E+05    4.01361069E-01    4.68344805E-02
 208    1.03500318E-01    9.82434011E+11    6.58062134E+07    4.67790705E+05    4.01372898E-01    4.66043449E-02
 209    1.04000318E-01    9.82264792E+11    6.64336569E+07    4.76835835E+05    4.01384784E-01    4.63763718E-02
 210    1.04500318E-01    9.82094775E+11    6.70639112E+07    4.86010299E+05    4.01396729E-01    4.61505307E-02
 211    1.05000318E-01    9.81923961E+11    6.76969731E+07    4.95315287E+05    4.01408732E-01    4.59267912E-02
 212    1.05500318E-01    9.81752349E+11    6.83328394E+07    5.04751998E+05    4.01420793E-01    4.57051238E-02
 213    1.06000318E-01    9.81579940E+11    6.89715070E+07    5.14321632E+05    4.01432912E-01    4.54854995E-02
 214    1.06500318E-01    9.81406733E+11    6.96129727E+07    5.24025395E+05    4.01445090E-01    4.52678898E-02
 215    1.07000318E-01    9.81232731E+11    7.02572333E+07    5.33864498E+05    4.01457325E-01    4.50522666E-02
 216    1.07500318E-01    9.81057931E+11    7.09042855E+07    5.43840157E+05    4.01469620E-01    4.48386026E-02
 217    1.08000318E-01    9.80882336E+11    7.15541261E+07    5.53953590E+05    4.01481972E-01    4.46268708E-02
 218    1.08500318E-01    9.80705944E+11    7.22067519E+07    5.64206022E+05    4.01494383E-01    4.44170448E-02
 219    1.09000318E-01    9.80528757E+11    7.28621596E+07    5.74598681E+05    4.01506852E-01    4.42090985E-02
 220    1.09500318E-01    9.80350775E+11    7.35203460E+07    5.85132802E+05    4.01519379E-01    4.40030065E-02
 221    1.10000318E-01    9.80171997E+11    7.41813076E+07    5.95809621E+05    4.01531965E-01    4.37987436E-02
 222    1.10500318E-01    9.79992425E+11    7.48450413E+07    6.06630381E+05    4.01544609E-01    4.35962854E-02
 223    1.11000318E-01    9.79812058E+11    7.55115438E+07    6.17596329E+05    4.01557312E-01    4.33956077E-02
 224    1.11500318E-01    9.79630896E+11    7.61808116E+07    6.28708716E+05    4.01570073E-01    4.31966866E-02
 225    1.12000318E-01    9.79448941E+11    7.68528414E+07    6.39968796E+05    4.01582892E-01    4.29994990E-02
 226    1.12500318E-01    9.79266191E+11    7.75276299E+07    6.51377832E+05    4.01595770E-01    4.28040218E-02
 227    1.13000318E-01    9.79082649E+11    7.82051736E+07    6.62937086E+05    4.01608706E-01    4.26102327E-02
