 GLOBAL PARAMETERS
 
 m [kg]                                          :    1.27196665E+12
 R [km]                                          :    1.00000000E+00
 Mean Density [g/cm^3]                           :    3.03659670E-01
 C/mR^2 (Total Moment of Inertia Respect to z)   :    2.61317461E-01
 C20                                             :    1.05861681E-04
 C22                                             :    3.17880326E-05
 ekf (Equivalent Fluid Love Number)              :    5.19146968E-01
 H(n)                                            :    6.07658787E-01
 
 PARAMETERS ON SURFACE
 
 a-R [km]                                        :    4.34219090E-04
 b-R [km]                                        :   -1.24242792E-04
 c-R [km]                                        :   -3.09826327E-04
 
 f1=(a-c)/a                                      :    7.43722456E-04
 f2=(b-c)/b                                      :    1.85606589E-04
 f3=(a-b)/a                                      :    5.58115866E-04
 
 EQUIVALENT HOMOGENEOUS SOLUTIONS
 
 f_Jeans                                         :    9.18469177E-04
 f_MacLaurin                                     :    3.05445413E-04
 f_Roche                                         :    1.22391459E-03
 
===================================================================================================================================================
 
   i    R(i)              rho(i)            mlay(i)           Clay(i)           H(i)              kl(i)          
  23    1.15000000E-02    9.99782000E+11    7.95173155E+05    6.71616393E+01    3.99663650E-01    3.93448589E-01
  24    1.20000000E-02    9.99763000E+11    8.67397549E+05    7.99132354E+01    3.99665016E-01    3.78416814E-01
  25    1.25000000E-02    9.99743000E+11    9.42759043E+05    9.43998917E+01    3.99666439E-01    3.64486532E-01
  26    1.30000000E-02    9.99722000E+11    1.02125722E+06    1.10772246E+02    3.99667919E-01    3.51541379E-01
  27    1.35000000E-02    9.99700000E+11    1.10289165E+06    1.29187195E+02    3.99669455E-01    3.39480758E-01
  28    1.40000000E-02    9.99678000E+11    1.18766307E+06    1.49808041E+02    3.99671047E-01    3.28217589E-01
  29    1.45000000E-02    9.99654000E+11    1.27556872E+06    1.72803915E+02    3.99672695E-01    3.17674918E-01
  30    1.50000000E-02    9.99630000E+11    1.36661057E+06    1.98350805E+02    3.99674400E-01    3.07786504E-01
  31    1.55000000E-02    9.99605000E+11    1.46078694E+06    2.26630477E+02    3.99676160E-01    2.98493135E-01
  32    1.60000000E-02    9.99579000E+11    1.55809732E+06    2.57831097E+02    3.99677977E-01    2.89742778E-01
  33    1.65000000E-02    9.99552000E+11    1.65854116E+06    2.92147074E+02    3.99679850E-01    2.81489277E-01
  34    1.70000000E-02    9.99525000E+11    1.76211967E+06    3.29779389E+02    3.99681780E-01    2.73691822E-01
  35    1.75000000E-02    9.99496000E+11    1.86882886E+06    3.70934314E+02    3.99683766E-01    2.66313176E-01
  36    1.80000000E-02    9.99467000E+11    1.97867178E+06    4.15825686E+02    3.99685808E-01    2.59321027E-01
  37    1.85000000E-02    9.99437000E+11    2.09164605E+06    4.64672546E+02    3.99687908E-01    2.52685581E-01
  38    1.90000000E-02    9.99406000E+11    2.20775105E+06    5.17700498E+02    3.99690063E-01    2.46380252E-01
  39    1.95000000E-02    9.99375000E+11    2.32698848E+06    5.75141948E+02    3.99692275E-01    2.40381264E-01
  40    2.00000000E-02    9.99342000E+11    2.44935313E+06    6.37233863E+02    3.99694543E-01    2.34666390E-01
  41    2.05000000E-02    9.99309000E+11    2.57484912E+06    7.04221744E+02    3.99696868E-01    2.29216371E-01
  42    2.10000000E-02    9.99275000E+11    2.70347343E+06    7.76355523E+02    3.99699248E-01    2.24013013E-01
  43    2.15000000E-02    9.99240000E+11    2.83522535E+06    8.53891927E+02    3.99701685E-01    2.19039952E-01
  44    2.20000000E-02    9.99204000E+11    2.97010416E+06    9.37093891E+02    3.99704178E-01    2.14282237E-01
  45    2.25000000E-02    9.99167000E+11    3.10810911E+06    1.02623056E+03    3.99706728E-01    2.09726182E-01
  46    2.30000000E-02    9.99130000E+11    3.24924269E+06    1.12157840E+03    3.99709335E-01    2.05359440E-01
  47    2.35000000E-02    9.99092000E+11    3.39350116E+06    1.22341805E+03    3.99711997E-01    2.01170263E-01
  48    2.40000000E-02    9.99053000E+11    3.54088372E+06    1.33203727E+03    3.99714716E-01    1.97148039E-01
  49    2.45000000E-02    9.99013000E+11    3.69138956E+06    1.44773001E+03    3.99717492E-01    1.93282982E-01
  50    2.50000000E-02    9.98972000E+11    3.84501785E+06    1.57079642E+03    3.99720324E-01    1.89566058E-01
  51    2.55000000E-02    9.98931000E+11    4.00177176E+06    1.70154454E+03    3.99723212E-01    1.85989095E-01
  52    2.60000000E-02    9.98888000E+11    4.16164256E+06    1.84028360E+03    3.99726157E-01    1.82543977E-01
  53    2.65000000E-02    9.98845000E+11    4.32463754E+06    1.98733587E+03    3.99729158E-01    1.79223894E-01
  54    2.70000000E-02    9.98801000E+11    4.49075181E+06    2.14302451E+03    3.99732217E-01    1.76021990E-01
  55    2.75000000E-02    9.98756000E+11    4.65998445E+06    2.30768057E+03    3.99735331E-01    1.72932063E-01
  56    2.80000000E-02    9.98711000E+11    4.83233936E+06    2.48164377E+03    3.99738503E-01    1.69948507E-01
  57    2.85000000E-02    9.98664000E+11    5.00780609E+06    2.66525268E+03    3.99741730E-01    1.67065593E-01
  58    2.90000000E-02    9.98617000E+11    5.18639354E+06    2.85886200E+03    3.99745015E-01    1.64278631E-01
  59    2.95000000E-02    9.98569000E+11    5.36809588E+06    3.06282496E+03    3.99748356E-01    1.61582752E-01
  60    3.00000000E-02    9.98520000E+11    5.55291210E+06    3.27750340E+03    3.99751753E-01    1.58973558E-01
  61    3.05000000E-02    9.98471000E+11    5.74084696E+06    3.50326882E+03    3.99755206E-01    1.56447088E-01
  62    3.10000000E-02    9.98420000E+11    5.93188809E+06    3.74048858E+03    3.99758716E-01    1.53999165E-01
  63    3.15000000E-02    9.98369000E+11    6.12604615E+06    3.98955019E+03    3.99762282E-01    1.51626474E-01
  64    3.20000000E-02    9.98316000E+11    6.32330798E+06    4.25083232E+03    3.99765905E-01    1.49325305E-01
  65    3.25000000E-02    9.98263000E+11    6.52368496E+06    4.52473572E+03    3.99769584E-01    1.47092758E-01
  66    3.30000000E-02    9.98210000E+11    6.72717660E+06    4.81165988E+03    3.99773320E-01    1.44925808E-01
  67    3.35000000E-02    9.98155000E+11    6.93376851E+06    5.11200022E+03    3.99777112E-01    1.42821322E-01
  68    3.40000000E-02    9.98100000E+11    7.14347323E+06    5.42617754E+03    3.99780960E-01    1.40776912E-01
  69    3.45000000E-02    9.98043000E+11    7.35627550E+06    5.75459828E+03    3.99784865E-01    1.38789766E-01
  70    3.50000000E-02    9.97986000E+11    7.57218869E+06    6.09769671E+03    3.99788827E-01    1.36857777E-01
  71    3.55000000E-02    9.97928000E+11    7.79120445E+06    6.45589656E+03    3.99792845E-01    1.34978545E-01
  72    3.60000000E-02    9.97870000E+11    8.01332960E+06    6.82963994E+03    3.99796920E-01    1.33150069E-01
  73    3.65000000E-02    9.97810000E+11    8.23854707E+06    7.21935488E+03    3.99801051E-01    1.31370057E-01
  74    3.70000000E-02    9.97750000E+11    8.46687193E+06    7.62550289E+03    3.99805238E-01    1.29636861E-01
  75    3.75000000E-02    9.97688000E+11    8.69828617E+06    8.04852258E+03    3.99809483E-01    1.27948402E-01
  76    3.80000000E-02    9.97626000E+11    8.93280572E+06    8.48888919E+03    3.99813783E-01    1.26303217E-01
  77    3.85000000E-02    9.97564000E+11    9.17042998E+06    8.94706968E+03    3.99818141E-01    1.24699663E-01
  78    3.90000000E-02    9.97500000E+11    9.41113952E+06    9.42351824E+03    3.99822555E-01    1.23135934E-01
  79    3.95000000E-02    9.97435000E+11    9.65494195E+06    9.91872108E+03    3.99827025E-01    1.21610680E-01
  80    4.00000000E-02    9.97370000E+11    9.90184586E+06    1.04331724E+04    3.99831552E-01    1.20122615E-01
  81    4.05000000E-02    9.97304000E+11    1.01518404E+07    1.09673525E+04    3.99836136E-01    1.18670278E-01
  82    4.10000000E-02    9.97237000E+11    1.04049243E+07    1.15217573E+04    3.99840777E-01    1.17252394E-01
  83    4.15000000E-02    9.97169000E+11    1.06610961E+07    1.20968886E+04    3.99845474E-01    1.15867749E-01
  84    4.20000000E-02    9.97101000E+11    1.09203654E+07    1.26932670E+04    3.99850227E-01    1.14515300E-01
  85    4.25000000E-02    9.97031000E+11    1.11827090E+07    1.33113814E+04    3.99855038E-01    1.13193710E-01
  86    4.30000000E-02    9.96961000E+11    1.14481478E+07    1.39517778E+04    3.99859905E-01    1.11902153E-01
  87    4.35000000E-02    9.96890000E+11    1.17166692E+07    1.46149695E+04    3.99864829E-01    1.10639507E-01
  88    4.40000000E-02    9.96818000E+11    1.19882718E+07    1.53014881E+04    3.99869809E-01    1.09404810E-01
  89    4.45000000E-02    9.96746000E+11    1.22629665E+07    1.60118876E+04    3.99874846E-01    1.08197249E-01
  90    4.50000000E-02    9.96672000E+11    1.25407273E+07    1.67466804E+04    3.99879940E-01    1.07015725E-01
  91    4.55000000E-02    9.96598000E+11    1.28215776E+07    1.75064492E+04    3.99885090E-01    1.05859612E-01
  92    4.60000000E-02    9.96523000E+11    1.31055036E+07    1.82917336E+04    3.99890297E-01    1.04727995E-01
  93    4.65000000E-02    9.96447000E+11    1.33925037E+07    1.91030954E+04    3.99895561E-01    1.03620101E-01
  94    4.70000000E-02    9.96370000E+11    1.36825764E+07    1.99411021E+04    3.99900881E-01    1.02535190E-01
  95    4.75000000E-02    9.96293000E+11    1.39757340E+07    2.08063482E+04    3.99906258E-01    1.01472652E-01
  96    4.80000000E-02    9.96214000E+11    1.42719472E+07    2.16993723E+04    3.99911691E-01    1.00431603E-01
  97    4.85000000E-02    9.96135000E+11    1.45712426E+07    2.26208025E+04    3.99917182E-01    9.94115907E-02
  98    4.90000000E-02    9.96055000E+11    1.48736047E+07    2.35712093E+04    3.99922729E-01    9.84118861E-02
  99    4.95000000E-02    9.95974000E+11    1.51790318E+07    2.45511899E+04    3.99928332E-01    9.74318867E-02
 100    5.00000000E-02    9.95893000E+11    1.54875376E+07    2.55613731E+04    3.99933993E-01    9.64711099E-02
 101    5.05000000E-02    9.95810000E+11    1.57990898E+07    2.66023176E+04    3.99939710E-01    9.55288045E-02
 102    5.10000000E-02    9.95727000E+11    1.61137180E+07    2.76746907E+04    3.99945484E-01    9.46046284E-02
 103    5.15000000E-02    9.95643000E+11    1.64314049E+07    2.87790877E+04    3.99951314E-01    9.36979695E-02
 104    5.20000000E-02    9.95558000E+11    1.67521488E+07    2.99161352E+04    3.99957202E-01    9.28083328E-02
 105    5.25000000E-02    9.95472000E+11    1.70759479E+07    3.10864656E+04    3.99963146E-01    9.19352413E-02
 106    5.30000000E-02    9.95386000E+11    1.74028179E+07    3.22907498E+04    3.99969146E-01    9.10783271E-02
 107    5.35000000E-02    9.95298000E+11    1.77327224E+07    3.35295684E+04    3.99975204E-01    9.02369641E-02
 108    5.40000000E-02    9.95210000E+11    1.80656948E+07    3.48036375E+04    3.99981318E-01    8.94109083E-02
 109    5.45000000E-02    9.95121000E+11    1.84017158E+07    3.61135805E+04    3.99987490E-01    8.85996570E-02
 110    5.50000000E-02    9.95031000E+11    1.87407836E+07    3.74600592E+04    3.99993718E-01    8.78028140E-02
 111    5.55000000E-02    9.94941000E+11    1.90829154E+07    3.88437801E+04    4.00000002E-01    8.70200843E-02
 112    5.60000000E-02    9.94849000E+11    1.94280714E+07    4.02653398E+04    4.00006344E-01    8.62509234E-02
 113    5.65000000E-02    9.94757000E+11    1.97762883E+07    4.17254970E+04    4.00012742E-01    8.54951496E-02
 114    5.70000000E-02    9.94664000E+11    2.01275451E+07    4.32248974E+04    4.00019198E-01    8.47523316E-02
 115    5.75000000E-02    9.94570000E+11    2.04818399E+07    4.47642318E+04    4.00025710E-01    8.40221374E-02
 116    5.80000000E-02    9.94476000E+11    2.08391915E+07    4.63442432E+04    4.00032279E-01    8.33043298E-02
 117    5.85000000E-02    9.94380000E+11    2.11995565E+07    4.79655421E+04    4.00038905E-01    8.25984307E-02
 118    5.90000000E-02    9.94284000E+11    2.15629752E+07    4.96289312E+04    4.00045587E-01    8.19043075E-02
 119    5.95000000E-02    9.94187000E+11    2.19294245E+07    5.13350778E+04    4.00052327E-01    8.12215865E-02
 120    6.00000000E-02    9.94089000E+11    2.22989026E+07    5.30847012E+04    4.00059123E-01    8.05499875E-02
 121    6.05000000E-02    9.93990000E+11    2.26714073E+07    5.48785264E+04    4.00065976E-01    7.98892396E-02
 122    6.10000000E-02    9.93890000E+11    2.30469365E+07    5.67172843E+04    4.00072886E-01    7.92390806E-02
 123    6.15000000E-02    9.93790000E+11    2.34255118E+07    5.86017703E+04    4.00079853E-01    7.85993353E-02
 124    6.20000000E-02    9.93689000E+11    2.38071083E+07    6.05326713E+04    4.00086876E-01    7.79696772E-02
 125    6.25000000E-02    9.93587000E+11    2.41917238E+07    6.25107354E+04    4.00093957E-01    7.73498682E-02
 126    6.30000000E-02    9.93484000E+11    2.45793562E+07    6.45367160E+04    4.00101095E-01    7.67396778E-02
 127    6.35000000E-02    9.93380000E+11    2.49700034E+07    6.66113723E+04    4.00108289E-01    7.61388825E-02
 128    6.40000000E-02    9.93276000E+11    2.53636887E+07    6.87355382E+04    4.00115541E-01    7.55473415E-02
 129    6.45000000E-02    9.93171000E+11    2.57603853E+07    7.09099195E+04    4.00122849E-01    7.49647672E-02
 130    6.50000000E-02    9.93065000E+11    2.61600908E+07    7.31352923E+04    4.00130215E-01    7.43909561E-02
 131    6.55000000E-02    9.92958000E+11    2.65628032E+07    7.54124382E+04    4.00137637E-01    7.38257106E-02
 132    6.60000000E-02    9.92850000E+11    2.69685201E+07    7.77421446E+04    4.00145116E-01    7.32688394E-02
 133    6.65000000E-02    9.92742000E+11    2.73772670E+07    8.01252852E+04    4.00152653E-01    7.27202293E-02
 134    6.70000000E-02    9.92632000E+11    2.77889867E+07    8.25624993E+04    4.00160246E-01    7.21795529E-02
 135    6.75000000E-02    9.92522000E+11    2.82037326E+07    8.50547550E+04    4.00167896E-01    7.16467811E-02
 136    6.80000000E-02    9.92411000E+11    2.86214748E+07    8.76027813E+04    4.00175604E-01    7.11216702E-02
 137    6.85000000E-02    9.92299000E+11    2.90422110E+07    9.02073934E+04    4.00183368E-01    7.06040551E-02
 138    6.90000000E-02    9.92187000E+11    2.94659685E+07    9.28695055E+04    4.00191190E-01    7.00938457E-02
 139    6.95000000E-02    9.92073000E+11    2.98926860E+07    9.55897595E+04    4.00199068E-01    6.95907442E-02
 140    7.00000000E-02    9.91959000E+11    3.03224211E+07    9.83691771E+04    4.00207004E-01    6.90947399E-02
 141    7.05000000E-02    9.91844000E+11    3.07551415E+07    1.01208502E+05    4.00214997E-01    6.86056148E-02
 142    7.10000000E-02    9.91728000E+11    3.11908449E+07    1.04108577E+05    4.00223047E-01    6.81232256E-02
 143    7.15000000E-02    9.91612000E+11    3.16295608E+07    1.07070359E+05    4.00231154E-01    6.76475011E-02
 144    7.20000000E-02    9.91494000E+11    3.20712234E+07    1.10094488E+05    4.00239318E-01    6.71781689E-02
 145    7.25000000E-02    9.91376000E+11    3.25158945E+07    1.13182043E+05    4.00247540E-01    6.67152334E-02
 146    7.30000000E-02    9.91257000E+11    3.29635397E+07    1.16333780E+05    4.00255818E-01    6.62584979E-02
 147    7.35000000E-02    9.91137000E+11    3.34141564E+07    1.19550570E+05    4.00264154E-01    6.58078378E-02
 148    7.40000000E-02    9.91017000E+11    3.38677765E+07    1.22833412E+05    4.00272547E-01    6.53631973E-02
 149    7.45000000E-02    9.90895000E+11    3.43243295E+07    1.26182942E+05    4.00280997E-01    6.49243259E-02
 150    7.50000000E-02    9.90773000E+11    3.47838816E+07    1.29600299E+05    4.00289504E-01    6.44912402E-02
 151    7.55000000E-02    9.90650000E+11    3.52463962E+07    1.33086249E+05    4.00298068E-01    6.40637619E-02
 152    7.60000000E-02    9.90526000E+11    3.57118706E+07    1.36641692E+05    4.00306690E-01    6.36417818E-02
 153    7.65000000E-02    9.90401000E+11    3.61803023E+07    1.40267528E+05    4.00315368E-01    6.32251937E-02
 154    7.70000000E-02    9.90276000E+11    3.66517256E+07    1.43964811E+05    4.00324104E-01    6.28139572E-02
 155    7.75000000E-02    9.90149000E+11    3.71260644E+07    1.47734168E+05    4.00332897E-01    6.24078441E-02
 156    7.80000000E-02    9.90022000E+11    3.76033906E+07    1.51576812E+05    4.00341748E-01    6.20068826E-02
 157    7.85000000E-02    9.89894000E+11    3.80836645E+07    1.55493521E+05    4.00350656E-01    6.16109129E-02
 158    7.90000000E-02    9.89766000E+11    3.85669223E+07    1.59485385E+05    4.00359621E-01    6.12199034E-02
 159    7.95000000E-02    9.89636000E+11    3.90530840E+07    1.63553022E+05    4.00368643E-01    6.08336386E-02
 160    8.00000000E-02    9.89506000E+11    3.95422253E+07    1.67697697E+05    4.00377723E-01    6.04521532E-02
 161    8.05000000E-02    9.89374000E+11    4.00342640E+07    1.71920020E+05    4.00386859E-01    6.00752377E-02
 162    8.10000000E-02    9.89242000E+11    4.05292778E+07    1.76221285E+05    4.00396054E-01    5.97029293E-02
 163    8.15000000E-02    9.89110000E+11    4.10272654E+07    1.80602462E+05    4.00405305E-01    5.93351441E-02
 164    8.20000000E-02    9.88976000E+11    4.15281417E+07    1.85064149E+05    4.00414614E-01    5.89716810E-02
 165    8.25000000E-02    9.88842000E+11    4.20319872E+07    1.89607684E+05    4.00423980E-01    5.86125811E-02
 166    8.30000000E-02    9.88707000E+11    4.25387578E+07    1.94233854E+05    4.00433404E-01    5.82577075E-02
 167    8.35000000E-02    9.88571000E+11    4.30484505E+07    1.98943636E+05    4.00442885E-01    5.79069851E-02
 168    8.40000000E-02    9.88434000E+11    4.35610626E+07    2.03738012E+05    4.00452423E-01    5.75603409E-02
 169    8.45000000E-02    9.88296000E+11    4.40765912E+07    2.08617969E+05    4.00462019E-01    5.72177034E-02
 170    8.50000000E-02    9.88158000E+11    4.45950785E+07    2.13584715E+05    4.00471672E-01    5.68790602E-02
 171    8.55000000E-02    9.88018000E+11    4.51164319E+07    2.18638819E+05    4.00481382E-01    5.65442276E-02
 172    8.60000000E-02    9.87878000E+11    4.56407392E+07    2.23781721E+05    4.00491150E-01    5.62132538E-02
 173    8.65000000E-02    9.87738000E+11    4.61679993E+07    2.29014445E+05    4.00500976E-01    5.58860724E-02
 174    8.70000000E-02    9.87596000E+11    4.66981160E+07    2.34337544E+05    4.00510859E-01    5.55625062E-02
 175    8.75000000E-02    9.87453000E+11    4.72311328E+07    2.39752263E+05    4.00520799E-01    5.52425503E-02
 176    8.80000000E-02    9.87310000E+11    4.77670949E+07    2.45259872E+05    4.00530797E-01    5.49261994E-02
 177    8.85000000E-02    9.87166000E+11    4.83059522E+07    2.50861162E+05    4.00540853E-01    5.46133374E-02
 178    8.90000000E-02    9.87021000E+11    4.88477015E+07    2.56557165E+05    4.00550966E-01    5.43039065E-02
 179    8.95000000E-02    9.86876000E+11    4.93923900E+07    2.62349186E+05    4.00561136E-01    5.39979043E-02
 180    9.00000000E-02    9.86729000E+11    4.99399150E+07    2.68237741E+05    4.00571365E-01    5.36951656E-02
 181    9.05000000E-02    9.86582000E+11    5.04903740E+07    2.74224416E+05    4.00581650E-01    5.33957452E-02
 182    9.10000000E-02    9.86434000E+11    5.10437141E+07    2.80309998E+05    4.00591994E-01    5.30995351E-02
 183    9.15000000E-02    9.86285000E+11    5.15999320E+07    2.86495545E+05    4.00602395E-01    5.28064832E-02
 184    9.20000000E-02    9.86135000E+11    5.21590247E+07    2.92782119E+05    4.00612853E-01    5.25165388E-02
 185    9.25000000E-02    9.85985000E+11    5.27210425E+07    2.99171091E+05    4.00623369E-01    5.22297047E-02
 186    9.30000000E-02    9.85834000E+11    5.32859299E+07    3.05663244E+05    4.00633943E-01    5.19458787E-02
 187    9.35000000E-02    9.85681000E+11    5.38536291E+07    3.12259339E+05    4.00644574E-01    5.16649608E-02
 188    9.40000000E-02    9.85529000E+11    5.44243009E+07    3.18961408E+05    4.00655264E-01    5.13870614E-02
 189    9.45000000E-02    9.85375000E+11    5.49977781E+07    3.25769588E+05    4.00666010E-01    5.11119774E-02
 190    9.50000000E-02    9.85220000E+11    5.55741121E+07    3.32685288E+05    4.00676815E-01    5.08397166E-02
 191    9.55000000E-02    9.85065000E+11    5.61533568E+07    3.39709951E+05    4.00687677E-01    5.05702864E-02
 192    9.60000000E-02    9.84909000E+11    5.67354530E+07    3.46844347E+05    4.00698597E-01    5.03035919E-02
 193    9.65000000E-02    9.84752000E+11    5.73203974E+07    3.54089583E+05    4.00709575E-01    5.00395909E-02
 194    9.70000000E-02    9.84595000E+11    5.79082457E+07    3.61447137E+05    4.00720610E-01    4.97782929E-02
 195    9.75000000E-02    9.84436000E+11    5.84988774E+07    3.68917400E+05    4.00731703E-01    4.95195560E-02
 196    9.80000000E-02    9.84277000E+11    5.90924075E+07    3.76502235E+05    4.00742854E-01    4.92634416E-02
 197    9.85000000E-02    9.84117000E+11    5.96887739E+07    3.84202400E+05    4.00754063E-01    4.90098603E-02
 198    9.90000000E-02    9.83956000E+11    6.02879731E+07    3.92019026E+05    4.00765329E-01    4.87587742E-02
 199    9.95000000E-02    9.83794000E+11    6.08900019E+07    3.99953249E+05    4.00776654E-01    4.85101461E-02
 200    1.00000000E-01    9.83632000E+11    6.14949192E+07    4.08006623E+05    4.00788036E-01    4.82639885E-02
 201    1.00500000E-01    9.83468000E+11    6.21025974E+07    4.16179471E+05    4.00799476E-01    4.80201672E-02
 202    1.01000000E-01    9.83304000E+11    6.27131586E+07    4.24473782E+05    4.00810974E-01    4.77787451E-02
 203    1.01500000E-01    9.83139000E+11    6.33265370E+07    4.32890294E+05    4.00822530E-01    4.75396387E-02
 204    1.02000000E-01    9.82974000E+11    6.39427940E+07    4.41430615E+05    4.00834144E-01    4.73028623E-02
 205    1.02500000E-01    9.82807000E+11    6.45617967E+07    4.50095020E+05    4.00845815E-01    4.70682864E-02
 206    1.03000000E-01    9.82640000E+11    6.51836725E+07    4.58885584E+05    4.00857545E-01    4.68359747E-02
 207    1.03500000E-01    9.82472000E+11    6.58083527E+07    4.67803031E+05    4.00869333E-01    4.66058471E-02
 208    1.04000000E-01    9.82303000E+11    6.64358338E+07    4.76848537E+05    4.00881178E-01    4.63778725E-02
 209    1.04500000E-01    9.82133000E+11    6.70661123E+07    4.86023285E+05    4.00893082E-01    4.61520203E-02
 210    1.05000000E-01    9.81963000E+11    6.76992536E+07    4.95328965E+05    4.00905043E-01    4.59283073E-02
 211    1.05500000E-01    9.81792000E+11    6.83351864E+07    5.04766283E+05    4.00917063E-01    4.57066565E-02
 212    1.06000000E-01    9.81620000E+11    6.89739071E+07    5.14336436E+05    4.00929141E-01    4.54870392E-02
 213    1.06500000E-01    9.81447000E+11    6.96154122E+07    5.24040622E+05    4.00941276E-01    4.52694270E-02
 214    1.07000000E-01    9.81273000E+11    7.02596980E+07    5.33880046E+05    4.00953470E-01    4.50537922E-02
 215    1.07500000E-01    9.81099000E+11    7.09068332E+07    5.43856472E+05    4.00965722E-01    4.48401531E-02
 216    1.08000000E-01    9.80924000E+11    7.15567431E+07    5.53970580E+05    4.00978032E-01    4.46284365E-02
 217    1.08500000E-01    9.80748000E+11    7.22094242E+07    5.64223586E+05    4.00990400E-01    4.44186163E-02
 218    1.09000000E-01    9.80571000E+11    7.28648726E+07    5.74616714E+05    4.01002826E-01    4.42106665E-02
 219    1.09500000E-01    9.80393000E+11    7.35230846E+07    5.85151191E+05    4.01015310E-01    4.40045620E-02
 220    1.10000000E-01    9.80215000E+11    7.41841323E+07    5.95828855E+05    4.01027852E-01    4.38003222E-02
 221    1.10500000E-01    9.80036000E+11    7.48479376E+07    6.06650355E+05    4.01040453E-01    4.35978777E-02
 222    1.11000000E-01    9.79856000E+11    7.55144967E+07    6.17616933E+05    4.01053112E-01    4.33972044E-02
 223    1.11500000E-01    9.79675000E+11    7.61838058E+07    6.28729831E+05    4.01065829E-01    4.31982787E-02
 224    1.12000000E-01    9.79493000E+11    7.68558612E+07    6.39990299E+05    4.01078604E-01    4.30010774E-02
 225    1.12500000E-01    9.79311000E+11    7.75307381E+07    6.51400255E+05    4.01091437E-01    4.28056215E-02
 226    1.13000000E-01    9.79128000E+11    7.82083550E+07    6.62960313E+05    4.01104329E-01    4.26118444E-02
 227    1.13500000E-01    9.78944000E+11    7.88887081E+07    6.74671736E+05    4.01117279E-01    4.24197241E-02
