 GLOBAL PARAMETERS
 
 m [kg]                                          :    1.27069443E+12
 R [km]                                          :    1.00000000E+00
 Mean Density [g/cm^3]                           :    3.03355949E-01
 C/mR^2 (Total Moment of Inertia Respect to z)   :    2.61182304E-01
 C20                                             :    1.05830822E-04
 C22                                             :    3.17787661E-05
 ekf (Equivalent Fluid Love Number)              :    5.18476533E-01
 H(n)                                            :    6.07390613E-01
 
 PARAMETERS ON SURFACE
 
 a-R [km]                                        :    4.34462160E-04
 b-R [km]                                        :   -1.24312339E-04
 c-R [km]                                        :   -3.09999683E-04
 
 f1=(a-c)/a                                      :    7.44138521E-04
 f2=(b-c)/b                                      :    1.85710424E-04
 f3=(a-b)/a                                      :    5.58428096E-04
 
 EQUIVALENT HOMOGENEOUS SOLUTIONS
 
 f_Jeans                                         :    9.19388750E-04
 f_MacLaurin                                     :    3.05751226E-04
 f_Roche                                         :    1.22513998E-03
 
===================================================================================================================================================
 
   i    R(i)              rho(i)            mlay(i)           Clay(i)           H(i)              kl(i)          
  35    3.50000000E-02    9.97986000E+11    1.49280441E+07    1.18519666E+04    3.99439569E-01    2.66039905E-01
  36    3.60000000E-02    9.97870000E+11    1.58040812E+07    1.32851616E+04    3.99447736E-01    2.59037803E-01
  37    3.70000000E-02    9.97750000E+11    1.67049236E+07    1.48444241E+04    3.99456129E-01    2.52392303E-01
  38    3.80000000E-02    9.97626000E+11    1.76305513E+07    1.65369120E+04    3.99464748E-01    2.46076830E-01
  39    3.90000000E-02    9.97500000E+11    1.85809812E+07    1.83700144E+04    3.99473594E-01    2.40067856E-01
  40    4.00000000E-02    9.97370000E+11    1.95561586E+07    2.03512476E+04    3.99482666E-01    2.34343137E-01
  41    4.10000000E-02    9.97237000E+11    2.05560828E+07    2.24883736E+04    3.99491964E-01    2.28883176E-01
  42    4.20000000E-02    9.97101000E+11    2.15807345E+07    2.47893313E+04    3.99501488E-01    2.23670010E-01
  43    4.30000000E-02    9.96961000E+11    2.26300717E+07    2.72622254E+04    3.99511239E-01    2.18687047E-01
  44    4.40000000E-02    9.96818000E+11    2.37040948E+07    2.99154028E+04    3.99521217E-01    2.13919557E-01
  45    4.50000000E-02    9.96672000E+11    2.48027833E+07    3.27573802E+04    3.99531421E-01    2.09353844E-01
  46    4.60000000E-02    9.96523000E+11    2.59261163E+07    3.57968663E+04    3.99541852E-01    2.04977347E-01
  47    4.70000000E-02    9.96370000E+11    2.70740452E+07    3.90427224E+04    3.99552509E-01    2.00778328E-01
  48    4.80000000E-02    9.96214000E+11    2.82465730E+07    4.25040719E+04    3.99563393E-01    1.96746376E-01
  49    4.90000000E-02    9.96055000E+11    2.94436771E+07    4.61901964E+04    3.99574504E-01    1.92871698E-01
  50    5.00000000E-02    9.95893000E+11    3.06653349E+07    5.01105676E+04    3.99585841E-01    1.89145251E-01
  51    5.10000000E-02    9.95727000E+11    3.19114909E+07    5.42747925E+04    3.99597404E-01    1.85558487E-01
  52    5.20000000E-02    9.95558000E+11    3.31821509E+07    5.86927675E+04    3.99609195E-01    1.82103855E-01
  53    5.30000000E-02    9.95386000E+11    3.44772906E+07    6.33745315E+04    3.99621211E-01    1.78774167E-01
  54    5.40000000E-02    9.95210000E+11    3.57968493E+07    6.83302432E+04    3.99633455E-01    1.75562575E-01
  55    5.50000000E-02    9.95031000E+11    3.71408351E+07    7.35703756E+04    3.99645926E-01    1.72463055E-01
  56    5.60000000E-02    9.94849000E+11    3.85092222E+07    7.91055303E+04    3.99658624E-01    1.69469826E-01
  57    5.70000000E-02    9.94664000E+11    3.99019846E+07    8.49464958E+04    3.99671550E-01    1.66577495E-01
  58    5.80000000E-02    9.94476000E+11    4.13190955E+07    9.11042467E+04    3.99684702E-01    1.63781029E-01
  59    5.90000000E-02    9.94284000E+11    4.27604850E+07    9.75898453E+04    3.99698081E-01    1.61075565E-01
  60    6.00000000E-02    9.94089000E+11    4.42261655E+07    1.04414722E+05    3.99711688E-01    1.58456869E-01
  61    6.10000000E-02    9.93890000E+11    4.57160629E+07    1.11590293E+05    3.99725521E-01    1.55920664E-01
  62    6.20000000E-02    9.93689000E+11    4.72302393E+07    1.19128489E+05    3.99739583E-01    1.53463398E-01
  63    6.30000000E-02    9.93484000E+11    4.87685722E+07    1.27040975E+05    3.99753871E-01    1.51081132E-01
  64    6.40000000E-02    9.93276000E+11    5.03310780E+07    1.35339940E+05    3.99768387E-01    1.48770613E-01
  65    6.50000000E-02    9.93065000E+11    5.19177267E+07    1.44037648E+05    3.99783131E-01    1.46528635E-01
  66    6.60000000E-02    9.92850000E+11    5.35284342E+07    1.53146385E+05    3.99798103E-01    1.44352035E-01
  67    6.70000000E-02    9.92632000E+11    5.51632201E+07    1.62678911E+05    3.99813302E-01    1.42238120E-01
  68    6.80000000E-02    9.92411000E+11    5.68220532E+07    1.72648029E+05    3.99828730E-01    1.40184207E-01
  69    6.90000000E-02    9.92187000E+11    5.85049015E+07    1.83066722E+05    3.99844385E-01    1.38187765E-01
  70    7.00000000E-02    9.91959000E+11    6.02116721E+07    1.93947958E+05    3.99860269E-01    1.36246267E-01
  71    7.10000000E-02    9.91728000E+11    6.19423895E+07    2.05305249E+05    3.99876380E-01    1.34357594E-01
  72    7.20000000E-02    9.91494000E+11    6.36970204E+07    2.17152112E+05    3.99892721E-01    1.32519608E-01
  73    7.30000000E-02    9.91257000E+11    6.54755311E+07    2.29502244E+05    3.99909289E-01    1.30730283E-01
  74    7.40000000E-02    9.91017000E+11    6.72778874E+07    2.42369514E+05    3.99926086E-01    1.28987702E-01
  75    7.50000000E-02    9.90773000E+11    6.91039851E+07    2.55767712E+05    3.99943112E-01    1.27289918E-01
  76    7.60000000E-02    9.90526000E+11    7.09538550E+07    2.69711290E+05    3.99960366E-01    1.25635337E-01
  77    7.70000000E-02    9.90276000E+11    7.28274615E+07    2.84214644E+05    3.99977848E-01    1.24022321E-01
  78    7.80000000E-02    9.90022000E+11    7.47246931E+07    2.99292040E+05    3.99995560E-01    1.22449191E-01
  79    7.90000000E-02    9.89766000E+11    7.66456623E+07    3.14958809E+05    4.00013500E-01    1.20914713E-01
  80    8.00000000E-02    9.89506000E+11    7.85901793E+07    3.31229243E+05    4.00031669E-01    1.19417236E-01
  81    8.10000000E-02    9.89242000E+11    8.05582005E+07    3.48118378E+05    4.00050067E-01    1.17955423E-01
  82    8.20000000E-02    9.88976000E+11    8.25498489E+07    3.65642154E+05    4.00068694E-01    1.16528238E-01
  83    8.30000000E-02    9.88707000E+11    8.45650067E+07    3.83815662E+05    4.00087551E-01    1.15134343E-01
  84    8.40000000E-02    9.88434000E+11    8.66035474E+07    4.02654089E+05    4.00106637E-01    1.13772463E-01
  85    8.50000000E-02    9.88158000E+11    8.86655151E+07    4.22173565E+05    4.00125952E-01    1.12441609E-01
  86    8.60000000E-02    9.87878000E+11    9.07507782E+07    4.42389572E+05    4.00145497E-01    1.11140614E-01
  87    8.70000000E-02    9.87596000E+11    9.28594780E+07    4.63319078E+05    4.00165271E-01    1.09868692E-01
  88    8.80000000E-02    9.87310000E+11    9.49913878E+07    4.84977428E+05    4.00185276E-01    1.08624657E-01
  89    8.90000000E-02    9.87021000E+11    9.71465583E+07    5.07381494E+05    4.00205510E-01    1.07407698E-01
  90    9.00000000E-02    9.86729000E+11    9.93249477E+07    5.30547865E+05    4.00225975E-01    1.06216933E-01
  91    9.10000000E-02    9.86434000E+11    1.01526514E+08    5.54493294E+05    4.00246669E-01    1.05051518E-01
  92    9.20000000E-02    9.86135000E+11    1.03751109E+08    5.79234109E+05    4.00267594E-01    1.03910540E-01
  93    9.30000000E-02    9.85834000E+11    1.05998898E+08    6.04788536E+05    4.00288749E-01    1.02793435E-01
  94    9.40000000E-02    9.85529000E+11    1.08269625E+08    6.31172612E+05    4.00310135E-01    1.01699252E-01
  95    9.50000000E-02    9.85220000E+11    1.10563239E+08    6.58403652E+05    4.00331751E-01    1.00627283E-01
  96    9.60000000E-02    9.84909000E+11    1.12879917E+08    6.86500520E+05    4.00353598E-01    9.95770509E-02
  97    9.70000000E-02    9.84595000E+11    1.15219504E+08    7.15480288E+05    4.00375676E-01    9.85477961E-02
  98    9.80000000E-02    9.84277000E+11    1.17581837E+08    7.45360072E+05    4.00397984E-01    9.75387913E-02
  99    9.90000000E-02    9.83956000E+11    1.19966982E+08    7.76158594E+05    4.00420523E-01    9.65495339E-02
 100    1.00000000E-01    9.83632000E+11    1.22374894E+08    8.07894036E+05    4.00443294E-01    9.55794431E-02
 101    1.01000000E-01    9.83304000E+11    1.24805400E+08    8.40583877E+05    4.00466296E-01    9.46278652E-02
 102    1.02000000E-01    9.82974000E+11    1.27258703E+08    8.74248283E+05    4.00489529E-01    9.36944569E-02
 103    1.03000000E-01    9.82640000E+11    1.29734499E+08    9.08904151E+05    4.00512994E-01    9.27785104E-02
 104    1.04000000E-01    9.82303000E+11    1.32232866E+08    9.44571126E+05    4.00536690E-01    9.18796256E-02
 105    1.05000000E-01    9.81963000E+11    1.34753757E+08    9.81268152E+05    4.00560619E-01    9.09973241E-02
 106    1.06000000E-01    9.81620000E+11    1.37297122E+08    1.01901432E+06    4.00584779E-01    9.01311455E-02
 107    1.07000000E-01    9.81273000E+11    1.39862768E+08    1.05782779E+06    4.00609171E-01    8.92805555E-02
 108    1.08000000E-01    9.80924000E+11    1.42450929E+08    1.09773008E+06    4.00633795E-01    8.84453093E-02
 109    1.09000000E-01    9.80571000E+11    1.45061265E+08    1.13873851E+06    4.00658652E-01    8.76248136E-02
 110    1.10000000E-01    9.80215000E+11    1.47693868E+08    1.18087384E+06    4.00683741E-01    8.68187622E-02
 111    1.11000000E-01    9.79856000E+11    1.50348687E+08    1.22415590E+06    4.00709062E-01    8.60267717E-02
 112    1.12000000E-01    9.79493000E+11    1.53025514E+08    1.26860337E+06    4.00734617E-01    8.52483856E-02
 113    1.13000000E-01    9.79128000E+11    1.55724605E+08    1.31423888E+06    4.00760404E-01    8.44834214E-02
 114    1.14000000E-01    9.78759000E+11    1.58445593E+08    1.36108007E+06    4.00786424E-01    8.37313608E-02
 115    1.15000000E-01    9.78387000E+11    1.61188581E+08    1.40914860E+06    4.00812677E-01    8.29919584E-02
 116    1.16000000E-01    9.78012000E+11    1.63953514E+08    1.45846502E+06    4.00839163E-01    8.22648921E-02
 117    1.17000000E-01    9.77634000E+11    1.66740338E+08    1.50904998E+06    4.00865883E-01    8.15498510E-02
 118    1.18000000E-01    9.77253000E+11    1.69548999E+08    1.56092430E+06    4.00892837E-01    8.08465344E-02
 119    1.19000000E-01    9.76868000E+11    1.72379265E+08    1.61410727E+06    4.00920024E-01    8.01545698E-02
 120    1.20000000E-01    9.76481000E+11    1.75231430E+08    1.66862320E+06    4.00947445E-01    7.94738409E-02
 121    1.21000000E-01    9.76090000E+11    1.78105083E+08    1.72448995E+06    4.00975100E-01    7.88039122E-02
 122    1.22000000E-01    9.75696000E+11    1.81000342E+08    1.78173051E+06    4.01002989E-01    7.81446026E-02
 123    1.23000000E-01    9.75299000E+11    1.83917152E+08    1.84036635E+06    4.01031113E-01    7.74956572E-02
 124    1.24000000E-01    9.74899000E+11    1.86855453E+08    1.90041907E+06    4.01059471E-01    7.68568294E-02
 125    1.25000000E-01    9.74495000E+11    1.89814995E+08    1.96190840E+06    4.01088063E-01    7.62278020E-02
 126    1.26000000E-01    9.74089000E+11    1.92796104E+08    2.02486016E+06    4.01116890E-01    7.56085006E-02
 127    1.27000000E-01    9.73679000E+11    1.95798329E+08    2.08929223E+06    4.01145952E-01    7.49985448E-02
 128    1.28000000E-01    9.73266000E+11    1.98821805E+08    2.15522875E+06    4.01175249E-01    7.43977957E-02
 129    1.29000000E-01    9.72851000E+11    2.01866680E+08    2.22269424E+06    4.01204782E-01    7.38061178E-02
 130    1.30000000E-01    9.72432000E+11    2.04932482E+08    2.29170655E+06    4.01234549E-01    7.32231545E-02
 131    1.31000000E-01    9.72009000E+11    2.08019141E+08    2.36228795E+06    4.01264552E-01    7.26487095E-02
 132    1.32000000E-01    9.71584000E+11    2.11127020E+08    2.43446583E+06    4.01294791E-01    7.20827406E-02
 133    1.33000000E-01    9.71156000E+11    2.14255846E+08    2.50826056E+06    4.01325266E-01    7.15249853E-02
 134    1.34000000E-01    9.70724000E+11    2.17405333E+08    2.58369232E+06    4.01355977E-01    7.09751895E-02
 135    1.35000000E-01    9.70290000E+11    2.20575864E+08    2.66078930E+06    4.01386924E-01    7.04333240E-02
 136    1.36000000E-01    9.69852000E+11    2.23766924E+08    2.73956919E+06    4.01418107E-01    6.98990722E-02
 137    1.37000000E-01    9.69411000E+11    2.26978673E+08    2.82005782E+06    4.01449526E-01    6.93723416E-02
 138    1.38000000E-01    9.68967000E+11    2.30211048E+08    2.90227849E+06    4.01481183E-01    6.88529708E-02
 139    1.39000000E-01    9.68520000E+11    2.33463983E+08    2.98625463E+06    4.01513076E-01    6.83408032E-02
 140    1.40000000E-01    9.68070000E+11    2.36737415E+08    3.07200975E+06    4.01545206E-01    6.78356865E-02
 141    1.41000000E-01    9.67616000E+11    2.40031029E+08    3.15956422E+06    4.01577574E-01    6.73374034E-02
 142    1.42000000E-01    9.67160000E+11    2.43345253E+08    3.24894822E+06    4.01610178E-01    6.68459497E-02
 143    1.43000000E-01    9.66701000E+11    2.46679775E+08    3.34018243E+06    4.01643021E-01    6.63611149E-02
 144    1.44000000E-01    9.66238000E+11    2.50034270E+08    3.43328726E+06    4.01676101E-01    6.58826953E-02
 145    1.45000000E-01    9.65772000E+11    2.53408922E+08    3.52829011E+06    4.01709419E-01    6.54106276E-02
 146    1.46000000E-01    9.65304000E+11    2.56803930E+08    3.62521891E+06    4.01742975E-01    6.49448501E-02
 147    1.47000000E-01    9.64832000E+11    2.60218697E+08    3.72409050E+06    4.01776769E-01    6.44851023E-02
 148    1.48000000E-01    9.64357000E+11    2.63653418E+08    3.82493290E+06    4.01810802E-01    6.40313302E-02
 149    1.49000000E-01    9.63879000E+11    2.67108022E+08    3.92777057E+06    4.01845074E-01    6.35834151E-02
 150    1.50000000E-01    9.63398000E+11    2.70582440E+08    4.03262807E+06    4.01879584E-01    6.31412412E-02
 151    1.51000000E-01    9.62914000E+11    2.74076603E+08    4.13953006E+06    4.01914333E-01    6.27046957E-02
 152    1.52000000E-01    9.62426000E+11    2.77590151E+08    4.24849688E+06    4.01949321E-01    6.22736047E-02
 153    1.53000000E-01    9.61936000E+11    2.81123587E+08    4.35956207E+06    4.01984549E-01    6.18479909E-02
 154    1.54000000E-01    9.61443000E+11    2.84676555E+08    4.47274628E+06    4.02020017E-01    6.14276848E-02
 155    1.55000000E-01    9.60946000E+11    2.88248683E+08    4.58806976E+06    4.02055724E-01    6.10125216E-02
 156    1.56000000E-01    9.60447000E+11    2.91840494E+08    4.70556706E+06    4.02091671E-01    6.06025299E-02
 157    1.57000000E-01    9.59944000E+11    2.95451313E+08    4.82525369E+06    4.02127859E-01    6.01974864E-02
 158    1.58000000E-01    9.59439000E+11    2.99081677E+08    4.94716489E+06    4.02164287E-01    5.97974230E-02
 159    1.59000000E-01    9.58930000E+11    3.02730894E+08    5.07131583E+06    4.02200955E-01    5.94021229E-02
 160    1.60000000E-01    9.58418000E+11    3.06399197E+08    5.19773700E+06    4.02237864E-01    5.90115596E-02
 161    1.61000000E-01    9.57904000E+11    3.10086836E+08    5.32645950E+06    4.02275014E-01    5.86257068E-02
 162    1.62000000E-01    9.57386000E+11    3.13793091E+08    5.45749796E+06    4.02312406E-01    5.82443565E-02
 163    1.63000000E-01    9.56865000E+11    3.17518208E+08    5.59088350E+06    4.02350039E-01    5.78674876E-02
 164    1.64000000E-01    9.56341000E+11    3.21262110E+08    5.72664191E+06    4.02387913E-01    5.74950189E-02
 165    1.65000000E-01    9.55814000E+11    3.25024720E+08    5.86479902E+06    4.02426029E-01    5.71268713E-02
 166    1.66000000E-01    9.55285000E+11    3.28806307E+08    6.00538705E+06    4.02464387E-01    5.67630268E-02
 167    1.67000000E-01    9.54752000E+11    3.32606109E+08    6.14841959E+06    4.02502988E-01    5.64032907E-02
 168    1.68000000E-01    9.54216000E+11    3.36424388E+08    6.29392884E+06    4.02541830E-01    5.60476493E-02
 169    1.69000000E-01    9.53677000E+11    3.40261066E+08    6.44194094E+06    4.02580916E-01    5.56960309E-02
 170    1.70000000E-01    9.53135000E+11    3.44116064E+08    6.59248210E+06    4.02620244E-01    5.53483650E-02
 171    1.71000000E-01    9.52590000E+11    3.47989303E+08    6.74557859E+06    4.02659815E-01    5.50045831E-02
 172    1.72000000E-01    9.52042000E+11    3.51880703E+08    6.90125677E+06    4.02699630E-01    5.46646182E-02
 173    1.73000000E-01    9.51491000E+11    3.55790185E+08    7.05954304E+06    4.02739688E-01    5.43284047E-02
 174    1.74000000E-01    9.50937000E+11    3.59717669E+08    7.22046386E+06    4.02779990E-01    5.39958785E-02
 175    1.75000000E-01    9.50380000E+11    3.63663072E+08    7.38404578E+06    4.02820535E-01    5.36669772E-02
 176    1.76000000E-01    9.49820000E+11    3.67626315E+08    7.55031537E+06    4.02861325E-01    5.33416395E-02
 177    1.77000000E-01    9.49257000E+11    3.71607314E+08    7.71929928E+06    4.02902359E-01    5.30198056E-02
 178    1.78000000E-01    9.48691000E+11    3.75605989E+08    7.89102422E+06    4.02943638E-01    5.27014171E-02
 179    1.79000000E-01    9.48122000E+11    3.79622255E+08    8.06551695E+06    4.02985162E-01    5.23864167E-02
 180    1.80000000E-01    9.47550000E+11    3.83656030E+08    8.24280427E+06    4.03026931E-01    5.20747485E-02
 181    1.81000000E-01    9.46975000E+11    3.87707231E+08    8.42291304E+06    4.03068945E-01    5.17663579E-02
 182    1.82000000E-01    9.46397000E+11    3.91775773E+08    8.60587018E+06    4.03111204E-01    5.14611913E-02
 183    1.83000000E-01    9.45816000E+11    3.95861572E+08    8.79170265E+06    4.03153710E-01    5.11591964E-02
 184    1.84000000E-01    9.45232000E+11    3.99964542E+08    8.98043745E+06    4.03196461E-01    5.08603218E-02
 185    1.85000000E-01    9.44645000E+11    4.04084599E+08    9.17210162E+06    4.03239459E-01    5.05645176E-02
 186    1.86000000E-01    9.44056000E+11    4.08222089E+08    9.36673219E+06    4.03282703E-01    5.02717876E-02
 187    1.87000000E-01    9.43463000E+11    4.12376065E+08    9.56433665E+06    4.03326194E-01    4.99819772E-02
 188    1.88000000E-01    9.42867000E+11    4.16546868E+08    9.76495189E+06    4.03369931E-01    4.96950928E-02
 189    1.89000000E-01    9.42268000E+11    4.20734412E+08    9.96860512E+06    4.03413916E-01    4.94110887E-02
 190    1.90000000E-01    9.41667000E+11    4.24939059E+08    1.01753344E+07    4.03458149E-01    4.91299715E-02
 191    1.91000000E-01    9.41062000E+11    4.29159824E+08    1.03851456E+07    4.03502629E-01    4.88515927E-02
 192    1.92000000E-01    9.40455000E+11    4.33397525E+08    1.05980879E+07    4.03547357E-01    4.85760131E-02
 193    1.93000000E-01    9.39844000E+11    4.37651158E+08    1.08141663E+07    4.03592334E-01    4.83030868E-02
 194    1.94000000E-01    9.39231000E+11    4.41921558E+08    1.10334311E+07    4.03637559E-01    4.80328753E-02
 195    1.95000000E-01    9.38615000E+11    4.46208175E+08    1.12558982E+07    4.03683032E-01    4.77652862E-02
 196    1.96000000E-01    9.37995000E+11    4.50510438E+08    1.14815830E+07    4.03728755E-01    4.75002293E-02
 197    1.97000000E-01    9.37373000E+11    4.54829213E+08    1.17105372E+07    4.03774726E-01    4.72377670E-02
 198    1.98000000E-01    9.36748000E+11    4.59163932E+08    1.19427761E+07    4.03820947E-01    4.69778100E-02
 199    1.99000000E-01    9.36120000E+11    4.63514504E+08    1.21783273E+07    4.03867418E-01    4.67203210E-02
 200    2.00000000E-01    9.35489000E+11    4.67880837E+08    1.24172184E+07    4.03914139E-01    4.64652632E-02
 201    2.01000000E-01    9.34855000E+11    4.72262839E+08    1.26594768E+07    4.03961110E-01    4.62126006E-02
 202    2.02000000E-01    9.34219000E+11    4.76660926E+08    1.29051439E+07    4.04008332E-01    4.59623470E-02
 203    2.03000000E-01    9.33579000E+11    4.81073989E+08    1.31542200E+07    4.04055805E-01    4.57143691E-02
 204    2.04000000E-01    9.32937000E+11    4.85502960E+08    1.34067605E+07    4.04103528E-01    4.54687312E-02
 205    2.05000000E-01    9.32291000E+11    4.89946710E+08    1.36627646E+07    4.04151503E-01    4.52253022E-02
 206    2.06000000E-01    9.31643000E+11    4.94406189E+08    1.39222888E+07    4.04199729E-01    4.49841470E-02
 207    2.07000000E-01    9.30992000E+11    4.98880782E+08    1.41853465E+07    4.04248207E-01    4.47451844E-02
 208    2.08000000E-01    9.30338000E+11    5.03370392E+08    1.44519651E+07    4.04296937E-01    4.45083832E-02
 209    2.09000000E-01    9.29681000E+11    5.07874924E+08    1.47221724E+07    4.04345920E-01    4.42737126E-02
 210    2.10000000E-01    9.29021000E+11    5.12394282E+08    1.49959960E+07    4.04395155E-01    4.40411424E-02
 211    2.11000000E-01    9.28358000E+11    5.16928367E+08    1.52734634E+07    4.04444643E-01    4.38106428E-02
 212    2.12000000E-01    9.27693000E+11    5.21477646E+08    1.55546191E+07    4.04494385E-01    4.35822318E-02
 213    2.13000000E-01    9.27024000E+11    5.26040900E+08    1.58394573E+07    4.04544380E-01    4.33557865E-02
 214    2.14000000E-01    9.26353000E+11    5.30619162E+08    1.61280397E+07    4.04594628E-01    4.31313726E-02
 215    2.15000000E-01    9.25679000E+11    5.35211769E+08    1.64203770E+07    4.04645131E-01    4.29089157E-02
 216    2.16000000E-01    9.25002000E+11    5.39818624E+08    1.67164967E+07    4.04695888E-01    4.26883886E-02
 217    2.17000000E-01    9.24322000E+11    5.44439627E+08    1.70164265E+07    4.04746900E-01    4.24697649E-02
 218    2.18000000E-01    9.23639000E+11    5.49074676E+08    1.73201940E+07    4.04798166E-01    4.22530186E-02
 219    2.19000000E-01    9.22954000E+11    5.53724272E+08    1.76278457E+07    4.04849688E-01    4.20381696E-02
 220    2.20000000E-01    9.22265000E+11    5.58387120E+08    1.79393713E+07    4.04901465E-01    4.18251015E-02
 221    2.21000000E-01    9.21574000E+11    5.63064322E+08    1.82548369E+07    4.04953499E-01    4.16138805E-02
 222    2.22000000E-01    9.20880000E+11    5.67755178E+08    1.85742509E+07    4.05005788E-01    4.14044368E-02
 223    2.23000000E-01    9.20183000E+11    5.72459585E+08    1.88976408E+07    4.05058333E-01    4.11967466E-02
 224    2.24000000E-01    9.19484000E+11    5.77178068E+08    1.92250548E+07    4.05111136E-01    4.09908311E-02
 225    2.25000000E-01    9.18781000E+11    5.81909274E+08    1.95564789E+07    4.05164195E-01    4.07865781E-02
 226    2.26000000E-01    9.18076000E+11    5.86654360E+08    1.98919828E+07    4.05217511E-01    4.05840538E-02
 227    2.27000000E-01    9.17368000E+11    5.91412595E+08    2.02315729E+07    4.05271085E-01    4.03831917E-02
