 GLOBAL PARAMETERS
 
 m [kg]                                          :    1.27239086E+12
 R [km]                                          :    1.00000000E+00
 Mean Density [g/cm^3]                           :    3.03760943E-01
 C/mR^2 (Total Moment of Inertia Respect to z)   :    2.61362506E-01
 C20                                             :    1.05871958E-04
 C22                                             :    3.17911185E-05
 ekf (Equivalent Fluid Love Number)              :    5.19370524E-01
 H(n)                                            :    6.07748210E-01
 
 PARAMETERS ON SURFACE
 
 a-R [km]                                        :    4.34138148E-04
 b-R [km]                                        :   -1.24219633E-04
 c-R [km]                                        :   -3.09768600E-04
 
 f1=(a-c)/a                                      :    7.43583908E-04
 f2=(b-c)/b                                      :    1.85572013E-04
 f3=(a-b)/a                                      :    5.58011895E-04
 
 EQUIVALENT HOMOGENEOUS SOLUTIONS
 
 f_Jeans                                         :    9.18162960E-04
 f_MacLaurin                                     :    3.05343578E-04
 f_Roche                                         :    1.22350654E-03
 
===================================================================================================================================================
 
   i    R(i)              rho(i)            mlay(i)           Clay(i)           H(i)              kl(i)          
  25    8.33333000E-03    9.99886000E+11    2.79373060E+05    1.24329047E+01    3.99773477E-01    3.64508310E-01
  26    8.66667000E-03    9.99876000E+11    3.02647400E+05    1.45898307E+01    3.99774134E-01    3.51574737E-01
  27    9.00000000E-03    9.99867000E+11    3.26834155E+05    1.70149895E+01    3.99774816E-01    3.39507102E-01
  28    9.33333000E-03    9.99857000E+11    3.51959531E+05    1.97311280E+01    3.99775522E-01    3.28246102E-01
  29    9.66667000E-03    9.99846000E+11    3.78026439E+05    2.27608971E+01    3.99776254E-01    3.17714310E-01
  30    1.00000000E-02    9.99836000E+11    4.05001182E+05    2.61254090E+01    3.99777011E-01    3.07819473E-01
  31    1.03333000E-02    9.99824000E+11    4.32875868E+05    2.98476967E+01    3.99777792E-01    2.98503749E-01
  32    1.06667000E-02    9.99813000E+11    4.61858908E+05    3.39678130E+01    3.99778600E-01    2.89836147E-01
  33    1.10000000E-02    9.99801000E+11    4.91494372E+05    3.84780106E+01    3.99779432E-01    2.81504792E-01
  34    1.13333000E-02    9.99789000E+11    5.22193644E+05    4.34346009E+01    3.99780289E-01    2.73710713E-01
  35    1.16667000E-02    9.99776000E+11    5.53992984E+05    4.88707806E+01    3.99781171E-01    2.66408654E-01
  36    1.20000000E-02    9.99763000E+11    5.86389747E+05    5.47699807E+01    3.99782079E-01    2.59344429E-01
  37    1.23333000E-02    9.99750000E+11    6.19877367E+05    6.12041477E+01    3.99783011E-01    2.52712275E-01
  38    1.26667000E-02    9.99736000E+11    6.54495345E+05    6.82107096E+01    3.99783969E-01    2.46478214E-01
  39    1.30000000E-02    9.99722000E+11    6.89650278E+05    7.57579651E+01    3.99784952E-01    2.40412147E-01
  40    1.33333000E-02    9.99708000E+11    7.25925610E+05    8.39374767E+01    3.99785959E-01    2.34700508E-01
  41    1.36667000E-02    9.99693000E+11    7.63364080E+05    9.27912187E+01    3.99786992E-01    2.29317127E-01
  42    1.40000000E-02    9.99678000E+11    8.01274002E+05    1.02267606E+02    3.99788049E-01    2.24051271E-01
  43    1.43333000E-02    9.99662000E+11    8.40335523E+05    1.12482374E+02    3.99789131E-01    2.19080965E-01
  44    1.46667000E-02    9.99646000E+11    8.80596246E+05    1.23482599E+02    3.99790239E-01    2.14386044E-01
  45    1.50000000E-02    9.99630000E+11    9.21257888E+05    1.35191172E+02    3.99791372E-01    2.09771522E-01
  46    1.53333000E-02    9.99613000E+11    9.63105538E+05    1.47753529E+02    3.99792531E-01    2.05407328E-01
  47    1.56667000E-02    9.99596000E+11    1.00619026E+06    1.61222070E+02    3.99793715E-01    2.01277334E-01
  48    1.60000000E-02    9.99579000E+11    1.04960034E+06    1.75487844E+02    3.99794923E-01    1.97200020E-01
  49    1.63333000E-02    9.99561000E+11    1.09423332E+06    1.90732275E+02    3.99796157E-01    1.93337535E-01
  50    1.66667000E-02    9.99543000E+11    1.14014374E+06    2.07013489E+02    3.99797417E-01    1.89676764E-01
  51    1.70000000E-02    9.99525000E+11    1.18629892E+06    2.24183400E+02    3.99798701E-01    1.86047719E-01
  52    1.73333000E-02    9.99506000E+11    1.23371638E+06    2.42466599E+02    3.99800009E-01    1.82605192E-01
  53    1.76667000E-02    9.99487000E+11    1.28245414E+06    2.61927375E+02    3.99801343E-01    1.79338359E-01
  54    1.80000000E-02    9.99467000E+11    1.33134970E+06    2.82369960E+02    3.99802702E-01    1.76087077E-01
  55    1.83333000E-02    9.99447000E+11    1.38155070E+06    3.04070794E+02    3.99804086E-01    1.72999594E-01
  56    1.86667000E-02    9.99427000E+11    1.43311733E+06    3.27100531E+02    3.99805495E-01    1.70066679E-01
  57    1.90000000E-02    9.99406000E+11    1.48475098E+06    3.51206644E+02    3.99806930E-01    1.67136999E-01
  58    1.93333000E-02    9.99385000E+11    1.53773455E+06    3.76726173E+02    3.99808389E-01    1.64352351E-01
  59    1.96667000E-02    9.99364000E+11    1.59213160E+06    4.03736820E+02    3.99809874E-01    1.61704910E-01
  60    2.00000000E-02    9.99342000E+11    1.64649983E+06    4.31918914E+02    3.99811384E-01    1.59051156E-01
  61    2.03333000E-02    9.99320000E+11    1.70226498E+06    4.61680352E+02    3.99812918E-01    1.56526887E-01
  62    2.06667000E-02    9.99298000E+11    1.75949393E+06    4.93106395E+02    3.99814478E-01    1.54125395E-01
  63    2.10000000E-02    9.99275000E+11    1.81659320E+06    5.25798687E+02    3.99816063E-01    1.51710155E-01
  64    2.13333000E-02    9.99252000E+11    1.87513886E+06    5.60247387E+02    3.99817672E-01    1.49411383E-01
  65    2.16667000E-02    9.99228000E+11    1.93519921E+06    5.96545248E+02    3.99819307E-01    1.47223132E-01
  66    2.20000000E-02    9.99204000E+11    1.99502586E+06    6.34203644E+02    3.99820966E-01    1.45015473E-01
  67    2.23333000E-02    9.99180000E+11    2.05635088E+06    6.73807035E+02    3.99822651E-01    1.42913283E-01
  68    2.26667000E-02    9.99155000E+11    2.11924569E+06    7.15456705E+02    3.99824361E-01    1.40911359E-01
  69    2.30000000E-02    9.99130000E+11    2.18179607E+06    7.58558821E+02    3.99826095E-01    1.38885475E-01
  70    2.33333000E-02    9.99105000E+11    2.24589928E+06    8.03806455E+02    3.99827855E-01    1.36955685E-01
  71    2.36667000E-02    9.99079000E+11    2.31162988E+06    8.51309990E+02    3.99829640E-01    1.35117404E-01
  72    2.40000000E-02    9.99053000E+11    2.37690030E+06    9.00355083E+02    3.99831450E-01    1.33251600E-01
  73    2.43333000E-02    9.99026000E+11    2.44377804E+06    9.51757630E+02    3.99833285E-01    1.31473705E-01
  74    2.46667000E-02    9.98999000E+11    2.51234562E+06    1.00563956E+03    3.99835146E-01    1.29779915E-01
  75    2.50000000E-02    9.98972000E+11    2.58033226E+06    1.06114842E+03    3.99837032E-01    1.28055824E-01
  76    2.53333000E-02    9.98945000E+11    2.64998809E+06    1.11924140E+03    3.99838942E-01    1.26412803E-01
  77    2.56667000E-02    9.98917000E+11    2.72139393E+06    1.18004887E+03    3.99840878E-01    1.24847217E-01
  78    2.60000000E-02    9.98888000E+11    2.79209026E+06    1.24256272E+03    3.99842839E-01    1.23249051E-01
  79    2.63333000E-02    9.98860000E+11    2.86452042E+06    1.30790085E+03    3.99844825E-01    1.21726011E-01
  80    2.66667000E-02    9.98831000E+11    2.93876561E+06    1.37620341E+03    3.99846836E-01    1.20274702E-01
  81    2.70000000E-02    9.98801000E+11    3.01217029E+06    1.44628713E+03    3.99848872E-01    1.18789160E-01
  82    2.73333000E-02    9.98772000E+11    3.08737341E+06    1.51944807E+03    3.99850933E-01    1.17373416E-01
  83    2.76667000E-02    9.98741000E+11    3.16445588E+06    1.59583624E+03    3.99853020E-01    1.16024282E-01
  84    2.80000000E-02    9.98711000E+11    3.24056817E+06    1.67407675E+03    3.99855131E-01    1.14639892E-01
  85    2.83333000E-02    9.98680000E+11    3.31853951E+06    1.75565840E+03    3.99857267E-01    1.13320375E-01
  86    2.86667000E-02    9.98649000E+11    3.39846658E+06    1.84074988E+03    3.99859429E-01    1.12063278E-01
  87    2.90000000E-02    9.98617000E+11    3.47727611E+06    1.92775065E+03    3.99861616E-01    1.10769762E-01
  88    2.93333000E-02    9.98585000E+11    3.55801719E+06    2.01837598E+03    3.99863828E-01    1.09537076E-01
  89    2.96667000E-02    9.98553000E+11    3.64078669E+06    2.11280627E+03    3.99866065E-01    1.08362883E-01
  90    3.00000000E-02    9.98520000E+11    3.72229260E+06    2.20919697E+03    3.99868327E-01    1.07151599E-01
  91    3.03333000E-02    9.98487000E+11    3.80580191E+06    2.30950941E+03    3.99870614E-01    1.05997441E-01
  92    3.06667000E-02    9.98454000E+11    3.89141478E+06    2.41393807E+03    3.99872927E-01    1.04898274E-01
  93    3.10000000E-02    9.98420000E+11    3.97561302E+06    2.52036810E+03    3.99875264E-01    1.03761556E-01
  94    3.13333000E-02    9.98386000E+11    4.06188896E+06    2.63103297E+03    3.99877627E-01    1.02678649E-01
  95    3.16667000E-02    9.98351000E+11    4.15034194E+06    2.74613927E+03    3.99880015E-01    1.01647492E-01
  96    3.20000000E-02    9.98316000E+11    4.23722831E+06    2.86327916E+03    3.99882428E-01    1.00578603E-01
  97    3.23333000E-02    9.98281000E+11    4.32626916E+06    2.98498349E+03    3.99884865E-01    9.95605431E-02
  98    3.26667000E-02    9.98246000E+11    4.41757131E+06    3.11147730E+03    3.99887329E-01    9.85915106E-02
  99    3.30000000E-02    9.98210000E+11    4.50714174E+06    3.24001902E+03    3.99889817E-01    9.75844960E-02
 100    3.33333000E-02    9.98173000E+11    4.59894130E+06    3.37346851E+03    3.99892330E-01    9.66255253E-02
 101    3.36667000E-02    9.98137000E+11    4.69308925E+06    3.51207398E+03    3.99894869E-01    9.57131279E-02
 102    3.40000000E-02    9.98100000E+11    4.78533943E+06    3.65273040E+03    3.99897433E-01    9.47627174E-02
 103    3.43333000E-02    9.98062000E+11    4.87990020E+06    3.79865861E+03    3.99900021E-01    9.38579162E-02
 104    3.46667000E-02    9.98024000E+11    4.97688969E+06    3.95012112E+03    3.99902635E-01    9.29972783E-02
 105    3.50000000E-02    9.97986000E+11    5.07181527E+06    4.10362616E+03    3.99905274E-01    9.20987843E-02
 106    3.53333000E-02    9.97948000E+11    5.16914053E+06    4.26278964E+03    3.99907938E-01    9.12437768E-02
 107    3.56667000E-02    9.97909000E+11    5.26897693E+06    4.42788440E+03    3.99910627E-01    9.04307331E-02
 108    3.60000000E-02    9.97870000E+11    5.36657370E+06    4.59499336E+03    3.99913341E-01    8.95799691E-02
 109    3.63333000E-02    9.97830000E+11    5.46665133E+06    4.76815783E+03    3.99916080E-01    8.87705813E-02
 110    3.66667000E-02    9.97790000E+11    5.56933517E+06    4.94767877E+03    3.99918846E-01    8.80013258E-02
 111    3.70000000E-02    9.97750000E+11    5.66959866E+06    5.12916757E+03    3.99921635E-01    8.71945483E-02
 112    3.73333000E-02    9.97709000E+11    5.77243184E+06    5.31713292E+03    3.99924449E-01    8.64272982E-02
 113    3.76667000E-02    9.97668000E+11    5.87796368E+06    5.51189648E+03    3.99927290E-01    8.56984177E-02
 114    3.80000000E-02    9.97626000E+11    5.98088348E+06    5.70855643E+03    3.99930154E-01    8.49321791E-02
 115    3.83333000E-02    9.97585000E+11    6.08647626E+06    5.91214578E+03    3.99933044E-01    8.42039408E-02
 116    3.86667000E-02    9.97542000E+11    6.19485039E+06    6.12298464E+03    3.99935960E-01    8.35122835E-02
 117    3.90000000E-02    9.97500000E+11    6.30043394E+06    6.33564486E+03    3.99938901E-01    8.27837267E-02
 118    3.93333000E-02    9.97457000E+11    6.40877220E+06    6.55568554E+03    3.99941866E-01    8.20914375E-02
 119    3.96667000E-02    9.97414000E+11    6.52000140E+06    6.78347288E+03    3.99944857E-01    8.14344053E-02
 120    4.00000000E-02    9.97370000E+11    6.62823163E+06    7.01295953E+03    3.99947873E-01    8.07406300E-02
 121    4.03333000E-02    9.97326000E+11    6.73931932E+06    7.25031777E+03    3.99950914E-01    8.00817616E-02
 122    4.06667000E-02    9.97282000E+11    6.85339777E+06    7.49593086E+03    3.99953981E-01    7.94567711E-02
 123    4.10000000E-02    9.97237000E+11    6.96427633E+06    7.74310946E+03    3.99957072E-01    7.87953870E-02
 124    4.13333000E-02    9.97192000E+11    7.07811134E+06    7.99866728E+03    3.99960189E-01    7.81675724E-02
 125    4.16667000E-02    9.97147000E+11    7.19503939E+06    8.26301184E+03    3.99963331E-01    7.75723583E-02
 126    4.20000000E-02    9.97101000E+11    7.30856166E+06    8.52876244E+03    3.99966498E-01    7.69411204E-02
 127    4.23333000E-02    9.97055000E+11    7.42514182E+06    8.80342332E+03    3.99969690E-01    7.63422111E-02
 128    4.26667000E-02    9.97008000E+11    7.54491219E+06    9.08741822E+03    3.99972908E-01    7.57746403E-02
 129    4.30000000E-02    9.96961000E+11    7.66107338E+06    9.37264124E+03    3.99976150E-01    7.51715081E-02
 130    4.33333000E-02    9.96914000E+11    7.78039637E+06    9.66732979E+03    3.99979418E-01    7.45995504E-02
 131    4.36667000E-02    9.96866000E+11    7.90301640E+06    9.97193318E+03    3.99982711E-01    7.40578289E-02
 132    4.40000000E-02    9.96818000E+11    8.02181179E+06    1.02775498E+04    3.99986029E-01    7.34809413E-02
 133    4.43333000E-02    9.96770000E+11    8.14387533E+06    1.05932123E+04    3.99989372E-01    7.29341525E-02
 134    4.46667000E-02    9.96721000E+11    8.26934520E+06    1.09193965E+04    3.99992742E-01    7.24165718E-02
 135    4.50000000E-02    9.96672000E+11    8.39077002E+06    1.12463485E+04    3.99996135E-01    7.18642290E-02
 136    4.53333000E-02    9.96623000E+11    8.51557179E+06    1.15839525E+04    3.99999554E-01    7.13409802E-02
 137    4.56667000E-02    9.96573000E+11    8.64389162E+06    1.19327121E+04    4.00002999E-01    7.08459787E-02
 138    4.60000000E-02    9.96523000E+11    8.76794105E+06    1.22819615E+04    4.00006468E-01    7.03166250E-02
 139    4.63333000E-02    9.96472000E+11    8.89546976E+06    1.26424832E+04    4.00009962E-01    6.98153552E-02
 140    4.66667000E-02    9.96422000E+11    9.02664855E+06    1.30148475E+04    4.00013483E-01    6.93415730E-02
 141    4.70000000E-02    9.96370000E+11    9.15330854E+06    1.33873636E+04    4.00017027E-01    6.88337129E-02
 142    4.73333000E-02    9.96319000E+11    9.28357950E+06    1.37718380E+04    4.00020597E-01    6.83531947E-02
 143    4.76667000E-02    9.96267000E+11    9.41759927E+06    1.41688201E+04    4.00024193E-01    6.78991799E-02
 144    4.80000000E-02    9.96214000E+11    9.54687356E+06    1.45656174E+04    4.00027813E-01    6.74115740E-02
 145    4.83333000E-02    9.96162000E+11    9.67987537E+06    1.49750632E+04    4.00031459E-01    6.69504804E-02
 146    4.86667000E-02    9.96109000E+11    9.81674502E+06    1.53977367E+04    4.00035130E-01    6.65150968E-02
 147    4.90000000E-02    9.96055000E+11    9.94862864E+06    1.58198382E+04    4.00038826E-01    6.60465390E-02
 148    4.93333000E-02    9.96001000E+11    1.00843486E+07    1.62552913E+04    4.00042547E-01    6.56036470E-02
 149    4.96667000E-02    9.95947000E+11    1.02240679E+07    1.67047387E+04    4.00046294E-01    6.51857848E-02
 150    5.00000000E-02    9.95893000E+11    1.03585661E+07    1.71532042E+04    4.00050066E-01    6.47352285E-02
 151    5.03333000E-02    9.95838000E+11    1.04970115E+07    1.76157531E+04    4.00053862E-01    6.43095378E-02
 152    5.06667000E-02    9.95783000E+11    1.06395804E+07    1.80930799E+04    4.00057685E-01    6.39081712E-02
 153    5.10000000E-02    9.95727000E+11    1.07766674E+07    1.85689386E+04    4.00061532E-01    6.34744591E-02
 154    5.13333000E-02    9.95671000E+11    1.09178353E+07    1.90596773E+04    4.00065404E-01    6.30649849E-02
 155    5.16667000E-02    9.95615000E+11    1.10632535E+07    1.95660098E+04    4.00069303E-01    6.26791684E-02
 156    5.20000000E-02    9.95558000E+11    1.12029345E+07    2.00703616E+04    4.00073226E-01    6.22614164E-02
 157    5.23333000E-02    9.95501000E+11    1.13468223E+07    2.05904054E+04    4.00077174E-01    6.18672468E-02
 158    5.26667000E-02    9.95444000E+11    1.14950896E+07    2.11268927E+04    4.00081148E-01    6.14961044E-02
 159    5.30000000E-02    9.95386000E+11    1.16373593E+07    2.16608407E+04    4.00085146E-01    6.10934329E-02
 160    5.33333000E-02    9.95328000E+11    1.17839642E+07    2.22113259E+04    4.00089170E-01    6.07137230E-02
 161    5.36667000E-02    9.95269000E+11    1.19350682E+07    2.27791159E+04    4.00093220E-01    6.03563828E-02
 162    5.40000000E-02    9.95210000E+11    1.20799214E+07    2.33437824E+04    4.00097293E-01    5.99679765E-02
 163    5.43333000E-02    9.95151000E+11    1.22292405E+07    2.39258657E+04    4.00101393E-01    5.96019435E-02
 164    5.46667000E-02    9.95091000E+11    1.23831923E+07    2.45261717E+04    4.00105518E-01    5.92577148E-02
 165    5.50000000E-02    9.95031000E+11    1.25306236E+07    2.51226994E+04    4.00109668E-01    5.88828156E-02
 166    5.53333000E-02    9.94971000E+11    1.26826540E+07    2.57375586E+04    4.00113843E-01    5.85297311E-02
 167    5.56667000E-02    9.94911000E+11    1.28394661E+07    2.63716216E+04    4.00118045E-01    5.81979724E-02
 168    5.60000000E-02    9.94849000E+11    1.29894573E+07    2.70011465E+04    4.00122270E-01    5.78358167E-02
 169    5.63333000E-02    9.94788000E+11    1.31441962E+07    2.76499803E+04    4.00126521E-01    5.74950034E-02
 170    5.66667000E-02    9.94726000E+11    1.33038422E+07    2.83189835E+04    4.00130799E-01    5.71749471E-02
 171    5.70000000E-02    9.94664000E+11    1.34564138E+07    2.89827406E+04    4.00135100E-01    5.68249955E-02
 172    5.73333000E-02    9.94602000E+11    1.36138582E+07    2.96667684E+04    4.00139427E-01    5.64958224E-02
 173    5.76667000E-02    9.94539000E+11    1.37763505E+07    3.03719964E+04    4.00143780E-01    5.61869202E-02
 174    5.80000000E-02    9.94476000E+11    1.39314842E+07    3.10711608E+04    4.00148157E-01    5.58485018E-02
 175    5.83333000E-02    9.94412000E+11    1.40916169E+07    3.17915907E+04    4.00152559E-01    5.55303248E-02
 176    5.86667000E-02    9.94348000E+11    1.42569548E+07    3.25343226E+04    4.00156988E-01    5.52320118E-02
 177    5.90000000E-02    9.94284000E+11    1.44146448E+07    3.32701147E+04    4.00161441E-01    5.49045556E-02
 178    5.93333000E-02    9.94219000E+11    1.45774763E+07    3.40282361E+04    4.00165920E-01    5.45968825E-02
 179    5.96667000E-02    9.94154000E+11    1.47456592E+07    3.48097734E+04    4.00170425E-01    5.43086304E-02
 180    6.00000000E-02    9.94089000E+11    1.49059001E+07    3.55834336E+04    4.00174953E-01    5.39916018E-02
 181    6.03333000E-02    9.94023000E+11    1.50714273E+07    3.63805276E+04    4.00179507E-01    5.36939189E-02
 182    6.06667000E-02    9.93957000E+11    1.52424544E+07    3.72021932E+04    4.00184088E-01    5.34152338E-02
 183    6.10000000E-02    9.93890000E+11    1.54052252E+07    3.80149432E+04    4.00188693E-01    5.31080796E-02
 184    6.13333000E-02    9.93824000E+11    1.55734604E+07    3.88523494E+04    4.00193323E-01    5.28199598E-02
 185    6.16667000E-02    9.93756000E+11    1.57473151E+07    3.97154482E+04    4.00197979E-01    5.25503268E-02
 186    6.20000000E-02    9.93689000E+11    1.59126410E+07    4.05686425E+04    4.00202660E-01    5.22526856E-02
 187    6.23333000E-02    9.93621000E+11    1.60835499E+07    4.14476053E+04    4.00207366E-01    5.19735719E-02
 188    6.26667000E-02    9.93553000E+11    1.62602629E+07    4.23535825E+04    4.00212099E-01    5.17126640E-02
 189    6.30000000E-02    9.93484000E+11    1.64281063E+07    4.32484384E+04    4.00216855E-01    5.14239909E-02
 190    6.33333000E-02    9.93415000E+11    1.66017010E+07    4.41703381E+04    4.00221637E-01    5.11535143E-02
 191    6.36667000E-02    9.93346000E+11    1.67812557E+07    4.51205414E+04    4.00226445E-01    5.09008726E-02
 192    6.40000000E-02    9.93276000E+11    1.69516267E+07    4.60584159E+04    4.00231278E-01    5.06208083E-02
 193    6.43333000E-02    9.93206000E+11    1.71279040E+07    4.70246149E+04    4.00236135E-01    5.03585724E-02
 194    6.46667000E-02    9.93135000E+11    1.73102820E+07    4.80204052E+04    4.00241020E-01    5.01137652E-02
 195    6.50000000E-02    9.93065000E+11    1.74831923E+07    4.90026828E+04    4.00245928E-01    4.98419725E-02
 196    6.53333000E-02    9.92993000E+11    1.76621311E+07    5.00145130E+04    4.00250862E-01    4.95875548E-02
 197    6.56667000E-02    9.92922000E+11    1.78473660E+07    5.10574166E+04    4.00255823E-01    4.93503250E-02
 198    6.60000000E-02    9.92850000E+11    1.80227748E+07    5.20853544E+04    4.00260807E-01    4.90863387E-02
 199    6.63333000E-02    9.92778000E+11    1.82044069E+07    5.31443183E+04    4.00265817E-01    4.88394887E-02
 200    6.66667000E-02    9.92705000E+11    1.83924621E+07    5.42356851E+04    4.00270853E-01    4.86093995E-02
 201    6.70000000E-02    9.92632000E+11    1.85703808E+07    5.53107052E+04    4.00275914E-01    4.83529269E-02
 202    6.73333000E-02    9.92559000E+11    1.87546851E+07    5.64181750E+04    4.00281000E-01    4.81132648E-02
 203    6.76667000E-02    9.92485000E+11    1.89455771E+07    5.75595284E+04    4.00286112E-01    4.78900489E-02
 204    6.80000000E-02    9.92411000E+11    1.91260000E+07    5.86830233E+04    4.00291249E-01    4.76407666E-02
 205    6.83333000E-02    9.92337000E+11    1.93129729E+07    5.98404416E+04    4.00296411E-01    4.74079814E-02
 206    6.86667000E-02    9.92262000E+11    1.95067007E+07    6.10332759E+04    4.00301599E-01    4.71913397E-02
 207    6.90000000E-02    9.92187000E+11    1.96896217E+07    6.22066566E+04    4.00306812E-01    4.69489426E-02
 208    6.93333000E-02    9.92111000E+11    1.98792395E+07    6.34154220E+04    4.00312050E-01    4.67226940E-02
 209    6.96667000E-02    9.92036000E+11    2.00758219E+07    6.46613167E+04    4.00317315E-01    4.65123917E-02
 210    7.00000000E-02    9.91959000E+11    2.02612146E+07    6.58859465E+04    4.00322603E-01    4.62765451E-02
 211    7.03333000E-02    9.91883000E+11    2.04535137E+07    6.71476678E+04    4.00327917E-01    4.60566506E-02
 212    7.06667000E-02    9.91806000E+11    2.06529091E+07    6.84480305E+04    4.00333258E-01    4.58523275E-02
 213    7.10000000E-02    9.91728000E+11    2.08407871E+07    6.97254187E+04    4.00338623E-01    4.56228072E-02
 214    7.13333000E-02    9.91651000E+11    2.10357437E+07    7.10415341E+04    4.00344013E-01    4.54089582E-02
 215    7.16667000E-02    9.91573000E+11    2.12379710E+07    7.23979864E+04    4.00349431E-01    4.52104099E-02
 216    7.20000000E-02    9.91494000E+11    2.14283281E+07    7.37295992E+04    4.00354872E-01    4.49869585E-02
 217    7.23333000E-02    9.91416000E+11    2.16259385E+07    7.51016304E+04    4.00360338E-01    4.47789078E-02
 218    7.26667000E-02    9.91337000E+11    2.18309962E+07    7.65157510E+04    4.00365831E-01    4.45858965E-02
 219    7.30000000E-02    9.91257000E+11    2.20238264E+07    7.79030730E+04    4.00371348E-01    4.43682705E-02
 220    7.33333000E-02    9.91177000E+11    2.22240644E+07    7.93324813E+04    4.00376891E-01    4.41657395E-02
 221    7.36667000E-02    9.91097000E+11    2.24319508E+07    8.08058684E+04    4.00382461E-01    4.39780407E-02
 222    7.40000000E-02    9.91017000E+11    2.26272704E+07    8.22504838E+04    4.00388054E-01    4.37660541E-02
 223    7.43333000E-02    9.90936000E+11    2.28301540E+07    8.37389058E+04    4.00393673E-01    4.35688663E-02
 224    7.46667000E-02    9.90855000E+11    2.30408680E+07    8.52731815E+04    4.00399319E-01    4.33862665E-02
 225    7.50000000E-02    9.90773000E+11    2.32386253E+07    8.67764464E+04    4.00404988E-01    4.31796122E-02
 226    7.53333000E-02    9.90691000E+11    2.34441503E+07    8.83254606E+04    4.00410683E-01    4.29875580E-02
 227    7.56667000E-02    9.90609000E+11    2.36576901E+07    8.99222649E+04    4.00416405E-01    4.28098556E-02
