   -3.4104214249D-01   -5.0000000000D+00   -6.8586665376D+03    3.4735806977D+00    1.5667398508D+00   -1.5394740685D+00   -6.8551929569D+03   -6.8551656911D+03    6.8551656911D+03
   -3.3604214249D-01   -5.0050000000D+00   -6.9103414317D+03    3.5155238833D+00    1.5945232089D+00   -1.5797488135D+00   -6.9068259078D+03   -6.9068111334D+03    6.9068111334D+03
   -3.3104214249D-01   -5.0100000000D+00   -6.9618725812D+03    3.5588041622D+00    1.6228221067D+00   -1.6210366594D+00   -6.9583137770D+03   -6.9583119916D+03    6.9583119916D+03
   -3.2604214249D-01   -5.0150000000D+00   -7.0132429548D+03    3.6034588817D+00    1.6516405675D+00   -1.6633493528D+00   -7.0096394959D+03   -7.0096512047D+03    7.0096512047D+03
   -3.2104214249D-01   -5.0200000000D+00   -7.0644352205D+03    3.6495257140D+00    1.6809824422D+00   -1.7066983861D+00   -7.0607856948D+03   -7.0608114107D+03    7.0608114107D+03
   -3.1604214249D-01   -5.0250000000D+00   -7.1154317528D+03    3.6970426319D+00    1.7108514012D+00   -1.7510949795D+00   -7.1117347102D+03   -7.1117749538D+03    7.1117749538D+03
   -3.1104214249D-01   -5.0300000000D+00   -7.1662146396D+03    3.7460478836D+00    1.7412509251D+00   -1.7965500630D+00   -7.1624685917D+03   -7.1625238908D+03    7.1625238908D+03
   -3.0604214249D-01   -5.0350000000D+00   -7.2167656903D+03    3.7965799677D+00    1.7721842967D+00   -1.8430742581D+00   -7.2129691103D+03   -7.2130400003D+03    7.2130400003D+03
   -3.0104214249D-01   -5.0400000000D+00   -7.2670664449D+03    3.8486776081D+00    1.8036545921D+00   -1.8906778591D+00   -7.2632177673D+03   -7.2633047906D+03    7.2633047906D+03
   -2.9604214249D-01   -5.0450000000D+00   -7.3170981830D+03    3.9023797283D+00    1.8356646718D+00   -1.9393708145D+00   -7.3131958033D+03   -7.3132995094D+03    7.3132995094D+03
   -2.9104214249D-01   -5.0500000000D+00   -7.3668419338D+03    3.9577254264D+00    1.8682171723D+00   -1.9891627077D+00   -7.3628842084D+03   -7.3630051539D+03    7.3630051539D+03
   -2.8604214249D-01   -5.0550000000D+00   -7.4162784871D+03    4.0147539503D+00    1.9013144973D+00   -2.0400627386D+00   -7.4122637331D+03   -7.4124024814D+03    7.4124024814D+03
   -2.8104214249D-01   -5.0600000000D+00   -7.4653884042D+03    4.0735046731D+00    1.9349588089D+00   -2.0920797040D+00   -7.4613148996D+03   -7.4614720205D+03    7.4614720205D+03
   -2.7604214249D-01   -5.0650000000D+00   -7.5141520307D+03    4.1340170691D+00    1.9691520195D+00   -2.1452219783D+00   -7.5100180136D+03   -7.5101940836D+03    7.5101940836D+03
   -2.7104214249D-01   -5.0700000000D+00   -7.5625495083D+03    4.1963306908D+00    2.0038957826D+00   -2.1994974948D+00   -7.5583531776D+03   -7.5585487793D+03    7.5585487793D+03
   -2.6604214249D-01   -5.0750000000D+00   -7.6105607889D+03    4.2604851465D+00    2.0391914851D+00   -2.2549137260D+00   -7.6063003038D+03   -7.6065160260D+03    7.6065160260D+03
   -2.6104214249D-01   -5.0800000000D+00   -7.6581656487D+03    4.3265200791D+00    2.0750402383D+00   -2.3114776646D+00   -7.6538391287D+03   -7.6540755661D+03    7.6540755661D+03
   -2.5604214249D-01   -5.0850000000D+00   -7.7053437026D+03    4.3944751463D+00    2.1114428704D+00   -2.3691958044D+00   -7.7009492275D+03   -7.7012069804D+03    7.7012069804D+03
   -2.5104214249D-01   -5.0900000000D+00   -7.7520744199D+03    4.4643900018D+00    2.1483999178D+00   -2.4280741216D+00   -7.7476100299D+03   -7.7478897041D+03    7.7478897041D+03
   -2.4604214249D-01   -5.0950000000D+00   -7.7983371405D+03    4.5363042788D+00    2.1859116178D+00   -2.4881180554D+00   -7.7938008362D+03   -7.7941030426D+03    7.7941030426D+03
   -2.4104214249D-01   -5.1000000000D+00   -7.8441110914D+03    4.6102575742D+00    2.2239779007D+00   -2.5493324902D+00   -7.8395008338D+03   -7.8398261884D+03    7.8398261884D+03
