   -3.4104214249D-01   -5.0000000000D+00   -6.3524976574D+03    3.3866819248D+00   -5.8038697634D-04   -6.6940405420D-02   -6.3491109754D+03   -6.3491784962D+03    6.3491784962D+03
   -3.3604214249D-01   -5.0050000000D+00   -6.3986895116D+03    3.4215895301D+00   -5.8432633327D-04   -6.6633186941D-02   -6.3952679221D+03   -6.3953351396D+03    6.3953351396D+03
   -3.3104214249D-01   -5.0100000000D+00   -6.4447528451D+03    3.4567882459D+00   -5.8824656490D-04   -6.6321844937D-02   -6.4412960569D+03   -6.4413629670D+03    6.4413629670D+03
   -3.2604214249D-01   -5.0150000000D+00   -6.4906724160D+03    3.4922786845D+00   -5.9214619135D-04   -6.6006369860D-02   -6.4871801373D+03   -6.4872467358D+03    6.4872467358D+03
   -3.2104214249D-01   -5.0200000000D+00   -6.5364327128D+03    3.5280615084D+00   -5.9602371001D-04   -6.5686754030D-02   -6.5329046513D+03   -6.5329709341D+03    6.5329709341D+03
   -3.1604214249D-01   -5.0250000000D+00   -6.5820179613D+03    3.5641374318D+00   -5.9987759620D-04   -6.5362991698D-02   -6.5784538239D+03   -6.5785197867D+03    6.5785197867D+03
   -3.1104214249D-01   -5.0300000000D+00   -6.6274121304D+03    3.6005072200D+00   -6.0370630395D-04   -6.5035079108D-02   -6.6238116232D+03   -6.6238772620D+03    6.6238772620D+03
   -3.0604214249D-01   -5.0350000000D+00   -6.6725989399D+03    3.6371717266D+00   -6.0750826676D-04   -6.4703014558D-02   -6.6689617682D+03   -6.6690270787D+03    6.6690270787D+03
   -3.0104214249D-01   -5.0400000000D+00   -6.7175618681D+03    3.6741318872D+00   -6.1128189845D-04   -6.4366798459D-02   -6.7138877362D+03   -6.7139527143D+03    6.7139527143D+03
   -2.9604214249D-01   -5.0450000000D+00   -6.7622841600D+03    3.7113887319D+00   -6.1502559409D-04   -6.4026433396D-02   -6.7585727713D+03   -6.7586374128D+03    6.7586374128D+03
   -2.9104214249D-01   -5.0500000000D+00   -6.8067488367D+03    3.7489433946D+00   -6.1873773094D-04   -6.3681924184D-02   -6.8029998933D+03   -6.8030641939D+03    6.8030641939D+03
   -2.8604214249D-01   -5.0550000000D+00   -6.8509387043D+03    3.7867971682D+00   -6.2241666947D-04   -6.3333277931D-02   -6.8471519072D+03   -6.8472158629D+03    6.8472158629D+03
   -2.8104214249D-01   -5.0600000000D+00   -6.8948363649D+03    3.8249514553D+00   -6.2606075443D-04   -6.2980504087D-02   -6.8910114135D+03   -6.8910750200D+03    6.8910750200D+03
