   -3.4104214249D-01   -5.0000000000D+00   -8.6104450929D+03   -1.3649165189D+01   -1.2934309042D-02   -4.6221012056D-11   -8.6240942581D+03   -8.6241071924D+03    8.6241071924D+03
   -3.3604214249D-01   -5.0050000000D+00   -8.6601907257D+03   -1.3602913615D+01   -1.2864111433D-02   -4.5916654863D-11   -8.6737936393D+03   -8.6738065034D+03    8.6738065034D+03
   -3.3104214249D-01   -5.0100000000D+00   -8.7098021357D+03   -1.3552462616D+01   -1.2792754450D-02   -4.5610042963D-11   -8.7233545983D+03   -8.7233673911D+03    8.7233673911D+03
   -3.2604214249D-01   -5.0150000000D+00   -8.7592629657D+03   -1.3497760545D+01   -1.2720234994D-02   -4.5301207660D-11   -8.7727607262D+03   -8.7727734465D+03    8.7727734465D+03
   -3.2104214249D-01   -5.0200000000D+00   -8.8085565658D+03   -1.3438758022D+01   -1.2646550602D-02   -4.4990182082D-11   -8.8219953239D+03   -8.8220079704D+03    8.8220079704D+03
   -3.1604214249D-01   -5.0250000000D+00   -8.8576660005D+03   -1.3375408043D+01   -1.2571699472D-02   -4.4677001201D-11   -8.8710414086D+03   -8.8710539802D+03    8.8710539802D+03
   -3.1104214249D-01   -5.0300000000D+00   -8.9065740551D+03   -1.3307666071D+01   -1.2495680489D-02   -4.4361701857D-11   -8.9198817212D+03   -8.9198942169D+03    8.9198942169D+03
   -3.0604214249D-01   -5.0350000000D+00   -8.9552632438D+03   -1.3235490129D+01   -1.2418493243D-02   -4.4044322779D-11   -8.9684987340D+03   -8.9685111525D+03    8.9685111525D+03
   -3.0104214249D-01   -5.0400000000D+00   -9.0037158178D+03   -1.3158840892D+01   -1.2340138056D-02   -4.3724904603D-11   -9.0168746587D+03   -9.0168869988D+03    9.0168869988D+03
   -2.9604214249D-01   -5.0450000000D+00   -9.0519137741D+03   -1.3077681766D+01   -1.2260616007D-02   -4.3403489888D-11   -9.0649914559D+03   -9.0650037165D+03    9.0650037165D+03
   -2.9104214249D-01   -5.0500000000D+00   -9.0998388653D+03   -1.2991978967D+01   -1.2179928949D-02   -4.3080123132D-11   -9.1128308442D+03   -9.1128430241D+03    9.1128430241D+03
   -2.8604214249D-01   -5.0550000000D+00   -9.1474726095D+03   -1.2901701594D+01   -1.2098079539D-02   -4.2754850781D-11   -9.1603743111D+03   -9.1603864092D+03    9.1603864092D+03
   -2.8104214249D-01   -5.0600000000D+00   -9.1947963018D+03   -1.2806821693D+01   -1.2015071254D-02   -4.2427721243D-11   -9.2076031235D+03   -9.2076151385D+03    9.2076151385D+03
   -2.7604214249D-01   -5.0650000000D+00   -9.2417910249D+03   -1.2707314315D+01   -1.1930908418D-02   -4.2098784894D-11   -9.2544983392D+03   -9.2545102701D+03    9.2545102701D+03
   -2.7104214249D-01   -5.0700000000D+00   -9.2884376620D+03   -1.2603157566D+01   -1.1845596220D-02   -4.1768094082D-11   -9.3010408196D+03   -9.3010526652D+03    9.3010526652D+03
   -2.6604214249D-01   -5.0750000000D+00   -9.3347169097D+03   -1.2494332653D+01   -1.1759140739D-02   -4.1435703134D-11   -9.3472112423D+03   -9.3472230015D+03    9.3472230015D+03
   -2.6104214249D-01   -5.0800000000D+00   -9.3806092909D+03   -1.2380823914D+01   -1.1671548962D-02   -4.1101668349D-11   -9.3929901148D+03   -9.3930017864D+03    9.3930017864D+03
   -2.5604214249D-01   -5.0850000000D+00   -9.4260951697D+03   -1.2262618844D+01   -1.1582828803D-02   -4.0766048002D-11   -9.4383577886D+03   -9.4383693714D+03    9.4383693714D+03
   -2.5104214249D-01   -5.0900000000D+00   -9.4711547659D+03   -1.2139708113D+01   -1.1492989126D-02   -4.0428902333D-11   -9.4832944740D+03   -9.4833059670D+03    9.4833059670D+03
   -2.4604214249D-01   -5.0950000000D+00   -9.5157681705D+03   -1.2012085569D+01   -1.1402039761D-02   -4.0090293544D-11   -9.5277802561D+03   -9.5277916581D+03    9.5277916581D+03
   -2.4104214249D-01   -5.1000000000D+00   -9.5599153620D+03   -1.1879748237D+01   -1.1309991524D-02   -3.9750285779D-11   -9.5717951103D+03   -9.5718064202D+03    9.5718064202D+03
   -2.3604214249D-01   -5.1050000000D+00   -9.6035762231D+03   -1.1742696298D+01   -1.1216856232D-02   -3.9408945120D-11   -9.6153189194D+03   -9.6153301362D+03    9.6153301362D+03
   -2.3104214249D-01   -5.1100000000D+00   -9.6467305580D+03   -1.1600933070D+01   -1.1122646722D-02   -3.9066339559D-11   -9.6583314910D+03   -9.6583426137D+03    9.6583426137D+03
   -2.2604214249D-01   -5.1150000000D+00   -9.6893581106D+03   -1.1454464965D+01   -1.1027376863D-02   -3.8722538983D-11   -9.7008125756D+03   -9.7008236029D+03    9.7008236029D+03
   -2.2104214249D-01   -5.1200000000D+00   -9.7314385831D+03   -1.1303301444D+01   -1.0931061572D-02   -3.8377615146D-11   -9.7427418846D+03   -9.7427528156D+03    9.7427528156D+03
