   -3.4104214249D-01   -5.0000000000D+00   -6.8310021980D+03   -3.4184668404D+01   -2.0235490450D+00   -1.3725592527D-10   -6.8651868664D+03   -6.8672104154D+03    6.8672104154D+03
   -3.3604214249D-01   -5.0050000000D+00   -6.8827975672D+03   -3.4055988669D+01   -1.9978771761D+00   -1.3605125264D-10   -6.9168535559D+03   -6.9188514330D+03    6.9188514330D+03
   -3.3104214249D-01   -5.0100000000D+00   -6.9344613357D+03   -3.3915532802D+01   -1.9719056820D+00   -1.3484639379D-10   -6.9683768685D+03   -6.9703487742D+03    6.9703487742D+03
   -3.2604214249D-01   -5.0150000000D+00   -6.9859765945D+03   -3.3763154402D+01   -1.9456348022D+00   -1.3364166693D-10   -7.0197397489D+03   -7.0216853837D+03    7.0216853837D+03
   -3.2104214249D-01   -5.0200000000D+00   -7.0373261265D+03   -3.3598713315D+01   -1.9190649336D+00   -1.3243739734D-10   -7.0709248398D+03   -7.0728439047D+03    7.0728439047D+03
   -3.1604214249D-01   -5.0250000000D+00   -7.0884924129D+03   -3.3422075914D+01   -1.8921966346D+00   -1.3123391723D-10   -7.1219144888D+03   -7.1238066854D+03    7.1238066854D+03
   -3.1104214249D-01   -5.0300000000D+00   -7.1394576404D+03   -3.3233115357D+01   -1.8650306296D+00   -1.3003156573D-10   -7.1726907558D+03   -7.1745557864D+03    7.1745557864D+03
   -3.0604214249D-01   -5.0350000000D+00   -7.1902037090D+03   -3.3031711834D+01   -1.8375678133D+00   -1.2883068869D-10   -7.2232354208D+03   -7.2250729887D+03    7.2250729887D+03
   -3.0104214249D-01   -5.0400000000D+00   -7.2407122404D+03   -3.2817752810D+01   -1.8098092542D+00   -1.2763163862D-10   -7.2735299932D+03   -7.2753398025D+03    7.2753398025D+03
   -2.9604214249D-01   -5.0450000000D+00   -7.2909645871D+03   -3.2591133242D+01   -1.7817561992D+00   -1.2643477452D-10   -7.3235557203D+03   -7.3253374765D+03    7.3253374765D+03
   -2.9104214249D-01   -5.0500000000D+00   -7.3409418423D+03   -3.2351755790D+01   -1.7534100769D+00   -1.2524046173D-10   -7.3732935981D+03   -7.3750470082D+03    7.3750470082D+03
   -2.8604214249D-01   -5.0550000000D+00   -7.3906248503D+03   -3.2099531000D+01   -1.7247725019D+00   -1.2404907178D-10   -7.4227243813D+03   -7.4244491538D+03    7.4244491538D+03
   -2.8104214249D-01   -5.0600000000D+00   -7.4399942178D+03   -3.1834377479D+01   -1.6958452779D+00   -1.2286098222D-10   -7.4718285953D+03   -7.4735244406D+03    7.4735244406D+03
   -2.7604214249D-01   -5.0650000000D+00   -7.4890303258D+03   -3.1556222046D+01   -1.6666304016D+00   -1.2167657640D-10   -7.5205865478D+03   -7.5222531782D+03    7.5222531782D+03
   -2.7104214249D-01   -5.0700000000D+00   -7.5377133419D+03   -3.1264999855D+01   -1.6371300658D+00   -1.2049624327D-10   -7.5689783418D+03   -7.5706154718D+03    7.5706154718D+03
   -2.6604214249D-01   -5.0750000000D+00   -7.5860232342D+03   -3.0960654503D+01   -1.6073466623D+00   -1.1932037720D-10   -7.6169838887D+03   -7.6185912354D+03    7.6185912354D+03
   -2.6104214249D-01   -5.0800000000D+00   -7.6339397848D+03   -3.0643138112D+01   -1.5772827854D+00   -1.1814937769D-10   -7.6645829229D+03   -7.6661602057D+03    7.6661602057D+03
   -2.5604214249D-01   -5.0850000000D+00   -7.6814426047D+03   -3.0312411382D+01   -1.5469412343D+00   -1.1698364914D-10   -7.7117550161D+03   -7.7133019573D+03    7.7133019573D+03
   -2.5104214249D-01   -5.0900000000D+00   -7.7285111495D+03   -2.9968443620D+01   -1.5163250157D+00   -1.1582360062D-10   -7.7584795931D+03   -7.7599959181D+03    7.7599959181D+03
   -2.4604214249D-01   -5.0950000000D+00   -7.7751247349D+03   -2.9611212739D+01   -1.4854373463D+00   -1.1466964554D-10   -7.8047359476D+03   -7.8062213850D+03    7.8062213850D+03
   -2.4104214249D-01   -5.1000000000D+00   -7.8212625543D+03   -2.9240705230D+01   -1.4542816547D+00   -1.1352220138D-10   -7.8505032595D+03   -7.8519575412D+03    7.8519575412D+03
   -2.3604214249D-01   -5.1050000000D+00   -7.8669036956D+03   -2.8856916100D+01   -1.4228615834D+00   -1.1238168942D-10   -7.8957606117D+03   -7.8971834733D+03    7.8971834733D+03
   -2.3104214249D-01   -5.1100000000D+00   -7.9120271599D+03   -2.8459848784D+01   -1.3911809906D+00   -1.1124853433D-10   -7.9404870087D+03   -7.9418781897D+03    7.9418781897D+03
   -2.2604214249D-01   -5.1150000000D+00   -7.9566118799D+03   -2.8049515018D+01   -1.3592439510D+00   -1.1012316394D-10   -7.9846613950D+03   -7.9860206389D+03    7.9860206389D+03
   -2.2104214249D-01   -5.1200000000D+00   -8.0006367397D+03   -2.7625934688D+01   -1.3270547577D+00   -1.0900600881D-10   -8.0282626744D+03   -8.0295897291D+03    8.0295897291D+03
   -2.1604214249D-01   -5.1250000000D+00   -8.0440805944D+03   -2.7189135634D+01   -1.2946179221D+00   -1.0789750192D-10   -8.0712697300D+03   -8.0725643480D+03    8.0725643480D+03
   -2.1104214249D-01   -5.1300000000D+00   -8.0869222913D+03   -2.6739153437D+01   -1.2619381750D+00   -1.0679807827D-10   -8.1136614448D+03   -8.1149233830D+03    8.1149233830D+03
   -2.0604214249D-01   -5.1350000000D+00   -8.1291406908D+03   -2.6276031150D+01   -1.2290204668D+00   -1.0570817449D-10   -8.1554167219D+03   -8.1566457424D+03    8.1566457424D+03
   -2.0104214249D-01   -5.1400000000D+00   -8.1707146880D+03   -2.5799819016D+01   -1.1958699668D+00   -1.0462822846D-10   -8.1965145070D+03   -8.1977103770D+03    8.1977103770D+03
   -1.9604214249D-01   -5.1450000000D+00   -8.2116232353D+03   -2.5310574138D+01   -1.1624920633D+00   -1.0355867887D-10   -8.2369338095D+03   -8.2380963015D+03    8.2380963015D+03
   -1.9104214249D-01   -5.1500000000D+00   -8.2518453651D+03   -2.4808360119D+01   -1.1288923626D+00   -1.0249996484D-10   -8.2766537252D+03   -8.2777826175D+03    8.2777826175D+03
   -1.8604214249D-01   -5.1550000000D+00   -8.2913602125D+03   -2.4293246672D+01   -1.0950766879D+00   -1.0145252544D-10   -8.3156534592D+03   -8.3167485358D+03    8.3167485358D+03
   -1.8104214249D-01   -5.1600000000D+00   -8.3301470396D+03   -2.3765309188D+01   -1.0610510776D+00   -1.0041679928D-10   -8.3539123488D+03   -8.3549733998D+03    8.3549733998D+03
   -1.7604214249D-01   -5.1650000000D+00   -8.3681852589D+03   -2.3224628280D+01   -1.0268217837D+00   -9.9393224020D-11   -8.3914098872D+03   -8.3924367090D+03    8.3924367090D+03
   -1.7104214249D-01   -5.1700000000D+00   -8.4054544578D+03   -2.2671289293D+01   -9.9239526953D-01   -9.8382235960D-11   -8.4281257471D+03   -8.4291181424D+03    8.4291181424D+03
   -1.6604214249D-01   -5.1750000000D+00   -8.4419344232D+03   -2.2105381779D+01   -9.5777820704D-01   -9.7384269523D-11   -8.4640398050D+03   -8.4649975832D+03    8.4649975832D+03
   -1.6104214249D-01   -5.1800000000D+00   -8.4776051660D+03   -2.1526998950D+01   -9.2297747393D-01   -9.6399756803D-11   -8.4991321650D+03   -8.5000551424D+03    8.5000551424D+03
   -1.5604214249D-01   -5.1850000000D+00   -8.5124469463D+03   -2.0936237098D+01   -8.8800015034D-01   -9.5429127070D-11   -8.5333831834D+03   -8.5342711836D+03    8.5342711836D+03
   -1.5104214249D-01   -5.1900000000D+00   -8.5464402986D+03   -2.0333194989D+01   -8.5285351508D-01   -9.4472806288D-11   -8.5667734935D+03   -8.5676263471D+03    8.5676263471D+03
   -1.4604214249D-01   -5.1950000000D+00   -8.5795660564D+03   -1.9717973235D+01   -8.1754504155D-01   -9.3531216615D-11   -8.5992840296D+03   -8.6001015747D+03    8.6001015747D+03
   -1.4104214249D-01   -5.2000000000D+00   -8.6118053783D+03   -1.9090673645D+01   -7.8208239333D-01   -9.2604775913D-11   -8.6308960519D+03   -8.6316781343D+03    8.6316781343D+03
   -1.3604214249D-01   -5.2050000000D+00   -8.6431397722D+03   -1.8451398549D+01   -7.4647341925D-01   -9.1693897242D-11   -8.6615911708D+03   -8.6623376442D+03    8.6623376442D+03
   -1.3104214249D-01   -5.2100000000D+00   -8.6735511214D+03   -1.7800250113D+01   -7.1072614824D-01   -9.0798988359D-11   -8.6913513715D+03   -8.6920620976D+03    8.6920620976D+03
   -1.2604214249D-01   -5.2150000000D+00   -8.7030217084D+03   -1.7137329632D+01   -6.7484878374D-01   -8.9920451222D-11   -8.7201590380D+03   -8.7208338868D+03    8.7208338868D+03
   -1.2104214249D-01   -5.2200000000D+00   -8.7315342407D+03   -1.6462736814D+01   -6.3884969769D-01   -8.9058681480D-11   -8.7479969776D+03   -8.7486358272D+03    8.7486358272D+03
   -1.1604214249D-01   -5.2250000000D+00   -8.7590718747D+03   -1.5776569053D+01   -6.0273742429D-01   -8.8214067981D-11   -8.7748484438D+03   -8.7754511812D+03    8.7754511812D+03
   -1.1104214249D-01   -5.2300000000D+00   -8.7856182399D+03   -1.5078920694D+01   -5.6652065327D-01   -8.7386992272D-11   -8.8006971606D+03   -8.8012636813D+03    8.8012636813D+03
   -1.0604214249D-01   -5.2350000000D+00   -8.8111574628D+03   -1.4369882299D+01   -5.3020822295D-01   -8.6577828104D-11   -8.8255273451D+03   -8.8260575533D+03    8.8260575533D+03
   -1.0104214249D-01   -5.2400000000D+00   -8.8356741901D+03   -1.3649539902D+01   -4.9380911282D-01   -8.5786940948D-11   -8.8493237300D+03   -8.8498175392D+03    8.8498175392D+03
   -9.6042142489D-02   -5.2450000000D+00   -8.8591536118D+03   -1.2917974282D+01   -4.5733243594D-01   -8.5014687513D-11   -8.8720715861D+03   -8.8725289186D+03    8.8725289186D+03
