    1.0000000000D+09    2.2998015201D-02    1.9541240966D-02    1.9700584523D-02    1.9384033750D-02
    1.3803842646D+09    1.6660589222D-02    1.9541260499D-02    1.9700583623D-02    1.9384034587D-02
    1.9054607180D+09    1.2069529949D-02    1.9541260483D-02    1.9700581921D-02    1.9384036171D-02
    2.6302679919D+09    8.7436015160D-03    1.9541260452D-02    1.9700578694D-02    1.9384039173D-02
    3.6307805477D+09    6.3341793587D-03    1.9541260393D-02    1.9700572565D-02    1.9384044874D-02
    5.0118723363D+09    4.5887073050D-03    1.9541260280D-02    1.9700560890D-02    1.9384055734D-02
    6.9183097092D+09    3.3242245820D-03    1.9541260066D-02    1.9700538648D-02    1.9384076424D-02
    9.5499258602D+09    2.4081878266D-03    1.9541259658D-02    1.9700496309D-02    1.9384115812D-02
    1.3182567386D+10    1.7445778602D-03    1.9541258880D-02    1.9700425031D-02    1.9384181663D-02
    1.8197008586D+10    1.2638349371D-03    1.9541257400D-02    1.9700396639D-02    1.9384205821D-02
    2.5118864315D+10    9.1556747601D-04    1.9541235045D-02    1.9700277265D-02    1.9384313823D-02
    3.4673685045D+10    6.6327000350D-04    1.9541249248D-02    1.9699961051D-02    1.9384604076D-02
    4.7863009232D+10    4.8049664177D-04    1.9541239160D-02    1.9699468577D-02    1.9385052133D-02
    6.6069344801D+10    3.4808904600D-04    1.9541220234D-02    1.9698425929D-02    1.9386006968D-02
    9.1201083936D+10    2.5216822223D-04    1.9541185215D-02    1.9696583720D-02    1.9387699461D-02
    1.2589254118D+11    1.8267972817D-04    1.9541122034D-02    1.9693325262D-02    1.9390701193D-02
    1.7378008287D+11    1.3233976426D-04    1.9541013073D-02    1.9687511739D-02    1.9396111670D-02
    2.3988329190D+11    9.5871684180D-05    1.9540838983D-02    1.9678051960D-02    1.9404961832D-02
    3.3113112148D+11    6.9452895573D-05    1.9540592106D-02    1.9664125891D-02    1.9418076649D-02
    4.5708818961D+11    5.0314175084D-05    1.9540295248D-02    1.9646032373D-02    1.9435282088D-02
    6.3095734448D+11    3.6449397733D-05    1.9539982024D-02    1.9626026012D-02    1.9454422693D-02
    8.7096358996D+11    2.6405254441D-05    1.9539762075D-02    1.9606779442D-02    1.9473003344D-02
    1.2022644346D+12    1.9128915852D-05    1.9539595731D-02    1.9590235349D-02    1.9489077356D-02
    1.6595869074D+12    1.3857674520D-05    1.9539492674D-02    1.9577046637D-02    1.9501997393D-02
    2.2908676528D+12    1.0038997745D-05    1.9539433287D-02    1.9566978992D-02    1.9511902916D-02
    3.1622776602D+12    7.2726109699D-06    1.9539400488D-02    1.9559484144D-02    1.9519303559D-02
    4.3651583224D+12    5.2685409103D-06    1.9539382797D-02    1.9553972459D-02    1.9524765702D-02
    6.0255958607D+12    3.8167204925D-06    1.9539373376D-02    1.9549959753D-02    1.9528754609D-02
    8.3176377110D+12    2.7649695743D-06    1.9539368394D-02    1.9547039427D-02    1.9531663626D-02
    1.1481536215D+13    2.0030433882D-06    1.9539365769D-02    1.9544919087D-02    1.9533776300D-02
    1.5848931925D+13    1.4510766600D-06    1.9539344849D-02    1.9543381958D-02    1.9535307565D-02
    2.1877616239D+13    1.0512121133D-06    1.9539363662D-02    1.9542269522D-02    1.9536418532D-02
    3.0199517204D+13    7.6153585655D-07    1.9539363282D-02    1.9541463357D-02    1.9537224026D-02
    4.1686938347D+13    5.5168395937D-07    1.9539363081D-02    1.9540879204D-02    1.9537807827D-02
    5.7543993734D+13    3.9965969876D-07    1.9539362977D-02    1.9540455979D-02    1.9538230867D-02
    7.9432823472D+13    2.8952785758D-07    1.9539362921D-02    1.9540149369D-02    1.9538537381D-02
    1.0964781961D+14    2.0974439147D-07    1.9539362892D-02    1.9539927247D-02    1.9538759451D-02
    1.5135612484D+14    1.5194637961D-07    1.9539362877D-02    1.9539766335D-02    1.9538920337D-02
    2.0892961309D+14    1.1007542139D-07    1.9539362869D-02    1.9539649766D-02    1.9539036892D-02
    2.8840315031D+14    7.9742593576D-08    1.9539362865D-02    1.9539565320D-02    1.9539121331D-02
    3.9810717055D+14    5.7768402336D-08    1.9539343324D-02    1.9539504144D-02    1.9539182502D-02
    5.4954087386D+14    4.1849508008D-08    1.9539362862D-02    1.9539459827D-02    1.9539226818D-02
    7.5857757503D+14    3.0317288513D-08    1.9539362861D-02    1.9539427722D-02    1.9539258922D-02
    1.0471285481D+15    2.1962934010D-08    1.9539362861D-02    1.9539404464D-02    1.9539282179D-02
    1.4454397707D+15    1.5910739186D-08    1.9539362861D-02    1.9539387615D-02    1.9539299028D-02
    1.9952623150D+15    1.1526311618D-08    1.9539362861D-02    1.9539375409D-02    1.9539311233D-02
    2.7542287033D+15    8.3500746229D-09    1.9539362861D-02    1.9539366567D-02    1.9539320076D-02
    3.8018939632D+15    6.0490943261D-09    1.9539343321D-02    1.9539360161D-02    1.9539326481D-02
    5.2480746025D+15    4.3821814557D-09    1.9539347229D-02    1.9539355521D-02    1.9539331122D-02
    7.2443596007D+15    3.1746098301D-09    1.9539347229D-02    1.9539352159D-02    1.9539334483D-02
    1.0000000000D+16    2.2998015201D-09    1.9539347229D-02    1.9539349724D-02    1.9539336919D-02
