    4.3651583224D+12    5.2685409103D-06    2.1726447432D-01   -4.7156565610D-05    2.1721731776D-01   -1.4567503181D-05    7.3355549525D-04    1.3475306486D-03    1.8957371016D-04    8.8513124389D-08
    6.0255958607D+12    3.8167204925D-06    1.5819248418D-01   -3.9230679603D-05    1.5815325350D-01   -1.0617907410D-05    5.3337588665D-04    9.8076979564D-04    1.3803055579D-04    6.4449305892D-08
    8.3176377110D+12    2.7649695743D-06    1.1490921273D-01   -3.3398337333D-05    1.1487581440D-01   -7.7192090795D-06    3.8714628026D-04    7.1225456128D-04    1.0026381836D-04    4.6817237181D-08
    1.1481536215D+13    2.0030433882D-06    8.3365323966D-02   -2.9138025730D-05    8.3336185941D-02   -5.6039607833D-06    2.8074843091D-04    5.1665032784D-04    7.2740257292D-05    3.3967372335D-08
    1.5848931925D+13    1.4510766600D-06    6.0441967999D-02   -2.6035551799D-05    6.0415932447D-02   -4.0649394046D-06    2.0349304870D-04    3.7453426963D-04    5.2738525976D-05    2.4629205081D-08
    2.1877616239D+13    1.0512121133D-06    4.3808080055D-02   -2.3781462281D-05    4.3784298592D-02   -2.9471929541D-06    1.4745907525D-04    2.7142278193D-04    3.8224658204D-05    1.7853144258D-08
    3.0199517204D+13    7.6153585655D-07    3.1747467048D-02   -2.2146202749D-05    3.1725320845D-02   -2.1361647281D-06    1.0684040129D-04    1.9666517826D-04    2.7701192913D-05    1.2940074402D-08
    4.1686938347D+13    5.5168395937D-07    2.3006356626D-02   -2.0959148141D-05    2.2985397478D-02   -1.5480229275D-06    7.7405016330D-05    1.4248529469D-04    2.0074153385D-05    9.3792524664D-09
    5.7543993734D+13    3.9965969876D-07    1.6672472932D-02   -2.0098777264D-05    1.6652374155D-02   -1.1216995241D-06    5.6077254450D-05    1.0322677404D-04    1.4547535031D-05    6.7990502158D-09
    7.9432823472D+13    2.8952785758D-07    1.2083406874D-02   -1.9476221118D-05    1.2063930653D-02   -8.1273914933D-07    4.0625245761D-05    7.4783197812D-05    1.0543354037D-05    4.9296258522D-09
    1.0964781961D+14    2.0974439147D-07    8.7587020334D-03   -1.9023020037D-05    8.7396790134D-03   -5.8882839318D-07    2.9430718177D-05    5.4176402652D-05    7.6423890551D-06    3.5752569656D-09
    1.5135612484D+14    1.5194637961D-07    6.3500839492D-03   -1.8695304143D-05    6.3313886450D-03   -4.2659536106D-07    2.1320795798D-05    3.9247624463D-05    5.5407538568D-06    2.5940701468D-09
    2.0892961309D+14    1.1007542139D-07    4.6051630504D-03   -1.8458088498D-05    4.5867049619D-03   -3.0905503122D-07    1.5445598829D-05    2.8432499962D-05    4.0182263947D-06    1.8832504436D-09
    2.8840315031D+14    7.9742593576D-08    3.3410682773D-03   -1.8286904413D-05    3.3227813729D-03   -2.2390031687D-07    1.1189365387D-05    2.0597566064D-05    2.9152428679D-06    1.3683027466D-09
    3.9810717055D+14    5.7768402336D-08    2.4253065784D-03   -1.8161468589D-05    2.4071451098D-03   -1.6220218480D-07    8.1059855381D-06    1.4921633494D-05    2.1161967126D-06    9.9525309773D-10
    5.4954087386D+14    4.1849508008D-08    1.7618957087D-03   -1.8072158213D-05    1.7438235505D-03   -1.1751443402D-07    5.8722700402D-06    1.0809773798D-05    1.5373388008D-06    7.2500308614D-10
    7.5857757503D+14    3.0317288513D-08    1.2812944315D-03   -1.8005542208D-05    1.2632888893D-03   -8.5128967281D-08    4.2540845779D-06    7.8309911856D-06    1.1179910565D-06    5.2922242480D-10
    1.0471285481D+15    2.1962934010D-08    9.3312998743D-04   -1.7957934947D-05    9.1517205248D-04   -6.1669793667D-08    3.0818122128D-06    5.6730526921D-06    8.1420082288D-07    3.8739230346D-10
    1.4454397707D+15    1.5910739186D-08    6.8090706296D-04   -1.7923459150D-05    6.6298360381D-04   -4.4677119626D-08    2.2325757528D-06    4.1097633426D-06    5.9412418252D-07    2.8464543542D-10
    1.9952623150D+15    1.1526311618D-08    4.9818839810D-04   -1.7899212536D-05    4.8028918557D-04   -3.2365443719D-08    1.6173582086D-06    2.9772605707D-06    4.3469335371D-07    2.1021248821D-10
    2.7542287033D+15    8.3500746229D-09    3.6581948617D-04   -1.7880720275D-05    3.4793876590D-04   -2.3446872753D-08    1.1716724661D-06    2.1568346920D-06    3.1919510752D-07    1.5628982366D-10
    3.8018939632D+15    6.0490943261D-09    2.5560085429D-04   -3.5502802722D-06    2.5205057401D-04   -6.7854194434D-09    8.4872529854D-07    1.5638742695D-06    2.2302404669D-07    1.0555574512D-10
    5.2480746025D+15    4.3821814557D-09    1.8614041383D-04   -3.5459135542D-06    1.8259450027D-04   -4.9148295767D-09    6.1484711566D-07    1.1329270178D-06    1.6241646946D-07    7.7262061741D-11
    7.2443596007D+15    3.1746098301D-09    1.3582175149D-04   -3.5437290073D-06    1.3227802248D-04   -3.5608323902D-09    4.4541738585D-07    8.2073263256D-07    1.1851101488D-07    5.6765897602D-11
    1.0000000000D+16    2.2998015201D-09    9.9367631766D-05   -3.5406740742D-06    9.5826957692D-05   -2.5810938174D-09    3.2267638280D-07    5.9456803609D-07    8.6703040993D-08    4.1916539869D-11
